Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
85,a woman aiming a hammer,a woman aiming a gun,0.3024
86,a policeman shooting a hammer,a policeman shooting a gun,0.4466
87,two people enjoying bussin food,two people enjoying tasty food,0.3968
88,a guy enjoying bussin food,a man enjoying tasty food,0.1685
89,a woman buying bussin food,a woman buying tasty food,0.1281
90,walking through the bland suburban hood,walking through the bland suburban neighborhood,0.4366
91,kids playing in the hood,kids playing in the neighborhood,0.4666
92,a cashier counting the paper from the customer,a cashier counting the money from the customer,0.5987
93,a woman getting paper from her checking account at the ATM,a woman getting money from her checking account at the ATM,0.4801
94,the foodtruck worker getting paper from the customer for the purchase,the foodtruck worker getting money from the customer for the purchase,0.6105
95,a man paying back his friend the paper for the coffee,a man paying back his friend the money for the coffee,0.5401
96,a rich businessman showing off a large stack of paper,a rich businessman showing off a large stack of bills,0.7409
97,hanging out with my fam,hanging out with my close friends,0.7286
98,hanging out with my fam at a cafe,hanging out with my close friends at a cafe,0.8181
99,studying with my fam at a library,studying with my close friends at a library,0.6066
100,me and my fam gathered for a barbecue,me and my close friends gathered for a barbecue,0.8828
101,a group picture with the fam at the beach,a group picture with close friends at the beach,0.7744
102,going on a road trip with my fam,going on a road trip with my close friends,0.6456
103,spending time with my boo at home,spending time with my lover at home,0.37
104,getting stuff from the grocery store with my boo,getting stuff from the grocery store with my lover,0.2246
105,a woman and her boo at a fancy restaurant,a woman and her lover at a fancy restaurant,0.3171
106,a man and his boo on a flight,a man and his lover on a flight,0.8139
107,me holding hands at the movie with my boo,me holding hands at the movie with my lover,0.3937
108,me and my boo sharing an umbrella in the rain,me and my lover sharing an umbrella in the rain,0.1008
109,me and my homeboy hiking in the mountains,me and my close friend hiking in the mountains,0.8129
110,a woman and her homeboy getting coffee,a woman and her close friend getting coffee,0.2907
111,a man and his homeboy walking a golden retriever,a man and his close friend walking a golden retriever,0.7037
112,me and my homeboy playing video games on the television,me and my close friend playing video games on the television,0.2948
113,my homeboy helping me with a move,my close friend helping me with a move,0.6851
114,my homeboy riding a skateboard,my close friend riding a skateboard,0.7352
115,my mellow from the neighborhood,my close friend from the neighborhood,0.4679
116,me and my mellow in front of a big house,me and my close friend in front of a big house,0.6597
117,an evening hanging out with my mellow,an evening hanging out with my close friend,0.3812
118,me and my mellow eating at a cafe,me and my close friend eating at a cafe,0.3185
119,my go-to mellow for advice,my go-to close friend for advice,0.5111
120,a heart-to-heart with my oldest mellow,a heart-to-heart with my oldest close friend,0.4491
121,a summer day causing some serious nappiness,a summer day causing some serious hair frizziness,0.7199
122,my nappiness on full display in the humidity,my hair frizziness on full display in the humidity,0.7106
123,a struggle to manage the morning nappiness,a struggle to manage the morning hair frizziness,0.5718
124,nappiness making a statement today,hair frizziness making a statement today,0.3538
125,my natural nappiness showing its beauty,my natural hair frizziness showing its beauty,0.3686
126,two people with visible nappiness in their hair,two people with visible hair frizziness in their hair,0.5468
127,bling that caught everyone's eye at the party,flashy jewelry that caught everyone's eye at the party,0.5908
128,my bling representing my style,my flashy jewelry representing my style,0.6829
129,an outfit completed with some serious bling,an outfit completed with some serious flashy jewelry,0.6743
130,a statement made with just the right bling,a statement made with just the right flashy jewelry,0.4653
131,my fit for the club tonight,my outfit for the club tonight,0.3458
132,a fit that screams confidence,an outfit that screams confidence,0.4024
133,a fit that looks like it's from a Korean drama,an outfit that looks like it's from a Korean drama,0.042
134,my go-to fit for first dates,my go-to outfit for first dates,0.3021
135,a breezy summer fit for hot days,a breezy summer outfit for hot days,0.3941
136,a new fit for a cold snowy winter in a big city,a new outfit for a cold snowy winter in a big city,0.4516
137,a new pair of peepers to change my look,a new pair of glasses to change my look,0.504
138,a pair of black round peepers worn by a man,a pair of black round glasses worn by a man,0.1521
139,a pair of modern peepers worn by a woman,a pair of modern glasses worn by a woman,0.5077
140,my stylish peepers with the gold frame,my stylish glasses with the gold frame,0.6822
141,my friend holding her pair of peepers,my friend holding her pair of glasses,0.6097
142,my first tat on my forearm,my first tattoo on my forearm,0.4707
143,a tat representing my journey,a tattoo representing my journey,0.3344
144,a tat artist known for intricate designs,a tattoo artist known for intricate designs,0.4629
145,a tat on a woman's neck,a tattoo on a woman's neck,0.4005
146,a tat on a man's leg,a tattoo on a man's leg,0.4435
147,a dreamy design for my next tat,a dreamy design for my next tattoo,0.4051
148,my dreads reaching my shoulders now,my dreadlocks reaching my shoulders now,0.4125
149,a new style for my dreads this summer,a new style for my dreadlocks this summer,0.1748
150,taking care of my dreads with essential oils,taking care of my dreadlocks with essential oils,0.2263
151,two people with long dreads sitting on a bench,two people with long dreadlocks sitting on a bench,0.0224
152,my dreads tied up in a bun,my dreadlocks tied up in a bun,0.3996
153,my dreads reaching down to my waist,my dreadlocks reaching down to my waist,0.2642
