Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
rubbish,trash,trash on the floor,trash on the floor,0,1,0,,rubbish on the floor,trash on the floor
rubbish,trash,a pile of trash,a heap of trash,0,1,0,,a heap of rubbish,a heap of trash
rubbish,trash,a painting of trash,a painting of trash,0,1,0,,a painting of rubbish,a painting of trash
rubbish,trash,a trash can,a trash bin,0,1,0,,a rubbish bin,a trash bin
rubbish,trash,a room full of trash,a room full of trash,0,1,0,,a room full of rubbish,a room full of trash
flat,apartment,an apartment for rent,an apartment to rent,0,1,1,a flat tire on a bike,a flat to rent,an apartment to rent
flat,apartment,an apartment with two bedrooms,an apartment with two bedrooms,0,1,1,a flat surface for cooking,a flat with two bedrooms,an apartment with two bedrooms
flat,apartment,an apartment in the city center,a city centre apartment,0,1,1,a flat stone on the beach,a city centre flat,a city centre apartment
flat,apartment,an apartment with a balcony,an apartment with balcony,0,1,1,a flat piece of metal,a flat with balcony,an apartment with balcony
flat,apartment,students living in an apartment,students living in an apartment,0,1,1,a completely flat pancake,students living in a flat,students living in an apartment
flat,apartment,keys to a new apartment,keys to a new apartment,0,1,1,a flat screen television,keys to a new flat,keys to a new apartment
car boot,car trunk,a broken car trunk,a broken car trunk,0,1,0,,a broken car boot,a broken car trunk
car boot,car trunk,a packed car trunk,a packed car trunk,0,1,0,,a packed car boot,a packed car trunk
car boot,car trunk,an empty car trunk,an empty car trunk,0,1,0,,an empty car boot,an empty car trunk
car boot,car trunk,a dirty car trunk,a dirty car trunk,0,1,0,,a dirty car boot,a dirty car trunk
car boot,car trunk,a modern car trunk,a modern car trunk,0,1,0,,a modern car boot,a modern car trunk
car boot,car trunk,a red car trunk,a red car trunk,0,1,0,,a red car boot,a red car trunk
queue,line,a long line,a long line,1,1,0,,a long queue,a long line
queue,line,a short line,a short line,1,1,0,,a short queue,a short line
queue,line,a painting of a long queue,a painting of a long line,1,1,0,,a painting of a long queue,a painting of a long line
queue,line,a line of people,a line of people,1,1,0,,a queue of people,a line of people
queue,line,a line outside the store,a line outside the store,1,1,0,,a queue outside the store,a line outside the store
queue,line,a line for food,a line for food,1,1,0,,a queue for food,a line for food
trousers,pants,a pair of purple trousers,a pair of purple pants,0,1,0,,a pair of purple trousers,a pair of purple pants
trousers,pants,a pair of jeans,a pair of denim pants,0,1,0,,a pair of denim trousers,a pair of denim pants
trousers,pants,some torn pants,some ripped pants,0,1,0,,some ripped trousers,some ripped pants
trousers,pants,my dirty pants,my dirty pants,0,1,0,,my dirty trousers,my dirty pants
trousers,pants,a pair of designer trousers,a pair of designer pants,0,1,0,,a pair of designer trousers,a pair of designer pants
trousers,pants,trousers with holes,pants with holes,0,1,0,,trousers with holes,pants with holes
biscuit,cookie,a small biscuit,a small cookie,0,1,0,,a small biscuit,a small cookie
biscuit,cookie,a fresh biscuit,a fresh cookie,0,1,0,,a fresh biscuit,a fresh cookie
biscuit,cookie,a burnt biscuit,a burnt cookie,0,1,0,,a burnt biscuit,a burnt cookie
biscuit,cookie,a broken biscuit,a broken cookie,0,1,0,,a broken biscuit,a broken cookie
biscuit,cookie,a painting of a biscuit,a painting of a cookie,0,1,0,,a painting of a biscuit,a painting of a cookie
biscuit,cookie,a chocolate cookie,a chocolate cookie,0,1,0,,a chocolate biscuit,a chocolate cookie
torch,flashlight,a flashlight,a handheld flashlight,0,1,1,an Olympic torch burning brightly,a handheld torch,a handheld flashlight
torch,flashlight,a flashlight in a drawer,a flashlight in a drawer,0,1,1,a flaming medieval torch,a torch in a drawer,a flashlight in a drawer
torch,flashlight,a flashlight,a pocket flashlight,0,1,1,a torch lighting a cave,a pocket torch,a pocket flashlight
torch,flashlight,using a flashlight at night,using a flashlight at night,0,1,1,a torch on a castle wall,using a torch at night,using a flashlight at night
torch,flashlight,batteries for a flashlight,batteries for a flashlight,0,1,1,a wooden torch lit with fire,batteries for a torch,batteries for a flashlight
torch,flashlight,a flashlight with a switch,a flashlight with a switch,0,1,1,a ceremonial torch in hand,a torch with a switch,a flashlight with a switch
nappy,diaper,some dirty diapers,some dirty diapers,0,1,0,,some dirty nappies,some dirty diapers
nappy,diaper,white diapers,white diapers,0,1,0,,white nappies,white diapers
nappy,diaper,diapers with holes,diapers with holes,0,1,0,,nappies with holes,diapers with holes
nappy,diaper,a pack of diapers,a pack of diapers,0,1,0,,a pack of nappies,a pack of diapers
nappy,diaper,a pair of pink diapers,a pair of pink diapers,0,1,0,,a pair of pink nappies,a pair of pink diapers
nappy,diaper,a ripped pair of diapers,a ripped pair of diapers,0,1,0,,a ripped pair of nappies,a ripped pair of diapers
petrol,gasoline,a modern gas station,a modern gasoline station,0,1,0,,a modern petrol station,a modern gasoline station
petrol,gasoline,a painting of an old gas station,a painting of an old gasoline station,0,1,0,,a painting of an old petrol station,a painting of an old gasoline station
petrol,gasoline,a vintage gas station,a vintage gasoline station,0,1,0,,a vintage petrol station,a vintage gasoline station
petrol,gasoline,a gas pump,a gasoline pump,0,1,0,,a petrol pump,a gasoline pump
petrol,gasoline,a gasoline tanker,a gasoline tanker,0,1,0,,a petrol tanker,a gasoline tanker
petrol,gasoline,a gas station sign,a gasoline station sign,0,1,0,,a petrol station sign,a gasoline station sign
football,soccer,a round soccer ball,a round soccer ball,0,1,1,a football player wearing a helmet,a round football,a round soccer ball
football,soccer,a black and white soccer ball,a black and white soccor ball,0,1,1,a football thrown in a match,a black and white football,a black and white soccor ball
football,soccer,a soccer game in Europe,a soccer match in Europe,0,1,1,a quarterback holding a football,a football match in Europe,a soccer match in Europe
football,soccer,a football with black spots,a soccer with black spots,0,1,1,a football kicked over goalposts,a football with black spots,a soccer with black spots
football,soccer,a team scoring a soccer goal,a team scoring a soccer goal,1,1,1,a touchdown scored with a football,a team scoring a football goal,a team scoring a soccer goal
football,soccer,kicking a soccer ball,kicking a soccer ball,0,1,1,a leather American football,kicking a football,kicking a soccer ball
chemist,pharmacy,shopping at a pharmacy,shopping at a pharmacy,0,1,1,a chemist working in a laboratory,shopping at a chemist,shopping at a pharmacy
chemist,pharmacy,entering a local pharmacy,entering a local pharmacy,0,1,1,a chemist mixing chemicals,entering a local chemist,entering a local pharmacy
chemist,pharmacy,shelves in a pharmacy,shelves in a pharmacy,0,1,1,a chemist wearing safety goggles,shelves in a chemist,shelves in a pharmacy
chemist,pharmacy,line at a pharmacy,queue at a pharmacy shop,1,1,1,a chemist examining test tubes,queue at a chemist shop,queue at a pharmacy shop
chemist,pharmacy,sign for a pharmacy,sign for a pharmacy shop,0,1,1,a chemist conducting an experiment,sign for a chemist shop,sign for a pharmacy shop
chemist,pharmacy,products from a pharmacy,products from a pharmacy,0,1,1,a chemist holding beakers,products from a chemist,products from a pharmacy
chips,french fries,french fries with vinegar,hot french fries with vinegar,0,1,1,a bowl of crispy potato chips,hot chips with vinegar,hot french fries with vinegar
chips,french fries,chips with ketchup,french fries with ketchup,0,1,1,potato chips served at a party,chips with ketchup,french fries with ketchup
chips,french fries,thick-cut fries,thick-cut french fries,0,1,1,a bag of salted potato chips,thick-cut chips,thick-cut french fries
chips,french fries,fries from a fish and chips shop,french fries from a chippy,0,1,1,barbecue-flavored potato chips,chips from a chippy,french fries from a chippy
chips,french fries,fish and chips,french fries with fish,0,1,1,a snack bowl filled with chips,chips with fish,french fries with fish
chips,french fries,takeout fries,takeaway french fries,0,1,1,chips spilling from a packet,takeaway chips,takeaway french fries
barrister,attorney,a lawyer at a table,an attorney at a table,1,1,0,,a barrister at a table,an attorney at a table
barrister,attorney,an old lawyer,an old attorney,1,1,0,,an old barrister,an old attorney
barrister,attorney,a lawyer at a park,an attorney at a park,1,1,0,,a barrister at a park,an attorney at a park
barrister,attorney,a lawyer with a woman,an attorney with a woman,1,1,0,,a barrister with a woman,an attorney with a woman
barrister,attorney,a lawyer with a notepad,an attorney with a notepad,1,1,0,,a barrister with a notepad,an attorney with a notepad
barrister,attorney,a painting of a barrister,a painting of an attorney,1,1,0,,a painting of a barrister,a painting of an attorney
caretaker,janitor,a school janitor,a school janitor,1,1,1,a caretaker looking after pets,a school caretaker,a school janitor
caretaker,janitor,a dirty caretaker,a dirty janitor,1,1,1,a caretaker of an elderly person,a dirty caretaker,a dirty janitor
caretaker,janitor,a tired caretaker,a tired janitor,1,1,1,a caretaker feeding animals,a tired caretaker,a tired janitor
caretaker,janitor,a busy caretaker,a busy janitor,1,1,1,a caretaker watering plants,a busy caretaker,a busy janitor
caretaker,janitor,a painting of an old caretaker,a painting of an old janitor,1,1,1,a caretaker comforting a patient,a painting of an old caretaker,a painting of an old janitor
caretaker,janitor,a caretaker in a mall,a janitor in a mall,1,1,1,a caretaker assisting residents,a caretaker in a mall,a janitor in a mall
cooker,stove,a stove that is on fire,a burning stove,0,1,0,,a burning cooker,a burning stove
cooker,stove,an old gas stove,an old gas stove,0,1,0,,an old gas cooker,an old gas stove
cooker,stove,a modern electric cooker,a modern electric stove,0,1,0,,a modern electric cooker,a modern electric stove
cooker,stove,a dirty stove,a dirty stove,0,1,0,,a dirty cooker,a dirty stove
cooker,stove,a rusty stove,a rusty stove,0,1,0,,a rusty cooker,a rusty stove
cooker,stove,a large stove,a large stove,0,1,0,,a large cooker,a large stove
cot,crib,a baby in a crib,a baby in a crib,0,1,1,a camping cot in a tent,a baby in a cot,a baby in a crib
cot,crib,a wooden nursery crib,a wooden nursery crib,0,1,1,a portable cot folded up,a wooden nursery cot,a wooden nursery crib
cot,crib,toys next to a crib,toys beside a crib,0,1,1,a cot set up outdoors,toys beside a cot,toys beside a crib
cot,crib,a crib with a mobile,a crib with mobile,0,1,1,a cot in a military camp,a cot with mobile,a crib with mobile
cot,crib,a crib,a crib with bars,0,1,1,a green cot for camping,a cot with bars,a crib with bars
cot,crib,a baby's crib,an infant's crib,0,1,1,a cot placed inside a cabin,an infant's cot,an infant's crib
hoarding,billboard,a billboard in a city,a billboard in a city,0,1,0,,a hoarding in a city,a billboard in a city
hoarding,billboard,a broken billboard,a broken billboard,0,1,0,,a broken hoarding,a broken billboard
hoarding,billboard,a colorful billboard,a colorful billboard,0,1,0,,a colorful hoarding,a colorful billboard
hoarding,billboard,a bright red billboard,a bright red billboard,0,1,0,,a bright red hoarding,a bright red billboard
hoarding,billboard,a billboard lit up,a billboard lit up,0,1,0,,a hoarding lit up,a billboard lit up
hoarding,billboard,a dirty hoarding,a dirty billboard,0,1,0,,a dirty hoarding,a dirty billboard
hoover,vacuum cleaner,a bright red vacuum cleaner,a bright red vacuum cleaner,0,1,0,,a bright red hoover,a bright red vacuum cleaner
hoover,vacuum cleaner,a vacuum cleaner with a long cord,a vacuum cleaner with a long cord,0,1,0,,a hoover with a long cord,a vacuum cleaner with a long cord
hoover,vacuum cleaner,a modern vacuum cleaner,a modern vacuum cleaner,0,1,0,,a modern hoover,a modern vacuum cleaner
hoover,vacuum cleaner,a broken vacuum,a broken vacuum cleaner,0,1,0,,a broken hoover,a broken vacuum cleaner
hoover,vacuum cleaner,a dirty vacuum,a dirty vacuum cleaner,0,1,0,,a dirty hoover,a dirty vacuum cleaner
hoover,vacuum cleaner,a painting of an old vacuum cleaner,a painting of an old vacuum cleaner,0,1,0,,a painting of an old hoover,a painting of an old vacuum cleaner
jug,pitcher,a filled jug,a filled pitcher,0,1,0,,a filled jug,a filled pitcher
jug,pitcher,an empty jug,an empty pitcher,0,1,0,,an empty jug,an empty pitcher
jug,pitcher,a broken jug,a broken pitcher,0,1,0,,a broken jug,a broken pitcher
jug,pitcher,a dirty jug,a dirty pitcher,0,1,0,,a dirty jug,a dirty pitcher
jug,pitcher,a colorful jug,a colorful pitcher,0,1,0,,a colorful jug,a colorful pitcher
jug,pitcher,a bright blue jug,a bright blue pitcher,0,1,0,,a bright blue jug,a bright blue pitcher
postman,mailman,a young postman,a young mailman,1,1,0,,a young postman,a young mailman
postman,mailman,a lazy postman,a lazy mailman,1,1,0,,a lazy postman,a lazy mailman
postman,mailman,a tired postman,a tired mailman,1,1,0,,a tired postman,a tired mailman
postman,mailman,a busy postman,a busy mailman,1,1,0,,a busy postman,a busy mailman
postman,mailman,a painting of an old postman,a painting of an old mailman,1,1,0,,a painting of an old postman,a painting of an old mailman
postman,mailman,a postman on the street,a mailman on the street,1,1,0,,a postman on the street,a mailman on the street
pram,baby carriage,a colorful stroller,a colorful baby carriage,0,1,0,,a colorful pram,a colorful baby carriage
pram,baby carriage,a stroller with a sunshade,a baby carriage with a sunshade,0,1,0,,a pram with a sunshade,a baby carriage with a sunshade
pram,baby carriage,a bright pink stroller,a bright pink baby carriage,0,1,0,,a bright pink pram,a bright pink baby carriage
pram,baby carriage,a dirty stroller,a dirty baby carriage,0,1,0,,a dirty pram,a dirty baby carriage
pram,baby carriage,a painting of a vintage pram,a painting of a vintage baby carriage,0,1,0,,a painting of a vintage pram,a painting of a vintage baby carriage
pram,baby carriage,a modern baby stroller,a modern baby carriage,0,1,0,,a modern pram,a modern baby carriage
saloon,sedan,a luxurious sedan,a luxurious sedan,0,1,0,,a luxurious saloon,a luxurious sedan
saloon,sedan,a bright red sedan,a bright red sedan,0,1,0,,a bright red saloon,a bright red sedan
saloon,sedan,a dirty saloon,a dirty sedan,0,1,0,,a dirty saloon,a dirty sedan
saloon,sedan,a saloon on the street,a sedan on the street,0,1,0,,a saloon on the street,a sedan on the street
saloon,sedan,a broken saloon,a broken sedan,0,1,0,,a broken saloon,a broken sedan
saloon,sedan,a painting of a vintage saloon,a painting of a vintage sedan,0,1,0,,a painting of a vintage saloon,a painting of a vintage sedan
bonnet,hood of car,an open hood,an open hood of car,0,1,0,,an open bonnet,an open hood of car
bonnet,hood of car,a dirty hat,a dirty hood of car,0,1,0,,a dirty bonnet,a dirty hood of car
bonnet,hood of car,a bright red bonnet,a bright red hood of car,0,1,0,,a bright red bonnet,a bright red hood of car
bonnet,hood of car,a bonnet with stripes,a hood of car with stripes,0,1,0,,a bonnet with stripes,a hood of car with stripes
bonnet,hood of car,a broken car hood,a broken hood of car,0,1,0,,a broken bonnet,a broken hood of car
bonnet,hood of car,a colorful bonnet,a colorful hood of car,0,1,0,,a colorful bonnet,a colorful hood of car
coriander,cilantro,chopped cilantro,chopped cilantro,0,1,0,,chopped coriander,chopped cilantro
coriander,cilantro,coriander on a table,cilantro on a table,0,1,0,,coriander on a table,cilantro on a table
coriander,cilantro,coriander in a basket,cilantro in a basket,0,1,0,,coriander in a basket,cilantro in a basket
coriander,cilantro,a painting of coriander,a painting of cilantro,0,1,0,,a painting of coriander,a painting of cilantro
coriander,cilantro,a basket of coriander,a basket of cilantro,0,1,0,,a basket of coriander,a basket of cilantro
coriander,cilantro,a dish with cilantro,a dish with cilantro,0,1,0,,a dish with coriander,a dish with cilantro
courgette,zucchini,a sliced zucchini,a sliced zucchini,0,1,0,,a sliced courgette,a sliced zucchini
courgette,zucchini,a zucchini on the table,a zucchini on the table,0,1,0,,a courgette on the table,a zucchini on the table
courgette,zucchini,zucchini in a basket,zucchini in a basket,0,1,0,,courgette in a basket,zucchini in a basket
courgette,zucchini,a painting of a zucchini,a painting of a zucchini,0,1,0,,a painting of a courgette,a painting of a zucchini
courgette,zucchini,a moldy zucchini,a moldy zucchini,0,1,0,,a moldy courgette,a moldy zucchini
courgette,zucchini,a dish with zucchini,a dish with zucchini,0,1,0,,a dish with courgette,a dish with zucchini
tube,subway,inside the tube,inside of the subway,1,1,0,,inside of the tube,inside of the subway
tube,subway,a subway station,a subway station,1,1,0,,a tube station,a subway station
tube,subway,a dirty tube,a dirty subway,0,1,0,,a dirty tube,a dirty subway
tube,subway,a modern tube,a modern subway,0,1,0,,a modern tube,a modern subway
tube,subway,a painting of the subway,a painting of the subway,0,1,0,,a painting of the tube,a painting of the subway
tube,subway,an abandoned tube station,an abandoned subway station,0,1,0,,an abandoned tube station,an abandoned subway station
aubergine,eggplant,a sliced eggplant,a sliced eggplant,1,1,0,,a sliced aubergine,a sliced eggplant
aubergine,eggplant,an eggplant on the table,an eggplant on the table,1,1,0,,an aubergine on the table,an eggplant on the table
aubergine,eggplant,eggplant in a basket,eggplant in a basket,1,1,0,,aubergine in a basket,eggplant in a basket
aubergine,eggplant,a painting of an eggplant,a painting of an eggplant,1,1,0,,a painting of an aubergine,a painting of an eggplant
aubergine,eggplant,a moldy eggplant,a moldy eggplant,1,1,0,,a moldy aubergine,a moldy eggplant
aubergine,eggplant,a dish with eggplant,a dish with eggplant,1,1,0,,a dish with aubergine,a dish with eggplant
zebra crossing,crosswalk,people in a crosswalk,people on a crosswalk,1,1,0,,people on a zebra crossing,people on a crosswalk
zebra crossing,crosswalk,a busy crosswalk,a busy crosswalk,1,1,0,,a busy zebra crossing,a busy crosswalk
zebra crossing,crosswalk,a painted crosswalk,a painted crosswalk,0,1,0,,a painted zebra crossing,a painted crosswalk
zebra crossing,crosswalk,a wide zebra crossing,a wide crosswalk,0,1,0,,a wide zebra crossing,a wide crosswalk
zebra crossing,crosswalk,a woman on a crosswalk,a woman on a crosswalk,1,1,0,,a woman on a zebra crossing,a woman on a crosswalk
zebra crossing,crosswalk,an empty zebra crossing,an empty crosswalk,0,1,0,,an empty zebra crossing,an empty crosswalk
motorway,highway,cars on a busy highway,cars on a busy highway,0,1,0,,cars on a busy motorway,cars on a busy highway
motorway,highway,an empty highway,an empty highway,0,1,0,,an empty motorway,an empty highway
motorway,highway,a highway at sunset,a highway at sunset,0,1,0,,a motorway at sunset,a highway at sunset
motorway,highway,a highway sign,a highway sign,0,1,0,,a motorway sign,a highway sign
motorway,highway,a highway with traffic cones,a highway with traffic cones,0,1,0,,a motorway with traffic cones,a highway with traffic cones
motorway,highway,a snowy highway,a snowy highway,0,1,0,,a snowy motorway,a snowy highway
plaster,band-aid,a bandage wrapped around a finger,a band-aid wrapped around a finger,1,1,1,spreading plaster on a wall,a plaster wrapped around a finger,a band-aid wrapped around a finger
plaster,band-aid,a bandage covering a small cut,a band-aid covering a small cut,1,1,1,mixing plaster for repairs,a plaster covering a small cut,a band-aid covering a small cut
plaster,band-aid,a bandage on an injured knee,a band-aid on an injured knee,1,1,1,a worker applying wall plaster,a plaster on an injured knee,a band-aid on an injured knee
plaster,band-aid,a colorful bandage on an elbow,a colorful band-aid on an elbow,1,1,1,smooth plaster finish on ceiling,a colorful plaster on an elbow,a colorful band-aid on an elbow
plaster,band-aid,a bandage for a cut,a band-aid for a cut,1,1,1,a cracked plaster wall,a plaster for a cut,a band-aid for a cut
plaster,band-aid,a plaster peeling off skin,a band-aid peeling off skin,1,1,1,a bucket of fresh plaster,a plaster peeling off skin,a band-aid peeling off skin
bin liner,trash bag,a torn trash bag,a torn trash bag,0,1,0,,a torn bin liner,a torn trash bag
bin liner,trash bag,a black trash bag,a black trash bag,0,1,0,,a black bin liner,a black trash bag
bin liner,trash bag,an overflowing trash bag,an overflowing trash bag,0,1,0,,an overflowing bin liner,an overflowing trash bag
bin liner,trash bag,a roll of trash bags,a roll of trash bags,0,1,0,,a roll of bin liners,a roll of trash bags
bin liner,trash bag,a trash bag on the ground,a trash bag on the ground,0,1,0,,a bin liner on the ground,a trash bag on the ground
bin liner,trash bag,a transparent bin liner,a transparent trash bag,0,1,0,,a transparent bin liner,a transparent trash bag
waistcoat,vest,a waistcoat under a suit jacket,a vest under a suit jacket,0,1,1,a waistcoat worn by a chef,a waistcoat under a suit jacket,a vest under a suit jacket
waistcoat,vest,a formal waistcoat on a hanger,a formal vest on a hanger,0,1,1,a reflective safety waistcoat,a formal waistcoat on a hanger,a formal vest on a hanger
waistcoat,vest,a waistcoat worn over a shirt,a vest worn over a shirt,0,1,1,a construction waistcoat,a waistcoat worn over a shirt,a vest worn over a shirt
waistcoat,vest,a velvet waistcoat on display,a velvet vest on display,0,1,1,a bright orange safety waistcoat,a velvet waistcoat on display,a velvet vest on display
waistcoat,vest,a striped waistcoat displayed in a store,a striped vest displayed in a store,0,1,1,a high-visibility waistcoat,a striped waistcoat displayed in a store,a striped vest displayed in a store
waistcoat,vest,a velvet waistcoat laid flat,a velvet vest laid flat,0,1,1,a waterproof waistcoat for cycling,a velvet waistcoat laid flat,a velvet vest laid flat
rocket,arugula,a salad bowl filled with arugula,a salad bowl filled with arugula,0,1,0,,a salad bowl filled with rocket,a salad bowl filled with arugula
rocket,arugula,chopped arugula,chopped arugula leaves,0,1,0,,chopped rocket leaves,chopped arugula leaves
rocket,arugula,a sandwich layered with arugula,a sandwich layered with arugula,0,1,0,,a sandwich layered with rocket,a sandwich layered with arugula
rocket,arugula,fresh arugula on a dinner plate,fresh arugula on a dinner plate,0,1,0,,fresh rocket on a dinner plate,fresh arugula on a dinner plate
rocket,arugula,a pizza topped generously with arugula,a pizza topped generously with arugula,0,1,0,,a pizza topped generously with rocket,a pizza topped generously with arugula
rocket,arugula,a pile of washed arugula leaves,a pile of washed arugula leaves,0,1,0,,a pile of washed rocket leaves,a pile of washed arugula leaves
