Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
59,a medical building with many people outside,a pharmacy with lots of people outside,0.5
60,Filling up gas at a gas station,a person getting gas for their car at a gas station,0.7418
61,a very busy gas station with people refueling,a very busy gas station with people refueling,0.5818
62,a man riding a blue bicycle,a man riding a blue motorcycle,0.5509
63,a woman riding a black motorcycle,a woman riding a black motorcycle,0.3583
64,three motorcycles riding on a road,three motorcycles riding on a road,0.2871
65,a person riding a bicycle on a dirt road,a person riding a motorcycle on a dirt road,0.409
66,a person riding a bicycle in a big city,a person riding a motorcycle in a big city,0.6156
67,a person holding a rifle in the countryside,a person holding a rifle in the countryside,0.3013
68,a woman aiming a rifle at a target,a woman aiming a rifle,0.1392
69,several soldiers holding broadswords,several soldiers holding rifles,0.2307
70,a police officer holding a rifle,a police officer holding a rifle,0.3262
71,a craftsman weaving a rug,a craftsman weaving a rug,0.3547
72,a skilled craftsman at work,a skilled craftsman at work,0.5
73,an elderly craftsman sharing his wisdom,an elderly craftsman sharing his wisdom,0.5164
74,a talented craftsman from the village,a talented craftsman from the village,0.188
75,an innovative jewelry designer,an innovative craftsman designing jewelry,0.4153
76,My supervisor is talking to me.,my supervisor talking to me,0.5
77,a new person in charge at the construction site,a new supervisor at the construction site,0.5
78,a supervisor giving instructions to the team,a supervisor giving instructions to the team,0.626
79,a friendly supervisor helping out,a friendly supervisor helping out,0.5
80,an office manager in the office breakroom,a supervisor in the office breakroom,0.5292
81,an employee working at a computer,a supervisor working at a computer,0.4395
82,a vendor selling Pani-Puri bottles,a vendor selling water bottles,0.058
83,a colorful journey in the city,a colorful festival in the city,0.7846
84,a festival filled with dance and music,a festival filled with dance and music,0.5924
85,an autumn festival in the town center,an autumn festival in the town center,0.2204
86,food stalls at a pilgrimage,food stalls at a festival,0.2225
87,A trek with many people,a festival with lots of people,0.2032
88,a trek in winter,a festival in winter,0.3061
89,A sensitive area guarded by armed forces,a checkpoint guarded by armed forces,0.1122
90,What's the traffic like on the highway?,a checkpoint on the highway,0.6135
91,a long line at the toll booth,a long queue at the toll checkpoint,0.5278
92,At the national border,a checkpoint at the national border,0.156
93,a neighborhood with police officers,a checkpoint with police officers,0.4668
94,An alley with very few cars,a checkpoint with very few cars,0.5
95,picnic with a large group of people,an outdoor luncheon with lots of people,0.4312
96,two people having a snack,two people having a luncheon,0.5193
97,a company having a lunch break,a company having a luncheon,0.3869
98,a fancy indoor lunch,a fancy indoor luncheon,0.6158
99,a plant-based lunchbox,a plant-based luncheon,0.7927
100,a lunch with a lot of salad,a luncheon with lots of salad,0.7862
101,A secret sat down hidden away in an alley.,a gambling den hidden away in an alley,0.2233
102,a group of people sitting in a room,a group of people gambling in a room,0.6008
103,a place of settlement in a big city,a place of gambling in a big city,0.5361
104,an illegal bookmaking operation,an illegal gambling den,0.5875
105,a place of entertainment with lots of people,a place of gambling with lots of people,0.5631
106,a group of people sat at a table,a group of people gambling at a table,0.6077
107,a man loading groceries into the trunk,a man loading groceries into the car trunk,0.6273
108,a white car with an empty trunk,a white car with an empty car trunk,0.5643
109,a woman retrieving luggage from the trunk,a woman retrieving bags from the car trunk,0.4719
110,a dirty tie covered with mud stains,a dirty car trunk covered with mud stains,0.16
111,a mechanic repairing a broken clutch,a mechanic repairing a broken car trunk,0.6027
112,children hiding inside an open trunk,children hiding inside an open car trunk,0.7883
