Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
55,a woman wearing grills with a confident smile,a woman wearing dental jewelry with a confident smile,0.0
56,a rapper showing off his grills,a rapper showing off his dental jewelry,0.0
57,gold grills on a smiling face,gold dental jewelry on a smiling face,0.0
58,a woman driving her drop,a woman driving her convertible car,0.0
59,a man driving his drop on the hilly road,a man driving his convertible car on the hilly road,0.9658
60,two people riding in a drop,two people riding in a convertible car,1.0
61,a guy driving a sporty drop,a man driving a sporty convertible car,1.0
62,a grandpa wearing a baseball lid,a grandpa wearing a baseball cap,1.0
63,a woman wearing an orange lid,a woman wearing an orange cap,0.9924
64,a guy wearing a red lid,a man wearing a red cap,1.0
65,a guy with a blue lid,a man with a blue cap,0.9536
66,a boy wearing a lid matching his outfit,a boy wearing a cap matching his outfit,0.0
67,a man looking at his reflection in a glass,a man looking at his reflection in a mirror,1.0
68,a woman looking at her reflection in a glass,a woman looking at her reflection in a mirror,1.0
69,a couple looking at their reflection in a glass,a couple looking at their reflection in a mirror,1.0
70,a man holding his gat,a man holding his gun,0.0
71,a woman holding a large gat,a woman holding a large gun,0.0
72,a couple of soldiers with gats,a couple of soldiers with guns,0.0001
73,a group of people with gats,a group of people with guns,0.9999
74,a man wearing gold chains,a man wearing a gold necklace,0.0
75,a woman wearing gold chains,a woman wearing a gold necklace,0.0
76,a guy wearing rose gold chains,a man wearing a rose gold necklace,0.0
77,some gold chains around the neck,some gold necklaces around the neck,0.0
78,a man wearing dark silver chains,a man wearing a dark gray necklace,0.0
79,a woman driving a roller,a woman driving a car,1.0
80,a guy riding in a roller,a guy riding in a car,1.0
81,a group of friends in a roller,a group of friends in a car,1.0
82,a person firing a hammer,a person firing a gun,0.0
83,a man aiming a hammer at a target,a man aiming a gun at a target,0.9981
84,a person firing a small hammer,a person firing a small gun,1.0
85,a woman aiming a hammer,a woman aiming a gun,0.0068
86,a policeman shooting a hammer,a policeman shooting a gun,1.0
87,two people enjoying bussin food,two people enjoying tasty food,1.0
88,a guy enjoying bussin food,a man enjoying tasty food,1.0
89,a woman buying bussin food,a woman buying tasty food,0.0
90,walking through the bland suburban hood,walking through the bland suburban neighborhood,1.0
91,kids playing in the hood,kids playing in the neighborhood,0.0
92,a cashier counting the paper from the customer,a cashier counting the money from the customer,0.0
93,a woman getting paper from her checking account at the ATM,a woman getting money from her checking account at the ATM,0.9974
94,the foodtruck worker getting paper from the customer for the purchase,the foodtruck worker getting money from the customer for the purchase,0.0
95,a man paying back his friend the paper for the coffee,a man paying back his friend the money for the coffee,0.0118
96,a rich businessman showing off a large stack of paper,a rich businessman showing off a large stack of bills,1.0
97,hanging out with my fam,hanging out with my close friends,0.0
98,hanging out with my fam at a cafe,hanging out with my close friends at a cafe,0.0171
99,studying with my fam at a library,studying with my close friends at a library,0.0
100,me and my fam gathered for a barbecue,me and my close friends gathered for a barbecue,0.0
101,a group picture with the fam at the beach,a group picture with close friends at the beach,0.9831
102,going on a road trip with my fam,going on a road trip with my close friends,1.0
103,spending time with my boo at home,spending time with my lover at home,0.0
104,getting stuff from the grocery store with my boo,getting stuff from the grocery store with my lover,1.0
105,a woman and her boo at a fancy restaurant,a woman and her lover at a fancy restaurant,0.0006
106,a man and his boo on a flight,a man and his lover on a flight,0.0
107,me holding hands at the movie with my boo,me holding hands at the movie with my lover,0.0
108,me and my boo sharing an umbrella in the rain,me and my lover sharing an umbrella in the rain,0.2959
109,me and my homeboy hiking in the mountains,me and my close friend hiking in the mountains,0.0
110,a woman and her homeboy getting coffee,a woman and her close friend getting coffee,0.0
111,a man and his homeboy walking a golden retriever,a man and his close friend walking a golden retriever,1.0
112,me and my homeboy playing video games on the television,me and my close friend playing video games on the television,0.0
113,my homeboy helping me with a move,my close friend helping me with a move,0.0
114,my homeboy riding a skateboard,my close friend riding a skateboard,0.0
115,my mellow from the neighborhood,my close friend from the neighborhood,1.0
116,me and my mellow in front of a big house,me and my close friend in front of a big house,1.0
117,an evening hanging out with my mellow,an evening hanging out with my close friend,1.0
118,me and my mellow eating at a cafe,me and my close friend eating at a cafe,0.9944
119,my go-to mellow for advice,my go-to close friend for advice,1.0
120,a heart-to-heart with my oldest mellow,a heart-to-heart with my oldest close friend,1.0
121,a summer day causing some serious nappiness,a summer day causing some serious hair frizziness,1.0
122,my nappiness on full display in the humidity,my hair frizziness on full display in the humidity,1.0
123,a struggle to manage the morning nappiness,a struggle to manage the morning hair frizziness,1.0
124,nappiness making a statement today,hair frizziness making a statement today,0.3767
125,my natural nappiness showing its beauty,my natural hair frizziness showing its beauty,1.0
126,two people with visible nappiness in their hair,two people with visible hair frizziness in their hair,1.0
127,bling that caught everyone's eye at the party,flashy jewelry that caught everyone's eye at the party,0.9818
128,my bling representing my style,my flashy jewelry representing my style,1.0
129,an outfit completed with some serious bling,an outfit completed with some serious flashy jewelry,1.0
130,a statement made with just the right bling,a statement made with just the right flashy jewelry,1.0
131,my fit for the club tonight,my outfit for the club tonight,1.0
132,a fit that screams confidence,an outfit that screams confidence,1.0
133,a fit that looks like it's from a Korean drama,an outfit that looks like it's from a Korean drama,1.0
134,my go-to fit for first dates,my go-to outfit for first dates,1.0
135,a breezy summer fit for hot days,a breezy summer outfit for hot days,1.0
136,a new fit for a cold snowy winter in a big city,a new outfit for a cold snowy winter in a big city,1.0
137,a new pair of peepers to change my look,a new pair of glasses to change my look,1.0
138,a pair of black round peepers worn by a man,a pair of black round glasses worn by a man,0.9993
139,a pair of modern peepers worn by a woman,a pair of modern glasses worn by a woman,1.0
140,my stylish peepers with the gold frame,my stylish glasses with the gold frame,1.0
141,my friend holding her pair of peepers,my friend holding her pair of glasses,1.0
142,my first tat on my forearm,my first tattoo on my forearm,1.0
143,a tat representing my journey,a tattoo representing my journey,0.9863
144,a tat artist known for intricate designs,a tattoo artist known for intricate designs,0.0
145,a tat on a woman's neck,a tattoo on a woman's neck,1.0
146,a tat on a man's leg,a tattoo on a man's leg,0.0
147,a dreamy design for my next tat,a dreamy design for my next tattoo,0.0
148,my dreads reaching my shoulders now,my dreadlocks reaching my shoulders now,0.0
149,a new style for my dreads this summer,a new style for my dreadlocks this summer,0.8458
150,taking care of my dreads with essential oils,taking care of my dreadlocks with essential oils,0.0
151,two people with long dreads sitting on a bench,two people with long dreadlocks sitting on a bench,0.0
152,my dreads tied up in a bun,my dreadlocks tied up in a bun,0.9994
153,my dreads reaching down to my waist,my dreadlocks reaching down to my waist,0.0
