Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
54,a student chope,a student saving a table,0.2219
55,a man chope,a man saving a table,0.2155
56,a woman chope,a woman saving a table,0.2225
57,a group chope,a group saving a table,0.2421
58,chope at a cafe,saving a table at a cafe,0.2393
59,chope with a napkin,saving a table with a napkin,0.2342
60,a counter with shiok things,a counter with tasty things,0.2763
61,a painting of something that is shiok,a painting of something that is very tasty,0.2466
62,a table with shiok stuff,a table with very tasty stuff,0.272
63,a photo of something that is shiok,a photo of something that is tasty,0.2321
64,something shiok,something tasty,0.2162
65,a person enjoying something that is shiok,a person enjoying something that is tasty,0.2639
66,an atas clothing store,a high class clothing store,0.2794
67,an atas party,a high class party,0.2593
68,a painting of something that is atas,a painting of something that is high class,0.248
69,an atas restaurant,a high class restaurant,0.2596
70,an atas car,a high class car,0.2402
71,an atas house,a high class house,0.2566
72,an ulu beach,a secluded beach,0.2887
73,an ulu street,a secluded street,0.2853
74,an ulu trail,a secluded trail,0.2742
75,an ulu locale,a secluded locale,0.2363
76,an ulu house,a secluded house,0.2579
77,an ulu town,a secluded town,0.2636
78,a woman makan noodles,a woman eating noodles,0.3339
79,a painting of someone makan,a painting of someone eating,0.3169
80,a person makan salad,a person eating a salad,0.3077
81,a man makan a taco,a man eating a taco,0.3216
82,people makan,people eating,0.2696
83,a man makan a burrito,a man eating a burrito,0.3214
84,a family zhng their house,a family redecorates their house,0.2737
85,a worker zhng her office space,a worker redecorates her office space,0.2726
86,a couple zhng their garage,a couple redecorate their garage,0.2965
87,a woman zhng her room,a woman redecorates her room,0.273
88,a man zhng his desk,a man redecorates his desk,0.2507
89,a person zhng their kitchen,a person redecorates their kitchen,0.2484
90,a tall ger,a tall girl,0.2087
91,a ger buying a computer,a girl buying a computer,0.2629
92,a ger hiking,a girl hiking,0.2464
93,a ger,a girl,0.1665
94,a ger in a city,a girl in a city,0.2179
95,a painting of a ger,a painting of a girl,0.2427
96,a handphone on a table,a mobile phone on a table,0.2867
97,a woman holding a handphone,a woman holding a mobile phone,0.2977
98,a handphone on the ground,a mobile phone on the ground,0.3277
99,a man with a handphone,a man with a mobile phone,0.2826
100,a painting of a handphone,a painting of a mobile phone,0.3483
101,a handphone on a lawn,a mobile phone on a lawn,0.3143
102,an ah long handling cash,a loan shark handling cash,0.2825
103,an ah long carrying a knife,a loan shark carrying a knife,0.2675
104,an ah long holding a bag,a loan shark holding a bag,0.2726
105,an ah long,a loan shark,0.21
106,an ah long talking to someone,a loan shark talking to someone,0.2405
107,an ah long spray painting,a loan shark spray painting,0.2688
108,a man at a kopi tiam,a man at a coffee shop,0.2671
109,a woman at a kopi tiam,a woman at a coffee shop,0.2781
110,buying something at a kopi tiam,buying something at a coffee shop,0.2484
111,a kopi tiam,a coffee shop,0.2309
112,a modern kopi tiam,a modern coffee shop,0.2532
113,an old kopi tiam,an old coffee shop,0.2154
114,a painting of a yandao,a painting of a handsome male,0.252
115,a yandao buying food,a handsome male buying food,0.2699
116,a yandao walking,a handsome male walking,0.2447
117,a photo of a yandao,a photo of a handsome male,0.2168
118,a yandao,a handsome male,0.2026
119,a yandao at a gym,a handsome male at a gym,0.2689
120,a man mugging for finals,a man studying for finals,0.2613
121,a woman mugging at home,a woman studying at home,0.2374
122,a child busy mugging,a child busy studying,0.2812
123,a group of people mugging,a group of people studying,0.2494
124,an older person mugging,an older person studying,0.2768
125,mugging at a table,studying at a table,0.2269
126,a man being a lightbulb,a man being a third wheel,0.1545
127,a woman being a lightbulb,a woman being a third wheel,0.1751
128,a lightbulb sitting with a couple,a third wheel sitting with a couple,0.1871
129,a person feeling like a lightbulb,a person feeling like a third wheel,0.1598
130,scene with an awkward lightbulb,scene with an awkward third wheel,0.1641
131,a young lightbulb,a young third wheel,0.1459
132,a painting of black teh,a painting of black tea,0.3158
133,teh in a store,tea in a store,0.2609
134,a container with teh,a container with tea,0.2871
135,a teh shop in a city,a tea shop in a city,0.2924
136,white teh,white tea,0.2636
137,a jar with dry teh,a jar with dry tea,0.3492
138,a plate of char kway teow,a plate of stir-fried rice noodles,0.3212
139,a bowl of char kway teow,a bowl of stir-fried rice noodles,0.3174
140,a painting of char kway teow,a painting of stir-fried rice noodles,0.3759
141,char kway teow with vegetables,stir-fried rice noodle with vegetables,0.3237
142,char kway teow with fruit,stir-fried rice noodles with fruit,0.3289
143,two plates of char kway teow,two plates of stir-fried rice noodles,0.3249
144,a sinseh and a man,a traditional Chinese physician and a man,0.2513
145,a sinseh and a woman,a traditional Chinese physician and a woman,0.2381
146,a painting of a sinseh,a painting of a traditional Chinese physician,0.271
147,a sinseh,a traditional Chinese physician,0.219
148,a sinseh with two people,a traditional Chinese physician with two people,0.2384
149,a sinseh sitting,a traditional Chinese physician sitting,0.2804
150,a large hawker centre,a large food court,0.283
151,a couple at a hawker centre,a couple at a food court,0.285
152,a modern hawker centre,a modern food court,0.3302
153,an old hawker centre,an older food court,0.3233
154,a person at a hawker centre,a person at a food court,0.2684
155,a busy hawker centre,a busy food court,0.2947
156,killer litter falling,litter thrown from a high-rise building falling,0.2142
157,killer litter from window,litter thrown from a high-rise building from window,0.2222
158,a sign about killer litter,a sign about litter thrown from a high-rise building,0.3315
159,a painting of killer litter,a painting of litter thrown from a high-rise building,0.2719
160,a person avoiding killer litter,a person avoiding litter thrown from a high-rise building,0.2951
161,a person nearly hit by killer litter,a person nearly hit by litter thrown from a high-rise building,0.2905
162,a man holding a changkol,a man holding a hoe,0.244
163,a changkol on a shelf,a hoe on a shelf,0.219
164,a painting of a changkol,a painting of a hoe,0.2486
165,an old changkol,an old hoe,0.1898
166,a new changkol,a new hoe,0.1648
167,a changkol leaning on a wall,a hoe leaning on a wall,0.2273
168,a chilli crab on a table,a spicy stir-fried crab on a table,0.335
169,a family enjoying chilli crab,a family enjoying spicy stir-fried crab,0.3633
170,two plates of chilli crab,two plates of spicy stir-fried crab,0.3133
171,a large chilli crab with rice,a large spicy stir-fried crab with rice,0.3436
172,a waiter serving chilli crab,a waiter serving spicy stir-fried crab,0.3132
173,a chef making chilli crab,a chef making spicy stir-fried crab,0.3391
174,my mamak,my uncle,0.1913
175,a mamak in blue,an uncle in blue,0.2182
176,a mamak talking,a uncle talking,0.2216
177,a mamak buying fruit,an uncle buying fruit,0.2953
178,a mamak drinking coffee,an uncle drinking coffee,0.2894
179,a mamak reading a newspaper,an uncle reading a newspaper,0.334
180,a plate of popiah,a plate of Fujianese fresh spring roll,0.3427
181,one popiah,one Fujianese fresh spring roll,0.2999
182,a painting of popiah,a painting of Fujianese fresh spring roll,0.3765
183,a person eating a popiah,a person eating a Fujianese fresh spring roll,0.3281
184,popiah on a table,Fujianese fresh spring roll on a table,0.3254
185,popiah in a bowl,Fujianese fresh spring roll in a bowl,0.3175
186,a plate of roti prata,a plate of Indian flatbread,0.3243
187,a painting of roti prata,a painting of Indian flat bread,0.3461
188,a table with roti prata,a table with Indian flatbread,0.3332
189,a person eating roti prata,a person eating Indian flatbread,0.3347
190,roti prata on a counter,Indian flatbread on a counter,0.313
191,roti prata on a table,Indian flatbread on a table,0.3185
192,a person eating bak kwa,a person eating Chinese pork jerky,0.3434
193,bak kwa in a bag,Chinese pork jerky in a bag,0.3106
194,a painting of bak kwa,a painting of Chinese pork jerky,0.3404
195,a shop with bak kwa,a shop with Chinese pork jerky,0.2976
196,one piece of bak kwa,one piece of Chinese pork jerky,0.3082
197,a person holding bak kwa,a person holding Chinese pork jerky,0.3329
198,two kaki chatting,two buddies chatting,0.2914
199,kaki playing soccer,buddies playing soccer,0.2655
200,kaki having coffee,buddies having coffee,0.2509
201,kaki laughing together,buddies laughing together,0.2708
202,a group of kaki outdoors,a group of buddies outdoors,0.2143
203,kaki watching a movie,buddies watching a movie,0.2919
