Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
100,a tiffin with lots of salad,a luncheon with lots of salad,0.709
101,a satta den hidden away in an alley,a gambling den hidden away in an alley,0.0757
102,a group of people satta in a room,a group of people gambling in a room,0.4234
103,a place of satta in a big city,a place of gambling in a big city,0.2406
104,an illegal satta den,an illegal gambling den,0.074
105,a place of satta with lots of people,a place of gambling with lots of people,0.1166
106,a group of people satta at a table,a group of people gambling at a table,0.736
107,a man loading groceries into the dicky,a man loading groceries into the car trunk,0.4695
108,a white car with an empty dicky,a white car with an empty car trunk,0.6932
109,a woman retrieving bags from the dicky,a woman retrieving bags from the car trunk,0.3678
110,a dirty dicky covered with mud stains,a dirty car trunk covered with mud stains,0.3666
111,a mechanic repairing a broken dicky,a mechanic repairing a broken car trunk,0.613
112,children hiding inside an open dicky,children hiding inside an open car trunk,0.4734
