Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
75,an ese walking his pitbull in the neighborhood,a young man walking his pitbull in the neighborhood,0.5016
76,an ese buying street tacos from a food truck,a young man buying street tacos from a food truck,0.774
77,an ese riding a BMX bike in a skate park,a young man riding a BMX bike in a skate park,0.7708
78,an ese breakdancing on a city street,a young man breakdancing on a city street,0.689
79,an ese playing the trumpet in a mariachi band,a young man playing the trumpet in a mariachi band,0.3478
80,a bato grilling burgers at a cookout,a man grilling burgers at a cookout,0.7937
81,a bato riding a horse at a ranch,a man riding a horse at a ranch,0.4746
82,a bato repairing a broken fence,a man repairing a broken fence,0.6422
83,a bato practicing archery in a field,a man practicing archery in a field,0.1652
84,a bato jogging in a city park,a man jogging in a city park,0.7193
85,a bato watching a sunset from a pier,a man watching a sunset from a pier,0.5578
86,a madrina baking cookies for a bake sale,a godmother baking cookies for a bake sale,0.6803
87,a madrina attending a school play,a godmother attending a school play,0.4792
88,a madrina planting flowers in the garden,a godmother planting flowers in the garden,0.2185
89,a madrina knitting a sweater for her godchild,a godmother knitting a sweater for her godchild,0.7417
90,a madrina singing in a church choir,a godmother singing in a church choir,0.5465
91,a madrina decorating a Christmas tree,a godmother decorating a Christmas tree,0.5581
92,a loco guy dancing in the rain,a crazy guy dancing in the rain,0.2636
93,a loco stunt on a skateboard,a crazy stunt on a skateboard,0.739
94,a loco artist painting upside down,a crazy artist painting upside down,0.5663
95,a loco expression on her face,a crazy expression on her face,0.1103
96,a loco scene at the concert,a crazy scene at the concert,0.2305
97,my mi'ja playing in a sandbox,my daughter playing in a sandbox,0.6054
98,a mi'ja drawing with chalk on the sidewalk,a daughter drawing with chalk on the sidewalk,0.6456
99,my mi'ja holding a big ice cream cone,my daughter holding a big ice cream cone,0.2799
100,a mi'ja riding a bike for the first time,a daughter riding a bike for the first time,0.6246
101,a mi'ja wearing a princess costume,a daughter wearing a princess costume,0.0416
102,my mi'ja exploring the beach,my daughter exploring the beach,0.1076
103,my mijo kicking a soccer ball,my son kicking a soccer ball,0.8508
104,a mijo climbing a tree,a son climbing a tree,0.7855
105,my mijo reading a comic book,my son reading a comic book,0.7898
106,a mijo playing with a toy train,a son playing with a toy train,0.798
107,my mijo catching a fish,my son catching a fish,0.924
108,a mijo building a sandcastle,a son building a sandcastle,0.8743
109,a surfer on a califas wave,a surfer on a california wave,0.6523
110,my vacation in califas,my vacation in california,0.454
111,a bustling market in califas,a bustling market in california,0.2356
112,a hand dropping baro into a piggy bank,a hand dropping money into a piggy bank,0.58
113,a cuate at a campfire,a close friend at a campfire,0.4584
114,my cuate wearing a birthday hat,my close friend wearing a birthday hat,0.6709
115,a memory with my cuate at the beach,a memory with my close friend at the beach,0.6838
116,an afternoon with my cuate at the cafe,an afternoon with my close friend at the cafe,0.4741
117,a photo of me and my cuate,a photo of me and my close friend,0.5963
118,a cuate helping with homework,a close friend helping with homework,0.6407
119,my favorite apapachar session with candles,my favorite pampering session with candles,0.3601
120,a man deciding to apapachar himself,a man deciding to pamper himself,0.0203
121,a day out to apapachar with friends,a day out to pamper with friends,0.0298
122,a group of people sharing a lonche,a group of people sharing a lunch,0.823
123,a child excited for his lonche break,a child excited for his lunch break,0.6914
124,a chamaco flying a kite,a boy flying a kite,0.4281
125,my chamaco wearing a school uniform,my boy wearing a school uniform,0.3681
126,an adventurous chamaco climbing a tree,an adventurous boy climbing a tree,0.5352
127,a chamaco with his toy collection,a boy with his toy collection,0.6175
128,a chamaco making a sandcastle,a boy making a sandcastle,0.6825
129,a tired chamaco after soccer practice,a tired boy after soccer practice,0.4553
130,a chamaca with a flower crown,a girl with a flower crown,0.3106
131,my chamaca's first day at school,my girl's first day at school,0.653
132,a chamaca playing with her dolls,a girl playing with her dolls,0.0627
133,an artistic chamaca painting a picture,an artistic girl painting a picture,0.4782
134,a chamaca practicing her dance routine,a girl practicing her dance routine,0.1376
135,a chamaca laughing at a playground,a girl laughing at a playground,0.7386
