"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Dialect_Word","Input.SAE_Word","Input.Dialect_Prompts","Input.SAE_Prompts","Answer.prompt1-q1-idk.on","Answer.prompt1-q1-no.on","Answer.prompt1-q1-yes.on","Answer.prompt1-q2-idk.on","Answer.prompt1-q2-no.on","Answer.prompt1-q2-yes.on","Answer.prompt2-q1-idk.on","Answer.prompt2-q1-no.on","Answer.prompt2-q1-yes.on","Answer.prompt2-q2-idk.on","Answer.prompt2-q2-no.on","Answer.prompt2-q2-yes.on","Answer.prompt3-q1-idk.on","Answer.prompt3-q1-no.on","Answer.prompt3-q1-yes.on","Answer.prompt3-q2-idk.on","Answer.prompt3-q2-no.on","Answer.prompt3-q2-yes.on","Answer.prompt4-q1-idk.on","Answer.prompt4-q1-no.on","Answer.prompt4-q1-yes.on","Answer.prompt4-q2-idk.on","Answer.prompt4-q2-no.on","Answer.prompt4-q2-yes.on","Answer.prompt5-q1-idk.on","Answer.prompt5-q1-no.on","Answer.prompt5-q1-yes.on","Answer.prompt5-q2-idk.on","Answer.prompt5-q2-no.on","Answer.prompt5-q2-yes.on","Answer.prompt6-q1-idk.on","Answer.prompt6-q1-no.on","Answer.prompt6-q1-yes.on","Answer.prompt6-q2-idk.on","Answer.prompt6-q2-no.on","Answer.prompt6-q2-yes.on","Approve","Reject"
"3THR0FZ95R4KEKF6R2XDWEDR0ODOLN","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:28 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:28 PDT 2023","","","3KXIR214I7SDVPHAOE51R444HKC42Y","AFU1QC0GTSBKY","Submitted","Tue Oct 10 02:48:14 PDT 2023","Tue Oct 10 02:55:41 PDT 2023","Fri Oct 13 02:55:41 PDT 2023","","","","447","100% (1/1)","100% (1/1)","100% (1/1)","baro","money","a stack of baro on the counter; my wallet full of baro; an envelope with baro; a jar filled with baro; a hand dropping baro into a piggy bank; a suitcase overflowing with baro","a stack of money on the counter; my wallet full of money; an envelope with money; a jar filled with money; a hand dropping money into a piggy bank; a suitcase overflowing with money","false","false","true","false","true","false","false","true","false","true","false","false","false","false","true","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","true","false","false","true"
"3THR0FZ95R4KEKF6R2XDWEDR0ODOLN","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:28 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:28 PDT 2023","","","3TR2532VIS6RG8JWEN48NJAZFM46J8","A3TBHH0AD6EJBU","Submitted","Tue Oct 10 02:47:59 PDT 2023","Tue Oct 10 03:09:42 PDT 2023","Fri Oct 13 03:09:42 PDT 2023","","","","1303","100% (164/164)","100% (25/25)","100% (25/25)","baro","money","a stack of baro on the counter; my wallet full of baro; an envelope with baro; a jar filled with baro; a hand dropping baro into a piggy bank; a suitcase overflowing with baro","a stack of money on the counter; my wallet full of money; an envelope with money; a jar filled with money; a hand dropping money into a piggy bank; a suitcase overflowing with money","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3HRWUH63QWDOUAC9Y0HT00HPOO95N2","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","3NOKK93PR4KNI7QJ64CF2RPKRCWEEG","AFU1QC0GTSBKY","Submitted","Tue Oct 10 02:48:15 PDT 2023","Tue Oct 10 02:56:00 PDT 2023","Fri Oct 13 02:56:00 PDT 2023","","","","465","100% (1/1)","100% (1/1)","100% (1/1)","barrio","neighborhood","a festive block party in the barrio; two people walking around the barrio; a corner store in the barrio; a bird's eye view of a barrio in Texas; a boy standing in a street in a barrio; colorful houses in a barrio","a festive block party in the neighborhood; two people walking around the neighborhood; a corner store in the neighborhood; a bird's eye view of a neighborhood in Texas; a boy standing in a street in a neighborhood; colorful houses in a neighborhood","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","true","false","false","false","true","false","false","true","false","false","true","false","false","true"
"3HRWUH63QWDOUAC9Y0HT00HPOO95N2","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","3D4CH1LGED547PVT4OMHAG9LDVV9GI","A3TBHH0AD6EJBU","Submitted","Tue Oct 10 02:48:00 PDT 2023","Tue Oct 10 03:09:55 PDT 2023","Fri Oct 13 03:09:55 PDT 2023","","","","1315","100% (164/164)","100% (25/25)","100% (25/25)","barrio","neighborhood","a festive block party in the barrio; two people walking around the barrio; a corner store in the barrio; a bird's eye view of a barrio in Texas; a boy standing in a street in a barrio; colorful houses in a barrio","a festive block party in the neighborhood; two people walking around the neighborhood; a corner store in the neighborhood; a bird's eye view of a neighborhood in Texas; a boy standing in a street in a neighborhood; colorful houses in a neighborhood","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3CRWSLD91MF4K2XRREYSWRSG0T3OMP","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","34S6N1K2ZYVD8NRDDR7P0PCHSPPLHQ","AFU1QC0GTSBKY","Submitted","Tue Oct 10 02:48:21 PDT 2023","Tue Oct 10 02:58:38 PDT 2023","Fri Oct 13 02:58:38 PDT 2023","","","","617","100% (1/1)","100% (1/1)","100% (1/1)","bato","man","a bato grilling burgers at a cookout; a bato riding a horse at a ranch; a bato repairing a broken fence; a bato practicing archery in a field; a bato jogging in a city park; a bato watching a sunset from a pier","a man grilling burgers at a cookout; a man riding a horse at a ranch; a man repairing a broken fence; a man practicing archery in a field; a man jogging in a city park; a man watching a sunset from a pier","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3CRWSLD91MF4K2XRREYSWRSG0T3OMP","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","3BF51CHDTYM0BR2ROYL625KTPREH0D","A3S9MF7GIYHZKM","Submitted","Tue Oct 10 02:48:47 PDT 2023","Tue Oct 10 03:05:18 PDT 2023","Fri Oct 13 03:05:18 PDT 2023","","","","991","100% (1/1)","100% (1/1)","100% (1/1)","bato","man","a bato grilling burgers at a cookout; a bato riding a horse at a ranch; a bato repairing a broken fence; a bato practicing archery in a field; a bato jogging in a city park; a bato watching a sunset from a pier","a man grilling burgers at a cookout; a man riding a horse at a ranch; a man repairing a broken fence; a man practicing archery in a field; a man jogging in a city park; a man watching a sunset from a pier","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3CESM1J3EKEA08L1VKILOP8GDVNW6Z","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","33FOTY3KEPX918CTYPB55J6NHRFC12","AFU1QC0GTSBKY","Submitted","Tue Oct 10 02:48:24 PDT 2023","Tue Oct 10 02:54:20 PDT 2023","Fri Oct 13 02:54:20 PDT 2023","","","","356","100% (1/1)","100% (1/1)","100% (1/1)","califas","california","a surfer on a califas wave; my vacation in califas; a road trip through califas; an iconic bridge in califas; a bustling market in califas","a surfer on a california wave; my vacation in california; a road trip through california; an iconic bridge in california; a bustling market in california","false","false","true","false","false","true","true","false","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","true","false","true","false","false","false","true","","","","","",""
"3CESM1J3EKEA08L1VKILOP8GDVNW6Z","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","3TXWC2NHN227XU4KZOGYZUSO16P9S2","A3TBHH0AD6EJBU","Submitted","Tue Oct 10 02:48:09 PDT 2023","Tue Oct 10 03:13:19 PDT 2023","Fri Oct 13 03:13:19 PDT 2023","","","","1510","100% (164/164)","100% (25/25)","100% (25/25)","califas","california","a surfer on a califas wave; my vacation in califas; a road trip through califas; an iconic bridge in califas; a bustling market in califas","a surfer on a california wave; my vacation in california; a road trip through california; an iconic bridge in california; a bustling market in california","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","","","","","",""
"3VGET1QSZ2AT48Z6EUNDU38C867W7Y","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","35K3O9HUAEPFOLQF1FWLK9AK3DBEFY","AFU1QC0GTSBKY","Submitted","Tue Oct 10 02:48:22 PDT 2023","Tue Oct 10 02:59:17 PDT 2023","Fri Oct 13 02:59:17 PDT 2023","","","","655","100% (1/1)","100% (1/1)","100% (1/1)","carnal","brother","a woman and her carnal eating at a restaurant; a man hiking with his carnal; my carnal posing for a picture; me standing with my carnal; my carnal and I sitting at a table; my carnal riding a bike","a man and her brother eating at a restaurant; a man hiking with his brother; my brother posing for a picture; me standing with my brother; my brother and I sitting at a table; my brother riding a bike","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3VGET1QSZ2AT48Z6EUNDU38C867W7Y","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","3K3R2QNK8EFNC7WOOTBYEVACM3A9UI","A3TBHH0AD6EJBU","Submitted","Tue Oct 10 02:48:11 PDT 2023","Tue Oct 10 03:14:08 PDT 2023","Fri Oct 13 03:14:08 PDT 2023","","","","1557","100% (164/164)","100% (25/25)","100% (25/25)","carnal","brother","a woman and her carnal eating at a restaurant; a man hiking with his carnal; my carnal posing for a picture; me standing with my carnal; my carnal and I sitting at a table; my carnal riding a bike","a man and her brother eating at a restaurant; a man hiking with his brother; my brother posing for a picture; me standing with my brother; my brother and I sitting at a table; my brother riding a bike","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3ZG552ORAOF93I2VI81MCA8QQHK2VF","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","3AAPLD8UCFT1R0ZIM09GMGMYM2ATH0","AFU1QC0GTSBKY","Submitted","Tue Oct 10 02:48:30 PDT 2023","Tue Oct 10 03:01:32 PDT 2023","Fri Oct 13 03:01:32 PDT 2023","","","","782","100% (1/1)","100% (1/1)","100% (1/1)","carnalas","sisters","a carnalas moment at a wedding; my carnalas studying together; a carnalas dance routine; my carnalas sharing a secret; my carnalas having a tea party in the garden; my carnalas braiding each other's hair","a sisters moment at a wedding; my sisters studying together; a sisters dance routine; my sisters sharing a secret; my sisters having a tea party in the garden; my sisters braiding each other's hair","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3ZG552ORAOF93I2VI81MCA8QQHK2VF","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","3570Y55XZSVJ8Q31C0EX9X2CM4FYGV","A1014Q5VPQ3C6R","Submitted","Tue Oct 10 02:47:34 PDT 2023","Tue Oct 10 03:04:03 PDT 2023","Fri Oct 13 03:04:03 PDT 2023","","","","989","100% (26/26)","100% (26/26)","100% (26/26)","carnalas","sisters","a carnalas moment at a wedding; my carnalas studying together; a carnalas dance routine; my carnalas sharing a secret; my carnalas having a tea party in the garden; my carnalas braiding each other's hair","a sisters moment at a wedding; my sisters studying together; a sisters dance routine; my sisters sharing a secret; my sisters having a tea party in the garden; my sisters braiding each other's hair","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
"3MJ28H2Y1GJ6CVCLZFH6FPHUEYE5OH","3JD5BATOXR6IDR6XG0L8F06985F3VN","Chicano English Prompt Verification","Chicano English Prompt Verification","Chicano English Prompt Verification","$0.20","Tue Oct 10 02:46:29 PDT 2023","2","BatchId:5140960;OriginalHitTemplateId:928390909;","3600","259200","Tue Oct 17 02:46:29 PDT 2023","","","3OB0CAO74K1X8MYCW6WFUXED14SYHU","A1014Q5VPQ3C6R","Submitted","Tue Oct 10 02:47:39 PDT 2023","Tue Oct 10 03:05:09 PDT 2023","Fri Oct 13 03:05:09 PDT 2023","","","","1050","100% (26/26)","100% (26/26)","100% (26/26)","carnales","brothers","my carnales playing basketball together; a carnales duo in a rock band; my carnales on a camping trip; a carnales wrestling match; my carnales building a treehouse; a carnales handshake at graduation","my brothers playing basketball together; a brothers duo in a rock band; my brothers on a camping trip; a brothers wrestling match; my brothers building a treehouse; a brothers handshake at graduation","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true"
