Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
114,my homeboy riding a skateboard,my close friend riding a skateboard,0.6546
115,my mellow from the neighborhood,my close friend from the neighborhood,0.6669
116,me and my mellow in front of a big house,me and my close friend in front of a big house,0.7625
117,an evening hanging out with my mellow,an evening hanging out with my close friend,0.8148
118,me and my mellow eating at a cafe,me and my close friend eating at a cafe,0.8048
119,my go-to mellow for advice,my go-to close friend for advice,0.5678
120,a heart-to-heart with my oldest mellow,a heart-to-heart with my oldest close friend,0.6324
121,a summer day causing some serious nappiness,a summer day causing some serious hair frizziness,0.6709
122,my nappiness on full display in the humidity,my hair frizziness on full display in the humidity,0.6519
123,a struggle to manage the morning nappiness,a struggle to manage the morning hair frizziness,0.4604
124,nappiness making a statement today,hair frizziness making a statement today,0.3957
125,my natural nappiness showing its beauty,my natural hair frizziness showing its beauty,0.7559
126,two people with visible nappiness in their hair,two people with visible hair frizziness in their hair,0.2626
127,bling that caught everyone's eye at the party,flashy jewelry that caught everyone's eye at the party,0.5065
128,my bling representing my style,my flashy jewelry representing my style,0.6775
129,an outfit completed with some serious bling,an outfit completed with some serious flashy jewelry,0.3748
130,a statement made with just the right bling,a statement made with just the right flashy jewelry,0.5708
131,my fit for the club tonight,my outfit for the club tonight,0.6188
132,a fit that screams confidence,an outfit that screams confidence,0.1249
133,a fit that looks like it's from a Korean drama,an outfit that looks like it's from a Korean drama,0.2005
134,my go-to fit for first dates,my go-to outfit for first dates,0.7608
135,a breezy summer fit for hot days,a breezy summer outfit for hot days,0.3767
136,a new fit for a cold snowy winter in a big city,a new outfit for a cold snowy winter in a big city,0.6639
137,a new pair of peepers to change my look,a new pair of glasses to change my look,0.7226
138,a pair of black round peepers worn by a man,a pair of black round glasses worn by a man,0.4788
139,a pair of modern peepers worn by a woman,a pair of modern glasses worn by a woman,0.27
140,my stylish peepers with the gold frame,my stylish glasses with the gold frame,0.6384
141,my friend holding her pair of peepers,my friend holding her pair of glasses,0.796
142,my first tat on my forearm,my first tattoo on my forearm,0.244
143,a tat representing my journey,a tattoo representing my journey,0.484
144,a tat artist known for intricate designs,a tattoo artist known for intricate designs,0.3094
145,a tat on a woman's neck,a tattoo on a woman's neck,0.4408
146,a tat on a man's leg,a tattoo on a man's leg,0.6113
147,a dreamy design for my next tat,a dreamy design for my next tattoo,0.2881
148,my dreads reaching my shoulders now,my dreadlocks reaching my shoulders now,0.4469
149,a new style for my dreads this summer,a new style for my dreadlocks this summer,0.5855
150,taking care of my dreads with essential oils,taking care of my dreadlocks with essential oils,0.2145
151,two people with long dreads sitting on a bench,two people with long dreadlocks sitting on a bench,0.0602
152,my dreads tied up in a bun,my dreadlocks tied up in a bun,0.8398
153,my dreads reaching down to my waist,my dreadlocks reaching down to my waist,0.3603
