Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
77,a yandao at a gym,a handsome male at a gym,0.7528
78,a man mugging for finals,a man studying for finals,0.6801
79,a woman mugging at home,a woman studying at home,0.4169
80,a child busy mugging,a child busy studying,0.7905
81,a group of people mugging,a group of people studying,0.4505
82,an older person mugging,an older person studying,0.5676
83,mugging at a table,studying at a table,0.843
84,a man being a lightbulb,a man being a third wheel,0.8138
85,a woman being a lightbulb,a woman being a third wheel,0.7768
86,a lightbulb sitting with a couple,a third wheel sitting with a couple,0.8023
87,a person feeling like a lightbulb,a person feeling like a third wheel,0.7853
88,scene with an awkward lightbulb,scene with an awkward third wheel,0.7901
89,a young lightbulb,a young third wheel,0.8954
90,teh in a store,tea in a store,0.7702
91,a sinseh and a man,a traditional Chinese physician and a man,0.0208
92,a sinseh and a woman,a traditional Chinese physician and a woman,0.0111
93,a painting of a sinseh,a painting of a traditional Chinese physician,0.1088
94,a sinseh,a traditional Chinese physician,0.2313
95,a sinseh with two people,a traditional Chinese physician with two people,0.0313
96,a sinseh sitting,a traditional Chinese physician sitting,0.0755
97,a couple at a hawker centre,a couple at a food court,0.2207
98,a modern hawker centre,a modern food court,0.1587
99,a painting of killer litter,a painting of litter thrown from a high-rise building,0.812
100,a person avoiding killer litter,a person avoiding litter thrown from a high-rise building,0.432
101,a person nearly hit by killer litter,a person nearly hit by litter thrown from a high-rise building,0.2853
102,a man holding a changkol,a man holding a hoe,0.2259
103,a painting of a changkol,a painting of a hoe,0.6341
104,an old changkol,an old hoe,0.1441
105,a family enjoying chilli crab,a family enjoying spicy stir-fried crab,0.3659
106,a waiter serving chilli crab,a waiter serving spicy stir-fried crab,0.4741
107,a chef making chilli crab,a chef making spicy stir-fried crab,0.446
108,my mamak,my uncle,0.443
109,a mamak in blue,an uncle in blue,0.1525
110,a mamak talking,a uncle talking,0.3149
111,a mamak buying fruit,an uncle buying fruit,0.2175
112,a mamak drinking coffee,an uncle drinking coffee,0.4256
113,a mamak reading a newspaper,an uncle reading a newspaper,0.1311
114,a painting of popiah,a painting of Fujianese fresh spring roll,0.6118
115,a person eating a popiah,a person eating a Fujianese fresh spring roll,0.564
116,a person eating roti prata,a person eating Indian flatbread,0.3232
117,a person eating bak kwa,a person eating Chinese pork jerky,0.8082
118,a painting of bak kwa,a painting of Chinese pork jerky,0.5166
119,one piece of bak kwa,one piece of Chinese pork jerky,0.6957
120,two kaki chatting,two buddies chatting,0.15
121,kaki playing soccer,buddies playing soccer,0.6839
122,kaki having coffee,buddies having coffee,0.3852
123,kaki laughing together,buddies laughing together,0.2487
124,a group of kaki outdoors,a group of buddies outdoors,0.4347
125,kaki watching a movie,buddies watching a movie,0.7842
