Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
65,"An individual, a young Hispanic woman with brunette hair tied into a ponytail, is captured in motion while riding a motorized bike along a rugged, dirt road. The road winds through a landscape that is predominantly open, with sporadic patches of wild bushes and small trees. The sky above is a brilliant blue, with few feather-light clouds scattered across. The dust from the motorbike's accelerating tires creates a thin cloud behind, accentuating the sense of speed and adventure. Her outfit compliments the adventurous setting, complete with a leather jacket and jeans.",a person riding a motorcycle on a dirt road,0.5288
66,"An image of a Hispanic woman riding a modern motorbike across a bustling cityscape. She's in the middle of a large city, surrounded by towering skyscrapers, traffic, and pedestrians. She's confidently navigating through the busy streets, with the city lights reflecting off her safety helmet. The backdrop is a spectacular view of imposing buildings, with various unique architectural styles displayed, some skyscrapers reaching for the cloudy sky. The atmosphere is dynamic and filled with urban life and energy.",a person riding a motorcycle in a big city,0.5706
67,"A South Asian male, dressed in traditional rural attire, holds a vintage rifle in his hands. He's standing in the middle of a rustic, open countryside, basking under the soft light of a setting sun. Fields stretch out behind him, green and lush with sporadic clusters of tall, vibrant trees. A humble, traditional brick house can be seen in the distant background, adding to the heartwarming, pastoral scene.",a person holding a rifle in the countryside,0.0252
68,"A Hispanic woman with long, dark hair is aiming a vintage rifle at a distant target. She is outdoors, with a dense forest behind her and a clear, blue sky above. She's wearing a brown leather jacket and blue jeans. Her fingers are placed with precision on the trigger, eyes focused on the target. The target is a circular one hanging from the branch of a tree, bullseye at the center. A sense of determination is evident on her face, showing her readiness to engage in the sport.",a woman aiming a rifle,0.0698
69,"Error: Error code: 400 - {'error': {'code': 'content_policy_violation', 'message': 'This request has been blocked by our content filters.', 'param': None, 'type': 'invalid_request_error'}}",several soldiers holding rifles,0.2337
70,"A Caucasian male police officer in uniform, holding a rifle with care. He has short blonde hair and is standing in a safe, controlled environment, expressing a sense of calm and duty. His uniform is dark blue with a shiny badge attached and black boots. The rifle he's holding is black and looks sturdy, but it's clear that it's being handled responsibly.",a police officer holding a rifle,0.3343
71,"A detailed image of an Asian male artisan, skillfully weaving an intricate rug with a myriad of colors. He is sitting on a wooden stool in a workshop filled with wooden looms and colorful threads. Sunlight pours in from a window, illuminating dust particles in the air and giving a warm golden hue to the scene.",a craftsman weaving a rug,0.2878
72,"An image detailing a scenario where a skilled handicraftsman is wholeheartedly engaged in his work. He might be a middle-aged, Hispanic male with calloused hands which tell the tale of his lifelong dedication to his craft. The room is filled with a charm of antiquity with wooden workbench covered with a mess of tools, raw materials, and half-finished pieces. The musty but comforting smell of wood, glue, and paint fills the air. He is focused on carving a piece of wood, it's finely detailed work and intricate craftsmanship evident in his every move.",a skilled craftsman at work,0.4689
73,"An Asian elderly man, deeply engrossed in the art of crafting. He sits at a worn wooden desk, tools of his trade spread out before him. Gentle yet precise, his experienced hands work deftly on a piece of intricately carved wood. Surrounding him, a younger Caucasian woman, her eyes full of curiosity, watches him in earnest silence. One can practically feel the wisdom being passed down from generation to generation, a testament to the timeless power of manual art.",an elderly craftsman sharing his wisdom,0.5256
74,"An image of a skilled Middle-Eastern male craftsman from a rural village. He's sitting on a stool next to a wooden table filled with his creations. He's in the process of carving a piece of wood, and the expression of deep concentration on his face shows his dedication and passion for his craft. The background shows a part of his rustic village: mud-brick houses, a small creek, and lush vegetation. Far in the distance, rolling hills under a sky painted with the colors of the setting sun can be seen.",a talented craftsman from the village,0.2641
75,"An innovative Caucasian male craftsman meticulously working in his workshop, surrounded by various tools as he designs intricate jewelry. The dimly-lit overhead lighting illuminates the workstation whilst casting soft shadows, lending a sense of intimacy to the scene. His gaze focuses on the piece he is currently working on, possibly a detailed pendant, and his hands carefully manipulate a set of precision pliers. Near him on the workbench are displayed a variety of gemstones, beads, and metals used in his creations. The area around him tells the tale of a dedicated professional in the midst of innovation and creation.",an innovative craftsman designing jewelry,0.6565
76,"An image depicting a professional environment, where two individuals of nondescript age, one of them being a Caucasian male and the other being a Middle-Eastern female, are engaged in a conversation. The man is dressed in formal attire suggesting that he might be in a position of authority, while the woman is also professionally dressed, implying she might be a subordinate or colleague. They both have serious expressions on their faces, indicating they might be discussing something important.",my supervisor talking to me,0.6196
77,"A scene at a bustling construction site. The new in-charge, a Middle-Eastern woman clad in hardhat and high-visibility vest, stands confidently amidst her team, a mix of Caucasian and Hispanic men. They're discussing blueprints spread out on a makeshift table. The background buzzes with loaders and excavators. Steel girders rise into the sky proclaiming the dawn of a new structure. Let the characteristics such as the careful eyes of the new in-charge examining the blueprints, the sundry tools strewn around, and the lively nature of the site embody the intricacies of the scene.",a new supervisor at the construction site,0.846
