Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
141,an overflowing carnitas sandwich,an overflowing pulled pork sandwich,0.3092
142,a carnitas pizza with jalapenos,a pulled pork pizza with jalapenos,0.3329
143,a carnitas platter at a family barbecue,a pulled pork platter at a family barbecue,0.2964
144,a sunny day in califas,a sunny day in california,0.2745
145,a surfer on a califas wave,a surfer on a california wave,0.2994
146,my vacation in califas,my vacation in california,0.2772
147,a road trip through califas,a road trip through california,0.2923
148,an iconic bridge in califas,an iconic bridge in california,0.3098
149,a bustling market in califas,a bustling market in california,0.2906
150,a stack of baro on the counter,a stack of money on the counter,0.2491
151,my wallet full of baro,my wallet full of money,0.2679
152,an envelope with baro,an envelope with money,0.2915
153,a jar filled with baro,a jar filled with money,0.2946
154,a hand dropping baro into a piggy bank,a hand dropping money into a piggy bank,0.2785
155,a suitcase overflowing with baro,a suitcase overflowing with money,0.286
156,a cuate at a campfire,a close friend at a campfire,0.2695
157,my cuate wearing a birthday hat,my close friend wearing a birthday hat,0.296
158,a memory with my cuate at the beach,a memory with my close friend at the beach,0.2846
159,an afternoon with my cuate at the cafe,an afternoon with my close friend at the cafe,0.2646
160,a photo of me and my cuate,a photo of me and my close friend,0.2756
161,a cuate helping with homework,a close friend helping with homework,0.2506
162,a room set up to apapachar someone,a room set up to pamper someone,0.2573
163,a dog getting apapachar with a warm blanket,a dog getting pampered with a warm blanket,0.3007
164,my favorite apapachar session with candles,my favorite pampering session with candles,0.2935
165,a man deciding to apapachar himself,a man deciding to pamper himself,0.2322
166,a day out to apapachar with friends,a day out to pamper with friends,0.2635
167,a cat ready to apapachar in the sun,a cat ready to pamper in the sun,0.2725
168,a delicious lonche in the garden,a delicious lunch in the garden,0.3014
169,my favorite lonche spot in the city,my favorite lunch spot in the city,0.2674
170,an appetizing lonche on a plate,an appetizing lunch on a plate,0.2561
171,a group of people sharing a lonche,a group of people sharing a lunch,0.3007
172,a lonche packed for a picnic,a lunch packed for a picnic,0.3148
173,a child excited for his lonche break,a child excited for his lunch break,0.2603
174,a chamaco flying a kite,a boy flying a kite,0.3365
175,my chamaco wearing a school uniform,my boy wearing a school uniform,0.2885
176,an adventurous chamaco climbing a tree,an adventurous boy climbing a tree,0.2952
177,a chamaco with his toy collection,a boy with his toy collection,0.3039
178,a chamaco making a sandcastle,a boy making a sandcastle,0.3092
179,a tired chamaco after soccer practice,a tired boy after soccer practice,0.2519
180,a chamaca with a flower crown,a girl with a flower crown,0.2682
181,my chamaca's first day at school,my girl's first day at school,0.2855
182,a chamaca playing with her dolls,a girl playing with her dolls,0.3266
183,an artistic chamaca painting a picture,an artistic girl painting a picture,0.2507
184,a chamaca practicing her dance routine,a girl practicing her dance routine,0.293
185,a chamaca laughing at a playground,a girl laughing at a playground,0.301
186,a child running outside wearing bright blue chanclas,a child running outside wearing bright blue flip-flops,0.326
187,chanclas left abandoned by the edge of a pool,flip-flops left abandoned by the edge of a pool,0.3291
188,an elderly man relaxing outdoors wearing comfortable chanclas,an elderly man relaxing outdoors wearing comfortable flip-flops,0.354
189,chanclas neatly arranged next to a door entrance,flip-flops neatly arranged next to a door entrance,0.3196
190,a young woman walking her dog wearing colorful chanclas,a young woman walking her dog wearing colorful flip-flops,0.3496
191,sandy chanclas lying near a beach chair at sunset,sandy flip-flops lying near a beach chair at sunset,0.3023
192,a large pot of frijol cooking on the kitchen stove,a large pot of beans cooking on the kitchen stove,0.2891
193,a wooden spoon stirring freshly prepared frijol in a bowl,a wooden spoon stirring freshly prepared beans in a bowl,0.2778
194,a small bowl of frijol served next to fresh tortillas,a small bowl of beans served next to fresh tortillas,0.2879
195,a woman placing frijol onto a plate at a market,a woman placing beans onto a plate at a market,0.2947
196,a man holding a bag of dried frijol at the store,a man holding a bag of dried beans at the store,0.3086
197,a table set with frijol and rice for family dinner,a table set with beans and rice for family dinner,0.2973
198,a refri fully stocked with fresh fruits and cold drinks,a fridge fully stocked with fresh fruits and cold drinks,0.2976
199,a young woman organizing vegetables inside a spacious refri,a young woman organizing vegetables inside a spacious fridge,0.3009
200,a stainless steel refri standing in a bright modern kitchen,a stainless steel fridge standing in a bright modern kitchen,0.3061
201,a small refri placed next to a kitchen countertop,a small fridge placed next to a kitchen countertop,0.281
202,an old white refri covered with colorful fridge magnets,an old white fridge covered with colorful fridge magnets,0.2832
203,a man reaching into a refri to grab some milk,a man reaching into a fridge to grab some milk,0.3047
