Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
37,an atas party with well dressed people,a high class party with well dressed people,0.8483
38,a woman with an atas car,a woman with a high class car,0.5951
39,a couple hiking on an ulu trail,a couple hiking on a secluded trail,0.4646
40,a woman makan a bowl of noodles,a woman eating a bowl of noodles,0.6361
41,a woman makan sushi in a modern restaurant,a woman eating sushi in a modern restaurant,0.5815
42,a woman makan a slice of cake in a cafe,a woman eating a slice of cake in a cafe,0.392
43,a man makan a taco under a streetlight,a man eating a taco under a streetlight,0.5964
44,a man makan a burrito by the riverside,a man eating a burrito by the riverside,0.7507
45,a man makan an apple,a man eating an apple,0.6879
46,a family zhng their living room for the holidays,a family redecorate their living room for the holidays,0.7369
47,a worker zhng her office space with colorful posters,a worker redecorate her office space with colorful posters,0.6262
48,a couple zhng their garage with neon lights,a couple redecorate their garage with neon lights,0.5946
49,a woman zhng her room using fairy lights,a woman redecorate her room using fairy lights,0.5736
50,a man zhng his desk with anime figurines,a man redecorate his desk with anime figurines,0.19
51,a couple zhng their living room,a couple redecorate their living room,0.5698
52,a group of gers at the mall,a group of girls at the mall,0.628
53,a ger hiking in the desert,a girl hiking in the desert,0.5613
54,a ger posing in front of a mural,a girl posing in front of a mural,0.7757
55,a ger buying a computer at the electronics store,a girl buying a computer at the electronics store,0.5758
56,a ger with a white shirt,a girl with a white shirt,0.3069
57,a ger and her partner,a girl and her partner,0.4458
58,a person taking a selfie with a handphone,a person taking a selfie with a mobile phone,0.6049
59,a man using a handphone,a man using a mobile phone,0.4736
60,people on the subway using their handphones,people on the subway using their mobile phones,0.486
61,a woman taking a photo with a handphone,a woman taking a photo with a mobile phone,0.5881
62,an ah long counting cash,a loan shark counting cash,0.5101
63,an ah long carrying a knife in an alley,a loan shark carrying a knife in an alley,0.37
64,an ah long holding a bag of cash,a loan shark holding a bag of cash,0.3637
65,an ah long standing by a black car,a loan shark standing by a black car,0.3713
66,an ah long threatening someone,a loan shark threatening someone,0.3022
67,an ah long spray painting a message,a loan shark spray painting a message,0.7551
68,a man eating food at a kopi tiam,a man eating food at a small food court,0.2166
69,a woman drinking tea at a kopi tiam,a woman drinking tea at a small food court,0.2586
70,a couple at a kopi tiam,a couple at a small food court,0.2653
71,a group of friends at a kopi tiam,a group of friends at a small food court,0.3337
72,a yandao on a magazine cover,a handsome male on a magazine cover,0.3761
73,a yandao performing on stage at a concert,a handsome male performing on stage at a concert,0.5179
74,a yandao at a gym lifting weights,a handsome male at a gym lifting weights,0.5486
75,a yandao posing in a streetwear outfit,a handsome male posing in a streetwear outfit,0.482
76,a yandao with his partner,a handsome male with his partner,0.2483
77,a group of yandaos,a group of handsome males,0.4177
78,a man mug at the coffee shop,a man studying at the coffee shop,0.4622
79,a woman mug at home,a woman studying at home,0.5626
80,a child mug a book,a child studying a book,0.7269
81,a group of students mug,a group of students studying,0.6436
82,a student mug in his room at night,a student studying in his room at night,0.5024
83,a couple of friends mug in the library,a couple friends studying in the library,0.5615
84,a man being a lightbulb on a hike with a couple,a man being a third wheel on a hike with a couple,0.5241
85,a woman being a lightbulb at a museum with a couple,a woman being a third wheel at a museum with a couple,0.5107
86,a lightbulb with a gray shirt with a couple,a third wheel with a gray shirt with a couple,0.6693
87,a couple accompanied by a lightbulb,a couple accompanied by a third wheel,0.745
88,he was a lightbulb on his friend's date,he was a third wheel on his friend's date,0.9516
89,a lightbulb trailing behind a couple,a third wheel trailing behind a couple,0.8126
90,a man with a cup of milk teh,a man with a cup of milk tea,0.8063
91,a sinseh and a male patient,a traditional Chinese physician and a male patient,0.1505
92,a sinseh and a female patient,a traditional Chinese physician and a female patient,0.1669
93,a sinseh holding medicine,a traditional Chinese physician holding medicine,0.5436
94,a sinseh in an office,a traditional Chinese physician in an office,0.709
95,a sinseh talking with two people,a traditional Chinese physician talking with two people,0.3853
96,a sinseh sitting at their desk,a traditional Chinese physician sitting at their desk,0.6479
97,a couple at a hawker centre sharing laksa,a couple at a food court sharing laksa,0.2522
98,a family eating at a hawker centre,a family eating at a food court,0.2603
99,a person guilty of killer litter,a person guilty of litter thrown from a high-rise building,0.5504
100,a person on the sidewalk avoiding killer litter,a person on the sidewalk avoiding litter thrown from a high-rise building,0.4921
101,a couple walking nearly hit by killer litter,a couple walking nearly hit by litter thrown from a high-rise building,0.4063
102,a man using a changkol in a vegetable garden,a man using a hoe in a vegetable garden,0.0442
103,a farmer using a changkol in a field,a farmer using a hoe in a field,0.0383
104,a person digging in their front yard with a changkol,a person digging in their front yard with a hoe,0.1234
105,a family enjoying chilli crab in a fancy restaurant,a family enjoying spicy stir-fried crab in a fancy restaurant,0.2125
106,a waiter holding a chilli crab dish,a waiter holding a spicy stir-fried crab dish,0.2572
107,a chef making chilli crab in a large wok,a chef making spicy stir-fried crab in a large wok,0.3181
108,a child with his mamak,a child with his uncle,0.1479
109,a mamak wearing a dark blue shirt,an uncle wearing a dark blue shirt,0.1624
110,a group of mamaks talking,a group of uncles talking,0.1903
111,a mamak buying fruit from the supermarket,an uncle buying fruit from the supermarket,0.1598
112,a mamak drinking coffee at the dining table,an uncle drinking coffee at the dining table,0.1414
113,a mamak reading a newspaper while on the couch,an uncle reading a newspaper while on the couch,0.2307
114,a waiter holding a plate of popiah,a waiter holding a plate of Fujianese fresh spring rolls,0.4773
115,a person eating a popiah at a street stall,a person eating a Fujianese fresh spring roll at a street stall,0.3338
116,a person eating roti prata with their hands,a person eating Indian flatbread with their hands,0.3645
117,a person eating bak kwa at a festival,a person eating Chinese pork jerky at a festival,0.3179
118,a person buying bak kwa from a shop,a person buying Chinese pork jerky from a shop,0.5231
119,two people both eating bak kwa,two people both eating Chinese pork jerky,0.5247
120,two kaki chatting casually outside a cafe,two buddies chatting casually outside a cafe,0.244
121,kaki laughing while walking along the street,buddies laughing while walking along the street,0.622
122,kaki sharing a meal at the hawker centre,buddies sharing a meal at the hawker centre,0.197
123,a group of kaki playing basketball outdoors,a group of buddies playing basketball outdoors,0.6911
124,kaki taking selfies at a famous landmark,buddies taking selfies at a famous landmark,0.6094
125,two kaki relaxing together at the beach,two buddies relaxing together at the beach,0.3119
