Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
handphone,mobile phone,a cell phone next to a laptop on a table,a mobile phone next to a laptop on a table,0,1,0,,a handphone next to a laptop on a table,a mobile phone next to a laptop on a table
handphone,mobile phone,a man using a cell phone,a man using a mobile phone,1,1,0,,a man using a handphone,a man using a mobile phone
handphone,mobile phone,people using their cellphones on the subway,people on the subway using their mobile phones,1,1,0,,people on the subway using their handphones,people on the subway using their mobile phones
handphone,mobile phone,a woman taking a photo with a smartphone,a woman taking a photo with a mobile phone,1,1,0,,a woman taking a photo with a handphone,a woman taking a photo with a mobile phone
ah long,a loan shark,I am a cashier who takes a long time to count money.,a loan shark counting cash,1,1,0,,an ah long counting cash,a loan shark counting cash
ah long,a loan shark,I am a person carrying a knife in an alley,a loan shark carrying a knife in an alley,1,1,0,,an ah long carrying a knife in an alley,a loan shark carrying a knife in an alley
ah long,a loan shark,I'm holding a bag of cash.,a loan shark holding a bag of cash,1,1,0,,an ah long holding a bag of cash,a loan shark holding a bag of cash
ah long,a loan shark,I have been standing by a black car.,a loan shark standing by a black car,1,1,0,,an ah long standing by a black car,a loan shark standing by a black car
ah long,a loan shark,I am threatening someone.,a loan shark threatening someone,1,1,0,,an ah long threatening someone,a loan shark threatening someone
ah long,a loan shark,A man is spray painting a message for a long time.,a loan shark spray painting a message,1,1,0,,an ah long spray painting a message,a loan shark spray painting a message
kopi tiam,small food court,A person eating at a coffee shop.,A man eating food at a small food court,1,1,0,,a man eating food at a kopi tiam,a man eating food at a small food court
kopi tiam,small food court,A woman drinking tea at a coffee shop,a woman drinking tea at a small food court,1,1,0,,a woman drinking tea at a kopi tiam,a woman drinking tea at a small food court
kopi tiam,small food court,a bowl of noodles on a table in a coffee shop,a bowl of noodles on a table in a small food court,0,1,0,,a bowl of noodles on a table in a kopi tiam,a bowl of noodles on a table in a small food court
kopi tiam,small food court,coffee shop,a small food court,0,1,0,,kopi tiam,a small food court
kopi tiam,small food court,a couple at a coffee shop,a couple at a small food court,1,1,0,,a couple at a kopi tiam,a couple at a small food court
kopi tiam,small food court,a group of friends at a coffee shop,a group of friends at a small food court,1,1,0,,a group of friends at a kopi tiam,a group of friends at a small food court
yandao,handsome male,a model on a magazine cover,a handsome male on a magazine cover,1,1,0,,a yandao on a magazine cover,a handsome male on a magazine cover
yandao,handsome male,a performer doing a yandao dance on stage at a concert,a handsome male performing on stage at a concert,1,1,0,,a yandao performing on stage at a concert,a handsome male performing on stage at a concert
yandao,handsome male,a person at a gym lifting weights,a handsome man at a gym lifting weights,1,1,0,,a yandao at a gym lifting weights,a handsome male at a gym lifting weights
yandao,handsome male,a YouTuber posing in a streetwear outfit,a handsome male posing in a streetwear outfit,1,1,0,,a yandao posing in a streetwear outfit,a handsome male posing in a streetwear outfit
yandao,handsome male,a couple with their spouse,a handsome man with his partner,1,1,0,,a yandao with his partner,a handsome male with his partner
yandao,handsome male,A group of Chinese people,a group of handsome males,1,1,0,,a group of yandaos,a group of handsome males
mug,study,A customer sits at the coffee shop.,a man studying at the coffee shop,1,1,1,a ceramic coffee mug with steam rising on a wooden table,a man mug at the coffee shop,a man studying at the coffee shop
mug,study,A woman is at home.,a woman studying at home,1,1,1,a floral-patterned mug filled with tea on a windowsill,a woman mug at home,a woman studying at home
mug,study,A child holds a mug and a book.,a child studying a book,1,1,1,a colorful mug with cartoon animals next to a notebook,a child mug a book,a child studying a book
mug,study,a group of students drinks,a group of students studying,1,1,1,a shelf lined with souvenir mugs from different cities,a group of students mug,a group of students studying
mug,study,a student drinks from a mug in his room at night,a student studying in his room at night,1,1,1,a glowing mug under dim light beside a laptop,a student mug in his room at night,a student studying in his room at night
mug,study,A couple of friends hang out in the library.,a couple of friends studying in the library,1,1,1,a mug with a witty slogan on a crowded study table,a couple of friends mug in the library,a couple friends studying in the library
lightbulb,third wheel,A person acting as a light source while hiking with two people.,a man accompanying a couple as a third wheel on a hike,1,1,1,a glowing lightbulb hanging from a rustic wooden ceiling,a man being a lightbulb on a hike with a couple,a man being a third wheel on a hike with a couple
lightbulb,third wheel,A woman is a tourist at a museum with a couple.,a chaperone at a museum,1,1,1,a modern LED lightbulb on display in a tech exhibit,a woman being a lightbulb at a museum with a couple,a woman being a third wheel at a museum with a couple
lightbulb,third wheel,A person wearing a gray shirt holding a lightbulb with a couple.,A person wearing a gray shirt who is accompanying a couple,1,1,1,a lightbulb screwed into a bedside lamp with a gray lampshade,a lightbulb with a gray shirt with a couple,a third wheel with a gray shirt with a couple
lightbulb,third wheel,a couple accompanied by a light bulb,a couple accompanied by a third person,1,1,1,a vintage Edison lightbulb glowing warmly on a dinner table,a couple accompanied by a lightbulb,a couple accompanied by a third wheel
lightbulb,third wheel,He was a third wheel on his friend's date.,he was a third wheel on his friend's date,1,1,1,a filament inside a clear glass lightbulb glowing brightly,he was a lightbulb on his friend's date,he was a third wheel on his friend's date
lightbulb,third wheel,A string of lights trailing behind a couple,a third wheel trailing behind a couple,1,1,1,a dusty lightbulb dangling from a cord in an old hallway,a lightbulb trailing behind a couple,a third wheel trailing behind a couple
teh,tea,a glass filled with black tea,a glass filled with black tea,0,1,0,,a glass filled with black teh,a glass filled with black tea
teh,tea,a man with a cup of milk,a man with a cup of milk tea,1,1,0,,a man with a cup of milk teh,a man with a cup of milk tea
teh,tea,the pot on the table,a teapot on a table,0,1,0,,a teh pot on a table,a tea pot on a table
teh,tea,a cozy tea shop in a busy city street,a cozy tea shop in a busy city street,0,1,0,,a cozy teh shop in a busy city street,a cozy tea shop in a busy city street
teh,tea,the bag on a plate,a tea bag on a plate,0,1,0,,a teh bag on a plate,a tea bag on a plate
teh,tea,a cup filled with green tea,a cup filled with green tea,0,1,0,,a cup filled with green teh,a cup filled with green tea
char kway teow,stir-fried rice noodles,a plate of char kway teow with prawns and egg,a plate of stir-fried rice noodles with prawns and egg,0,1,0,,a plate of char kway teow with prawns and egg,a plate of stir-fried rice noodles with prawns and egg
char kway teow,stir-fried rice noodles,a bowl of char kway teow with fishcake slices,a bowl of stir-fried rice noodles with fishcake slices,0,1,0,,a bowl of char kway teow with fishcake slices,a bowl of stir-fried rice noodles with fishcake slices
char kway teow,stir-fried rice noodles,two plates of char kway teow on a wooden table,two plates of stir-fried rice noodles on a wooden table,0,1,0,,two plates of char kway teow on a wooden table,two plates of stir-fried rice noodles on a wooden table
char kway teow,stir-fried rice noodles,Stir-fry char kway teow in a wok on a stove,stir-fried rice noodles in a wok on a stove,0,1,0,,char kway teow in a wok on a stove,stir-fried rice noodles in a wok on a stove
char kway teow,stir-fried rice noodles,Char kway teow served at a restaurant,stir-fried rice noodles served at a restaurant,0,1,0,,char kway teow served at a restaurant,stir-fried rice noodles served at a restaurant
char kway teow,stir-fried rice noodles,Char kway teow with vegetables on the side,stir-fried rice noodles with vegetables on the side,0,1,0,,char kway teow with vegetables on the side,stir-fried rice noodles with vegetables on the side
sinseh,traditional Chinese physician,a sensei and a male patient,a traditional Chinese physician and a male patient,1,1,0,,a sinseh and a male patient,a traditional Chinese physician and a male patient
sinseh,traditional Chinese physician,a sensei and a female patient,a traditional Chinese physician and a female patient,1,1,0,,a sinseh and a female patient,a traditional Chinese physician and a female patient
sinseh,traditional Chinese physician,a sensei holding medicine,a traditional Chinese physician holding medicine,1,1,0,,a sinseh holding medicine,a traditional Chinese physician holding medicine
sinseh,traditional Chinese physician,a feeling in an office,a traditional Chinese physician in an office,1,1,0,,a sinseh in an office,a traditional Chinese physician in an office
sinseh,traditional Chinese physician,a sensei talking with two people,a traditional Chinese physician talking with two people,1,1,0,,a sinseh talking with two people,a traditional Chinese physician talking with two people
sinseh,traditional Chinese physician,a sensei sitting at their desk,a traditional Chinese physician sitting at their desk,1,1,0,,a sinseh sitting at their desk,a traditional Chinese physician sitting at their desk
hawker centre,food court,a large market center with colorful stalls and signs,a large food court with colorful stalls and signs,0,1,0,,a large hawker centre with colorful stalls and signs,a large food court with colorful stalls and signs
hawker centre,food court,a couple at a food court sharing laksa,a couple at a food court sharing laksa,1,1,0,,a couple at a hawker centre sharing laksa,a couple at a food court sharing laksa
hawker centre,food court,a family eating at a food court,a family eating at a food court,1,1,0,,a family eating at a hawker centre,a family eating at a food court
hawker centre,food court,a food stall at a food court,a food stall at a food court,0,1,0,,a food stall at a hawker centre,a food stall at a food court
hawker centre,food court,a food court with a cup of coffee,a table with a cup of coffee at a food court,0,1,0,,a table with a cup of coffee at a hawker centre,a table with a cup of coffee at a food court
hawker centre,food court,a plate of noodles at a food court,a plate of noodles at a food court,0,1,0,,a plate of noodles at a hawker centre,a plate of noodles at a food court
killer litter,litter thrown from a high-rise building,falling debris from a balcony,litter thrown from a high-rise building from a balcony,0,1,0,,killer litter from a balcony,litter thrown from a high-rise building from a balcony
killer litter,litter thrown from a high-rise building,Trash from an open window,Trash dropped from a high-rise building from an open window,0,1,0,,killer litter from an open window,litter thrown from a high-rise building from an open window
killer litter,litter thrown from a high-rise building,a sign advising against littering,a sign warning people not to throw litter from a high-rise building,0,1,0,,a sign advising against killer litter,a sign advising against litter thrown from a high-rise building
killer litter,litter thrown from a high-rise building,a person guilty of littering,a person guilty of littering from a high-rise building,1,1,0,,a person guilty of killer litter,a person guilty of litter thrown from a high-rise building
killer litter,litter thrown from a high-rise building,a person on the sidewalk avoiding hazardous trash,A pedestrian on the sidewalk dodging trash thrown from a high-rise building.,1,1,0,,a person on the sidewalk avoiding killer litter,a person on the sidewalk avoiding litter thrown from a high-rise building
killer litter,litter thrown from a high-rise building,A couple walking narrowly avoided being struck by falling debris.,A couple walking narrowly avoids being hit by trash thrown from a high-rise building.,1,1,0,,a couple walking nearly hit by killer litter,a couple walking nearly hit by litter thrown from a high-rise building
changkol,hoe,a man using a changkol in a vegetable garden,a man using a hoe in a vegetable garden,1,1,0,,a man using a changkol in a vegetable garden,a man using a hoe in a vegetable garden
changkol,hoe,a cookie on a shelf in a store,a hoe on a shelf in a store,0,1,0,,a changkol on a shelf in a store,a hoe on a shelf in a store
changkol,hoe,a farmer using a hoe in a field,a farmer using a hoe in a field,1,1,0,,a farmer using a changkol in a field,a farmer using a hoe in a field
changkol,hoe,a person digging in their front yard with a shovel,a person digging in their front yard with a hoe,1,1,0,,a person digging in their front yard with a changkol,a person digging in their front yard with a hoe
changkol,hoe,a farmer carrying a sickle,a farmer carrying a hoe,0,1,0,,a farmer carrying a changkol,a farmer carrying a hoe
changkol,hoe,three chalkboards leaning on a wall in a shed,Three women leaning on a wall in a shed,0,1,0,,three changkols leaning on a wall in a shed,three hoes leaning on a wall in a shed
chilli crab,spicy stir-fried crab,a large chili crab on a banquet table,a large spicy stir-fried crab on a banquet table,0,1,0,,a large chilli crab on a banquet table,a large spicy stir-fried crab on a banquet table
chilli crab,spicy stir-fried crab,a family enjoying chili crab in a fancy restaurant,a family enjoying spicy stir-fried crab in a fancy restaurant,1,1,0,,a family enjoying chilli crab in a fancy restaurant,a family enjoying spicy stir-fried crab in a fancy restaurant
chilli crab,spicy stir-fried crab,two plates of chili crab on a white table,two plates of spicy stir-fried crab on a white table,0,1,0,,two plates of chilli crab on a white table,two plates of spicy stir-fried crab on a white table
chilli crab,spicy stir-fried crab,a large chili crab and a bowl of rice on a table,a large spicy stir-fried crab and a bowl of rice on a table,0,1,0,,a large chilli crab and a bowl of rice on a table,a large spicy stir-fried crab and a bowl of rice on a table
chilli crab,spicy stir-fried crab,a waiter holding a chili crab dish,a waiter holding a spicy stir-fried crab dish,1,1,0,,a waiter holding a chilli crab dish,a waiter holding a spicy stir-fried crab dish
chilli crab,spicy stir-fried crab,a chef making chili crab in a large wok,a chef making spicy stir-fried crab in a large wok,1,1,0,,a chef making chilli crab in a large wok,a chef making spicy stir-fried crab in a large wok
mamak,uncle,a child with his mother,a child with his uncle,1,1,0,,a child with his mamak,a child with his uncle
mamak,uncle,a mother wearing a dark blue shirt,an uncle wearing a dark blue shirt,1,1,0,,a mamak wearing a dark blue shirt,an uncle wearing a dark blue shirt
mamak,uncle,a group of mothers talking,a group of uncles talking,1,1,0,,a group of mamaks talking,a group of uncles talking
mamak,uncle,A mother buying fruit from the supermarket,an uncle buying fruit from the supermarket,1,1,0,,a mamak buying fruit from the supermarket,an uncle buying fruit from the supermarket
mamak,uncle,A mother drinking coffee at the dining table,an uncle drinking coffee at the dining table,1,1,0,,a mamak drinking coffee at the dining table,an uncle drinking coffee at the dining table
mamak,uncle,A mother reading a newspaper while on the couch,an uncle reading a newspaper while on the couch,1,1,0,,a mamak reading a newspaper while on the couch,an uncle reading a newspaper while on the couch
popiah,Fujianese fresh spring roll,a plate of spring rolls with chili and sauce,a plate of Fujianese fresh spring rolls with chili and sauce,0,1,0,,a plate of popiah with chili and sauce,a plate of Fujianese fresh spring roll with chili and sauce
popiah,Fujianese fresh spring roll,a waiter holding a plate of spring rolls,a waiter holding a plate of Fujianese fresh spring rolls,1,1,0,,a waiter holding a plate of popiah,a waiter holding a plate of Fujianese fresh spring rolls
popiah,Fujianese fresh spring roll,a person eating a spring roll at a street stall,a person eating a Fujianese fresh spring roll at a street stall,1,1,0,,a person eating a popiah at a street stall,a person eating a Fujianese fresh spring roll at a street stall
popiah,Fujianese fresh spring roll,a bowl of noodles and a plate of popiah on a table,a bowl of noodles and a plate of Fujianese fresh spring rolls on a table,0,1,0,,a bowl of noodles and a plate of popiah on a table,a bowl of noodles and a plate of Fujianese fresh spring rolls on a table
popiah,Fujianese fresh spring roll,a plate of popiah with a dipping sauce on the side,a plate of Fujianese fresh spring rolls with a dipping sauce on the side,0,1,0,,a plate of popiah with a dipping sauce on the side,a plate of Fujianese fresh spring rolls with a dipping sauce on the side
popiah,Fujianese fresh spring roll,a food stall with spring rolls,a food stall with Fujianese fresh spring rolls,0,1,0,,a food stall with popiah,a food stall with Fujianese fresh spring rolls
roti prata,Indian flatbread,a plate of roti prata with curry on the side,a plate of Indian flatbread with curry on the side,0,1,0,,a plate of roti prata with curry on the side,a plate of Indian flatbread with curry on the side
roti prata,Indian flatbread,A person eating roti prata with their hands,a person eating Indian flatbread with their hands,1,1,0,,a person eating roti prata with their hands,a person eating Indian flatbread with their hands
