Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
piece,gun,a man pointing his gun,a man aiming his gun,1,2,1,a chess piece captured mid-move
piece,gun,a man aiming his gun in a dark alley,a man aiming his gun in a dark alley,1,1,1,a puzzle piece placed into a nearly finished puzzle
piece,gun,a woman firing her gun at the target,a woman firing her gun at the target,1,1,1,a broken piece of ceramic on the floor
piece,gun,a soldier carrying a piece,a soldier carrying a gun,1,1,1,a silver collectible coin piece
piece,gun,a piece in a holster,a gun in a holster,0,1,1,a missing piece of a Lego set
piece,gun,a piece tucked into a waistband,a gun tucked into a waistband,0,1,1,a piece of fabric folded neatly
threads,clothes,a man wearing cool threads,a man wearing cool clothes,1,1,1,colorful sewing threads on wooden spools
threads,clothes,a woman wearing fashionable clothing,a woman wearing cool clothes,1,1,1,metallic threads embroidered into fabric
threads,clothes,a man wearing minimalist clothing,a man wearing minimalist clothes,1,1,1,threads laid out for weaving on a loom
threads,clothes,some fresh threads on a mannequin,some fresh clothes on a mannequin,0,1,1,spools of threads in a tailor’s kit
threads,clothes,a woman wearing vintage clothing,a woman wearing vintage clothes,1,1,1,threads organized by color in a sewing box
threads,clothes,a rack of designer clothing,a rack of designer clothes,0,1,1,decorative threads in a fabric store
grills,dental jewelry,a man wearing grills over the teeth,a man wearing dental jewelry over the teeth,1,1,1,a charcoal grill with sizzling meat
grills,dental jewelry,a rapper with gold teeth,a rapper with dental jewelry,1,1,1,a stainless steel grill on a patio
grills,dental jewelry,a man wearing green sunglasses,a man wearing green dental jewelry,1,1,1,a barbecue grill covered with green rust
grills,dental jewelry,a woman wearing gold teeth with a confident smile,a woman wearing dental jewelry with a confident smile,1,1,1,a portable camping grill on a forest trail
grills,dental jewelry,a rapper showing off his grills,a rapper showing off his dental jewelry,1,1,1,a backyard grill with flames rising
grills,dental jewelry,gold grills on a smiling face,gold dental jewelry on a smiling face,1,1,1,a golden grill rack freshly cleaned
tint,tinted car windows,a whip with a dark tint,a car with dark tinted windows,0,1,1,a bottle of red hair tint placed on a counter
tint,tinted car windows,a black convertible with a tint,a black convertible with tinted windows,0,1,1,a pair of sunglasses with a blue tint
tint,tinted car windows,a red Tesla with a very dark tint,a red Tesla with very dark tinted windows,0,1,1,a graphic designer adjusting image tint
tint,tinted car windows,a SUV with a dark tint,a SUV with dark tinted windows,0,1,1,a salon worker applying color tint to hair
tint,window tinting,a silver van with light-tinted windows,a silver van with light window tinting on the windows,0,1,1,a painter preparing a color tint for interior walls
tint,tinted car windows,a school bus with an orange tint,a schoolbus with orange tinted windows,0,1,1,orange tint sheets on a crafts table
drop,convertible car,a woman driving her car,a woman driving her convertible car,1,1,1,a drop of water on a glass surface
drop,convertible car,a man driving his car on the hilly road,a man driving his convertible car on the hilly road,1,1,1,a drop of ink falling onto paper
drop,convertible car,two people riding in a car,two people riding in a convertible car,1,1,1,a rain drop on a green leaf
drop,convertible car,a guy driving a sporty car,a man driving a sporty convertible car,1,2,1,a drop of sweat sliding down a cheek
drop,convertible car,a red drop cruising down the street,a red convertible car cruising down the street,0,1,1,a drop of blood in a microscope slide
drop,convertible car,a vintage car parked at the beach,a vintage convertible car parked at the beach,0,1,1,a tear drop falling in slow motion
lid,cap,a grandfather wearing a baseball cap,a grandpa wearing a baseball cap,1,1,1,a pot with a glass lid on the stove
lid,cap,a woman wearing an orange hat,a woman wearing an orange cap,1,1,1,a metal lid covering a sauce pan
lid,cap,a man wearing a red hat,a man wearing a red cap,1,2,1,a jar with its lid slightly ajar
lid,cap,a man wearing a blue hat,a man with a blue cap,1,1,1,a plastic container with matching blue lid
lid,cap,a baseball cap with a sports logo,a baseball cap with a sports logo,0,1,1,a sealed bottle with a tight lid
lid,cap,a boy wearing a hat matching his outfit,a boy wearing a cap matching his outfit,1,1,1,a coffee cup with a black lid
glass,mirror,a man looking at his reflection in a mirror,a man looking at his reflection in a mirror,1,1,1,a tall drinking glass filled with water
glass,mirror,a woman looking at her reflection in a mirror,a woman looking at her reflection in a mirror,1,1,1,a wine glass placed on a table
glass,mirror,a couple looking at their reflection in a mirror,a couple looking at their reflection in a mirror,1,1,1,a pair of champagne glasses at sunset
glass,mirror,a glass mounted above the sink in a bathroom,a mirror mounted above the sink in a bathroom,0,1,1,a glass vase with fresh flowers
glass,mirror,a handheld glass with a gold frame,a handheld mirror with a gold frame,0,1,1,a magnifying glass on an antique desk
glass,mirror,a tall glass in the fitting room,a tall mirror in the fitting room,0,1,1,a glass pitcher filled with lemonade
gat,gun,a man holding his gun,a man holding his gun,1,1,0,
gat,gun,a woman holding a large gun,a woman holding a large gun,1,1,0,
gat,gun,a couple of soldiers with guns,a couple of soldiers with guns,1,1,0,
gat,gun,a group of people with guns,a group of people with guns,1,1,0,
gat,gun,a gun stored in a safe,a gun stored in a safe,0,1,0,
gat,gun,a black cat inside a half-open drawer,a black gun inside a half-open drawer,0,1,0,
chains,necklace,a man wearing gold chains,a man wearing a gold necklace,1,1,1,metal chains securing a bicycle to a post
chains,necklace,a woman wearing gold chains,a woman wearing a gold necklace,1,1,1,rusty chains hanging in a shed
chains,necklace,a guy wearing rose gold chains,a man wearing a rose gold necklace,1,2,1,heavy chains used to anchor a ship
chains,necklace,some gold chains around the neck,some gold necklaces around the neck,1,1,1,chains wrapped around an old gate
chains,necklace,a display of chains in a jewelry store,a display of necklaces in a jewelry store,0,1,1,industrial chains on display at a hardware store
chains,necklace,a man wearing dark silver chains,a man wearing a dark gray necklace,1,1,1,chains connecting swings on a playground
roller,car,a woman driving a roller,a woman driving a car,1,1,1,a paint roller lying next to a paint tray
roller,car,a roller with a flat tire,a car with a flat tire,0,1,1,a foam roller used for muscle recovery
roller,car,a person riding in a roller coaster,a guy riding in a car,1,2,1,a steam roller flattening asphalt
roller,car,a group of friends in a roller coaster,a group of friends in a car,1,1,1,a lint roller on a dresser
roller,car,a blue roller in the parking lot,a blue car in the parking lot,0,1,1,a rolling pin and pastry roller side by side
roller,car,a roller speeding down the highway,a car speeding down the highway,0,1,1,a roller skate left on a sidewalk
hammer,gun,a person swinging a hammer,a person firing a gun,1,1,1,a construction worker swinging a hammer into a nail
hammer,gun,a man aiming a hammer at a target,a man aiming a gun at a target,1,1,1,a claw hammer resting on a bench
hammer,gun,a person firing a small hammer,a person firing a small gun,1,1,1,a jeweler using a small hammer to shape silver
hammer,gun,a woman aiming a hammer,a woman aiming a gun,1,1,1,a hammer used in carpentry with a wooden handle
hammer,gun,a sleek black hammer with a silencer on a table,a sleek black gun with a silencer on a table,0,1,1,a toolkit with multiple hammers arranged neatly
hammer,gun,a police officer shooting a hammer,a policeman shooting a gun,1,1,1,a rubber mallet labeled “soft hammer”
bussin,tasty,two people enjoying delicious food,two people enjoying tasty food,1,1,0,
bussin,tasty,some delicious fries topped with cheese and bacon,some tasty fries topped with cheese and bacon,0,1,0,
bussin,tasty,a person enjoying delicious food,a man enjoying tasty food,1,2,0,
bussin,tasty,a woman buying delicious food,a woman buying tasty food,1,1,0,
bussin,tasty,a big serving of macaroni and cheese,a tasty bowl of mac and cheese,0,1,0,
bussin,tasty,a big plate of fried chicken,a tasty plate of fried chicken,0,1,0,
hood,neighborhood,a neighborhood with many palm trees,a neighborhood that has many palm trees,0,1,1,a jacket with the hood pulled up
hood,neighborhood,a neighborhood with old Victorian-style homes,a neighborhood with old victorian style homes,0,1,1,a winter coat with a faux fur hood
hood,neighborhood,driving through the dense urban neighborhood with a convertible,driving through the dense urban neighborhood with a convertible,0,1,1,a hoodie with the hood partially zipped
hood,neighborhood,walking through the ordinary suburban neighborhood,walking through the bland suburban neighborhood,1,1,1,a sweatshirt hanging by its hood on a hook
hood,neighborhood,kids playing in the neighborhood,kids playing in the neighborhood,1,1,1,a child hiding under a jacket hood
hood,neighborhood,a barbershop in the neighborhood,a barber shop in the neighborhood,0,1,1,a parka with a waterproof hood folded back
paper,money/bills,a cashier counting the money from the customer,a cashier counting the money from the customer,1,1,1,a stack of printing paper beside a receipt printer
paper,money/bills,a woman getting paper from her checking account at the ATM,a woman getting money from her checking account at the ATM,1,1,1,a stack of legal paper in a drawer
paper,money/bills,the food truck worker getting paper from the customer for the purchase,the foodtruck worker getting money from the customer for the purchase,1,1,1,a newspaper folded on a bench
paper,money/bills,a man paying back his friend the money for the coffee,a man paying back his friend the money for the coffee,1,1,1,sheets of paper filled with handwritten notes
paper,money/bills,coins and paper stuffed into a wallet,coins and bills stuffed into a wallet,0,1,1,origami paper folded into shapes
paper,money/bills,a rich businessman showing off a large stack of paper,a rich businessman showing off a large stack of bills,1,1,1,a ream of printer paper still in its packaging
fam,close friends,hanging out with my family,hanging out with my close friends,1,1,0,
fam,close friends,hanging out with my family at a cafe,hanging out with my close friends at a cafe,1,1,0,
fam,close friends,studying with my family at a library,studying with my close friends at a library,1,1,0,
fam,close friends,My family and I gathered for a barbecue,me and my close friends gathered for a barbecue,1,1,0,
fam,close friends,a group picture with the family at the beach,a group picture with close friends at the beach,1,1,0,
fam,close friends,going on a road trip with my family,going on a road trip with my close friends,1,1,0,
boo,lover,spending time with my boyfriend at home,spending time with my lover at home,1,1,0,
boo,lover,getting things from the grocery store with my boyfriend,getting stuff from the grocery store with my lover,1,1,0,
boo,lover,a woman and her boyfriend at a fancy restaurant,a woman and her lover at a fancy restaurant,1,1,0,
boo,lover,a man and his girlfriend on a flight,a man and his lover on a flight,1,1,0,
boo,lover,Holding hands with my boyfriend at the movie,me holding hands at the movie with my lover,1,1,0,
boo,lover,My friend and I are sharing an umbrella in the rain.,me and my lover sharing an umbrella in the rain,1,1,0,
homeboy,close friend,I and my friend are hiking in the mountains,me and my close friend hiking in the mountains,1,1,0,
homeboy,close friend,a woman and her boyfriend getting coffee,a woman and her close friend getting coffee,1,1,0,
homeboy,close friend,a man and his friend walking a golden retriever,a man and his close friend walking a golden retriever,1,1,0,
homeboy,close friend,My friend and I are playing video games on the TV.,me and my close friend playing video games on the television,1,1,0,
homeboy,close friend,My friend is helping me with a move,my close friend helping me with a move,1,1,0,
homeboy,close friend,My friend is riding a skateboard,my close friend riding a skateboard,1,1,0,
mellow,close friend,my friend from the neighborhood,my close friend from the neighborhood,1,1,0,
mellow,close friend,My friends and I are standing in front of a large house.,me and my close friend in front of a big house,1,1,0,
mellow,close friend,an evening spent relaxing with my laid-back friends,an evening hanging out with my close friend,1,1,0,
mellow,close friend,I and my friend are eating at a café.,me and my close friend eating at a cafe,1,1,0,
mellow,close friend,My go-to person for advice,my go-to close friend for advice,1,1,0,
mellow,close friend,a heart-to-heart with my oldest friend,a heart-to-heart with my oldest close friend,1,1,0,
nappiness,hair frizziness,a hot summer day causing some serious unhappiness,a summer day causing some serious hair frizziness,1,1,0,
nappiness,hair frizziness,My happiness on full display in the humidity,my hair frizziness on full display in the humidity,1,1,0,
nappiness,hair frizziness,a struggle to manage the morning routine,a struggle to manage the morning hair frizziness,1,1,0,
nappiness,hair frizziness,happiness making a statement today,hair frizziness making a statement today,1,1,0,
nappiness,hair frizziness,My natural happiness showing its beauty,my natural hair frizziness showing its beauty,1,1,0,
nappiness,hair frizziness,two people with visible happiness in their hair,two people with visible hair frizziness in their hair,1,1,0,
bling,flashy jewelry,bling that caught everyone's eye at the party,flashy jewelry that caught everyone's eye at the party,1,1,0,
bling,flashy jewelry,my jewelry representing my fashion sense,my flashy jewelry representing my style,1,1,0,
bling,flashy jewelry,an outfit completed with some serious bling,an outfit completed with some serious flashy jewelry,1,1,0,
bling,flashy jewelry,a showcase of new jewelry at the store,a showcase of new flashy jewelry at the store,0,1,0,
bling,flashy jewelry,my favorite jewelry from my grandmother,my favorite piece of flashy jewelry from my grandma,0,1,0,
bling,flashy jewelry,a statement made with just the right flair,a statement made with just the right flashy jewelry,1,1,0,
fit,outfit,my outfit for the club tonight,my outfit for the club tonight,1,1,1,a puzzle piece that fits perfectly into place
fit,outfit,a fit that screams confidence,an outfit that screams confidence,1,1,1,a test tube that fits snugly into a centrifuge
fit,outfit,A fashion trend that resembles a Korean drama's costume.,an outfit that looks like it's from a Korean drama,1,1,1,a glove that fits a hand tightly
fit,outfit,My go-to fit for first dates,my go-to outfit for first dates,1,1,1,a bolt that fits precisely in the socket
fit,outfit,a breezy summer day perfect for hot weather,a breezy summer outfit for hot days,1,1,1,a key that fits into a lock
fit,outfit,A stylish outfit for a chilly winter in a large urban area.,a new outfit for a cold snowy winter in a big city,1,1,1,a cork that fits inside a wine bottle
peepers,glasses,a new pair of glasses to change my look,a new pair of glasses to change my look,1,1,1,a cartoon bird with oversized peepers staring wide-eyed
peepers,glasses,a pair of black round glasses worn by a man,a pair of black round glasses worn by a man,1,1,1,an owl with large round peepers on a branch
peepers,glasses,a pair of modern glasses worn by a woman,a pair of modern glasses worn by a woman,1,1,1,a cat’s peepers glowing in the dark
peepers,glasses,my stylish glasses with the gold frame,my stylish glasses with the gold frame,1,1,1,a frog with bulging peepers near a pond
peepers,glasses,a pair of eyes sitting on the nightstand,a pair of glasses sitting on the nightstand,0,1,1,a doll with painted-on peepers in a vintage toy box
peepers,glasses,my friend holding her glasses,my friend holding her pair of glasses,1,1,1,a lizard’s tiny peepers watching from behind a leaf
tat,tattoo,my first tattoo on my forearm,my first tattoo on my forearm,1,1,0,
tat,tattoo,a tattoo representing my journey,a tattoo representing my journey,1,1,0,
tat,tattoo,a tattoo artist known for intricate designs,a tattoo artist known for intricate designs,1,1,0,
tat,tattoo,a tattoo on a woman's neck,a tattoo on a woman's neck,1,1,0,
tat,tattoo,a tattoo on a man's leg,a tattoo on a man's leg,1,1,0,
tat,tattoo,a dreamy design for my next tattoo,a dreamy design for my next tattoo,1,1,0,
dreads,dreadlocks,my dreadlocks reaching my shoulders now,my dreadlocks reaching my shoulders now,1,1,0,
dreads,dreadlocks,a new style for my dreadlocks this summer,a new style for my dreadlocks this summer,1,1,0,
dreads,dreadlocks,taking care of my dreadlocks with essential oils,taking care of my dreadlocks with essential oils,1,1,0,
dreads,dreadlocks,two people with long dreadlocks sitting on a bench,two people with long dreadlocks sitting on a bench,1,1,0,
dreads,dreadlocks,My dreadlocks tied up in a bun,my dreadlocks tied up in a bun,1,1,0,
dreads,dreadlocks,my dreadlocks reaching down to my waist,my dreadlocks reaching down to my waist,1,1,0,
