Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
pial,veranda,a plate on a house,a glass veranda on a house,0,1,0,
nullah,river-bed,a dry arroyo surrounded by a dry landscape,a dry river-bed surrounded by a dry landscape,0,1,0,
nullah,river-bed,two people walking through a gully,two people walking through a river-bed,1,1,0,
nullah,river-bed,a dry nullah in a dense green forest,a dry river-bed in a dense green forest,0,1,0,
nullah,river-bed,a stream in an alpine meadow,a river-bed in an alpine meadow,0,1,0,
nullah,river-bed,a bridge across a gully,a bridge across a river-bed,0,1,0,
nullah,river-bed,a creek with some water in it,a river-bed with some water in it,0,1,0,
rani,queen,A queen sitting on a throne,a queen sitting on a throne,1,1,0,
rani,queen,A woman making a speech,a queen making a speech,1,1,0,
rani,queen,A queen inside a palace,a queen in a palace,1,1,0,
rani,queen,A queen sitting at a banquet,a queen sitting at a banquet,1,1,0,
rani,queen,A queen in a garden surrounded by blooming flowers,a queen in a garden surrounded by blooming flowers,1,1,0,
rani,queen,A queen riding in a large car,a queen riding in a large car,1,1,0,
brinjal,eggplant,eggplant in a grocery store,eggplant in a grocery store,0,1,0,
brinjal,eggplant,Eggplant sitting on a kitchen counter,eggplant sitting on a kitchen counter,0,1,0,
brinjal,eggplant,Eggplant being sliced,eggplant being sliced,1,1,0,
brinjal,eggplant,Eggplant in a pot,eggplant in a pot,0,1,0,
brinjal,eggplant,a eggplant plant in a garden,an eggplant plant in a garden,0,1,0,
brinjal,eggplant,a spicy curry dish with eggplant slices,a spicy curry dish with eggplant slices,0,1,0,
khana,food,a table with lots of food,a table with lots of food,0,1,0,
khana,food,a person eating food,a person eating food,1,1,0,
khana,food,a couple enjoying dinner at a restaurant,a couple enjoying food at a restaurant,1,1,0,
khana,food,a person cooking dinner on the stove,a person cooking food on the stove,1,1,0,
khana,food,a person buying food from a grocery store,a person buying food from a grocery store,1,1,0,
khana,food,a family enjoying lots of food,a family enjoying lots of food,1,1,0,
nagar,town,a main street in a small town,a main street in a small town,0,1,0,
nagar,town,a residential neighborhood in a small town,a residential neighborhood in a small town,0,1,0,
nagar,town,birds-eye view of a nagar,birds-eye view of a town,0,1,0,
nagar,town,a couple walking in a neighborhood,a couple walking in a town,1,1,0,
nagar,town,a city in a desert climate,a town in a desert climate,0,1,0,
nagar,town,a neighborhood with snow all over,a town with snow everywhere,0,1,0,
oont,camel,a person riding a camel in the desert,a person riding a camel in the desert,1,1,0,
oont,camel,a large group of ants walking in a desert,a large group of camels walking in a desert,0,1,0,
oont,camel,a person giving water to a person,a person giving water to a camel,1,1,0,
oont,camel,an elephant eating food near a desert tent,a camel eating food near a desert tent,0,1,0,
oont,camel,two ants walking down the street,two camels walking down the street,0,1,0,
oont,camel,an ant walking in a grassy field,a camel walking in a grassy field,0,1,0,
agarbatti,incense,incense sticks burning in a house,incense burning in a house,0,1,0,
agarbatti,incense,a bundle of incense sticks on a table,a bundle of incense on a table,0,1,0,
agarbatti,incense,a person holding a bundle of incense sticks,a person holding a bundle of incense,1,1,0,
agarbatti,incense,Incense sticks in a stand,incense in a stand,0,1,0,
agarbatti,incense,incense sticks inside a box on a table,incense inside a box on a table,0,1,0,
agarbatti,incense,incense sticks inside a store,incense inside a store,0,1,0,
kulang,crane bird,A dragonfly flying above a beautiful pond,a crane bird flying above a beautiful pond,0,1,0,
kulang,crane bird,a kangaroo sitting on a dock,a crane bird sitting on a dock,0,1,0,
kulang,crane bird,a fisherman with a caught fish,a crane bird with a caught fish,0,1,0,
kulang,crane bird,Two kangaroos on a river,two crane birds on a river,0,1,0,
kulang,crane bird,a person looking at a person,a person looking at a crane bird,1,1,0,
kulang,crane bird,A beggar sitting on the side of a bridge,a crane bird sitting on the side of a bridge,0,1,0,
godown,warehouse,a large warehouse with many boxes,a large warehouse with lots of boxes,0,1,0,
godown,warehouse,a large warehouse with a lot of produce,a large warehouse with lots of produce,0,1,0,
godown,warehouse,a warehouse with many people inside,a warehouse with lots of people inside,1,1,0,
godown,warehouse,a person walking inside a warehouse,a person walking inside a warehouse,1,1,0,
godown,warehouse,a person operating a forklift inside a warehouse,a person driving a forklift inside a warehouse,1,1,0,
godown,warehouse,a dark abandoned warehouse with broken windows,a dark abandoned warehouse with broken windows,0,1,0,
medical hall,pharmacy,a hospital in a large city,a pharmacy in a big city,0,1,0,
medical hall,pharmacy,a medical hall with a large parking lot,a pharmacy with a large parking lot,0,1,0,
medical hall,pharmacy,a person walking inside a medical hall,a person walking inside a pharmacy,1,1,0,
medical hall,pharmacy,A patient speaking with a healthcare professional in a hospital or clinic.,a person talking to a worker inside a pharmacy,1,1,0,
medical hall,pharmacy,a medical hall with lots of people outside,a pharmacy with lots of people outside,1,1,0,
medical hall,pharmacy,a small medical hall in a rural area,a small pharmacy in a rural area,0,1,0,
petrol bunk,gas station,a rundown old-looking gas station,a shabby old looking gas station,0,1,0,
petrol bunk,gas station,Filling up gas at a gas station,a person getting gas for their car at a gas station,1,1,0,
petrol bunk,gas station,a small shop next to a gas station,a small shop next to a gas station,0,1,0,
petrol bunk,gas station,a small gas station in a dusty desert town,a small gas station in a dusty desert town,0,1,0,
petrol bunk,gas station,a very busy gas station with people refueling,a very busy gas station with people refueling,1,1,0,
petrol bunk,gas station,a gas station surrounded by tall city buildings,a gas station surrounded by tall city buildings,0,1,0,
mo-bike,motorcycle,a man riding a blue bicycle,a man riding a blue motorcycle,1,1,0,
mo-bike,motorcycle,a woman riding a black motorcycle,a woman riding a black motorcycle,1,1,0,
mo-bike,motorcycle,three motorcycles riding on a road,three motorcycles riding on a road,1,1,0,
mo-bike,motorcycle,a person riding a bicycle on a dirt road,a person riding a motorcycle on a dirt road,1,1,0,
mo-bike,motorcycle,a person riding a bicycle in a big city,a person riding a motorcycle in a big city,1,1,0,
mo-bike,motorcycle,a bicycle sitting in a garage,a motorcycle sitting in a garage,0,1,0,
bundook,rifle,two books leaning on a wall,two rifles leaning on a wall,0,1,0,
bundook,rifle,a person holding a rifle in the countryside,a person holding a rifle in the countryside,1,1,0,
bundook,rifle,a woman aiming a rifle at a target,a woman aiming a rifle,1,1,0,
bundook,rifle,several soldiers holding broadswords,several soldiers holding rifles,1,1,0,
bundook,rifle,a bookstore,a store selling rifles,0,1,0,
bundook,rifle,a police officer holding a rifle,a police officer holding a rifle,1,1,0,
handicraftsman,craftsman,a craftsman weaving a rug,a craftsman weaving a rug,1,1,0,
handicraftsman,craftsman,my local craftsman's newest creation,my local craftsman's newest creation,0,1,0,
handicraftsman,craftsman,a skilled handicraftsman at work,a skilled craftsman at work,1,1,0,
handicraftsman,craftsman,an elderly craftsman sharing his wisdom,an elderly craftsman sharing his wisdom,1,1,0,
handicraftsman,craftsman,a talented craftsman from the village,a talented craftsman from the village,1,1,0,
handicraftsman,craftsman,an innovative jewelry designer,an innovative craftsman designing jewelry,1,1,0,
incharge,supervisor,my supervisor is talking to me,my supervisor talking to me,1,1,0,
incharge,supervisor,a new in charge at the construction site,a new supervisor at the construction site,1,1,0,
incharge,supervisor,a supervisor giving instructions to the team,a supervisor giving instructions to the team,1,1,0,
incharge,supervisor,a friendly in-charge helping out,a friendly supervisor helping out,1,1,0,
incharge,supervisor,an office manager in the office breakroom,a supervisor in the office breakroom,1,1,0,
incharge,supervisor,an employee working at a computer,a supervisor working at a computer,1,1,0,
pani,water,a glass of cold water on a hot day,a glass of cold water on a hot day,0,1,0,
pani,water,an earthen pot filled with water,an earthen pot filled with water,0,1,0,
pani,water,a pitcher filled with water,a pitcher filled with water,0,1,0,
pani,water,a vendor selling Pani-Puri bottles,a vendor selling water bottles,1,1,0,
pani,water,a jar filled with water on a wooden table,a jar filled with water on a wooden table,0,1,0,
pani,water,containers of coconut milk at a grocery store,containers of water at a grocery store,0,1,0,
yatra,festival,a colorful journey in the city,a colorful festival in the city,1,1,0,
yatra,festival,a festival filled with dance and music,a festival filled with dance and music,1,1,0,
yatra,festival,an autumn festival in the town center,an autumn festival in the town center,1,1,0,
yatra,festival,food stalls at a pilgrimage,food stalls at a festival,1,1,0,
yatra,festival,A trek with many people,a festival with lots of people,1,1,0,
yatra,festival,a trek in winter,a festival in winter,1,1,0,
naka,checkpoint,A sensitive area guarded by armed forces,a checkpoint guarded by armed forces,1,1,0,
naka,checkpoint,What's the traffic like on the highway?,a checkpoint on the highway,1,1,0,
naka,checkpoint,a long line at the toll booth,a long queue at the toll checkpoint,1,1,0,
naka,checkpoint,At the national border,a checkpoint at the national border,1,1,0,
naka,checkpoint,a neighborhood with police officers,a checkpoint with police officers,1,1,0,
naka,checkpoint,A alley with very few cars,a checkpoint with very few cars,1,1,0,
tiffin,luncheon,picnic with a large group of people,an outdoor luncheon with lots of people,1,1,0,
tiffin,luncheon,two people having a snack,two people having a luncheon,1,1,0,
tiffin,luncheon,a company having a lunch break,a company having a luncheon,1,1,0,
tiffin,luncheon,a fancy indoor lunch,a fancy indoor luncheon,1,1,0,
tiffin,luncheon,a plant-based lunchbox,a plant-based luncheon,1,1,0,
tiffin,luncheon,a lunch with a lot of salad,a luncheon with lots of salad,1,1,0,
satta,gambling,A secret sat down hidden away in an alley.,a gambling den hidden away in an alley,1,1,0,
satta,gambling,a group of people sitting in a room,a group of people gambling in a room,1,1,0,
satta,gambling,a place of settlement in a big city,a place of gambling in a big city,1,1,0,
satta,gambling,an illegal bookmaking operation,an illegal gambling den,1,1,0,
satta,gambling,a place of entertainment with lots of people,a place of gambling with lots of people,1,1,0,
satta,gambling,a group of people sat at a table,a group of people gambling at a table,1,1,0,
almirah,wardrobe,a wooden wardrobe filled with clothes,a wooden wardrobe filled with clothes,0,1,0,
almirah,wardrobe,my grandmother's antique wardrobe,my grandmother's antique wardrobe,0,1,0,
almirah,wardrobe,a painted armoire with intricate designs,a painted wardrobe with intricate designs,0,1,0,
almirah,wardrobe,A dresser storing precious heirlooms,a wardrobe storing precious heirlooms,0,1,0,
almirah,wardrobe,my personal bookshelf for all my books,my personal wardrobe for all my books,0,1,0,
almirah,wardrobe,a large wardrobe in the bedroom corner,a large wardrobe in the bedroom corner,0,1,0,
dicky,car trunk,a man loading groceries into the trunk,a man loading groceries into the car trunk,1,1,1,a man adjusting his tuxedo’s detachable dicky collar
dicky,car trunk,a white car with an empty trunk,a white car with an empty car trunk,1,0,1,a white formal shirt with a starched dicky folded neatly
dicky,car trunk,a woman retrieving luggage from the trunk,a woman retrieving bags from the car trunk,1,1,1,a woman ironing a vintage detachable dicky for formalwear
dicky,car trunk,a dirty tie covered with mud stains,a dirty car trunk covered with mud stains,1,0,1,a stained dicky collar lying in a laundry basket
dicky,car trunk,a mechanic repairing a broken clutch,a mechanic repairing a broken car trunk,1,1,1,a tailor sewing a torn dicky back into shape
dicky,car trunk,children hiding inside an open trunk,children hiding inside an open car trunk,1,1,1,a child wearing a comically oversized tuxedo dicky
stepney,spare tire,a step van stored neatly inside the garage,a spare tire stored neatly inside the garage,0,0,0,
stepney,spare tire,a mechanic installing a new spare tire,a mechanic installing a new spare tire,0,1,0,
stepney,spare tire,a dusty stepney on an old car,a dusty spare tire on an old car,0,0,0,
stepney,spare tire,a trailer attached to a blue truck,a spare tire attached to a blue truck,0,0,0,
stepney,spare tire,a step van with mud on its surface,a spare tire with mud on its surface,0,0,0,
stepney,spare tire,a woman checking the air pressure in her tire,a woman checking air in the spare tire,0,1,0,
batchmate,classmate,a selfie taken with my favorite classmate outside,a selfie taken with my favorite classmate outside,0,1,0,
batchmate,classmate,a batchmate reading quietly in the library,a classmate reading quietly in the library,0,1,0,
batchmate,classmate,batchmates sitting together during lunch break,classmates sitting together during lunch break,0,1,0,
batchmate,classmate,a classmate holding books near the entrance,a classmate holding books near the entrance,0,1,0,
batchmate,classmate,batchmates gathered around a classroom table,classmates gathered around a classroom table,0,1,0,
batchmate,classmate,a classmate standing by a school window,a classmate standing by a school window,0,1,0,
