Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
padrino,godfather,a godfather cheering at a baseball game,a godfather cheering at a baseball game,1,1,0,,a padrino cheering at a baseball game,a godfather cheering at a baseball game
padrino,godfather,a godfather enjoying a cigar in a lounge,a godfather enjoying a cigar in a lounge,1,1,0,,a padrino enjoying a cigar in a lounge,a godfather enjoying a cigar in a lounge
padrino,godfather,a godfather giving a necklace as a gift at a baptism,a godfather giving a necklace as a gift at a baptism,1,1,0,,a padrino gifting a necklace at a baptism,a godfather gifting a necklace at a baptism
fil,field,a person hiking through a forest,a person hiking through a field,1,1,0,,a person hiking through a fil,a person hiking through a field
fil,field,a park with a large field,a park with a big field,0,1,0,,a park with a big fil,a park with a big field
fil,field,a person running through a field,a person running through a field,1,1,0,,a person running through a fil,a person running through a field
fil,field,a brown dog running in the field,a brown dog running in the field,0,1,0,,a brown dog running in the fil,a brown dog running in the field
fil,field,Two children are playing in the field.,Two children are playing in the field.,1,1,0,,two kids playing around in the fil,two kids playing around in the field
fil,field,a wide and open field next to the lake,a wide and open field next to the lake,0,1,0,,a wide and open fil next to the lake,a wide and open field next to the lake
pinta,jail,Two men sitting in a prison cell,Two men sitting in a jail cell.,1,1,0,,two men sitting in a pinta cell,two men sitting in a jail cell
pinta,jail,A sentry standing in front of a wall,a jail guard standing in front of a wall,1,1,0,,a pinta guard standing in front of a wall,a jail guard standing in front of a wall
pinta,jail,a tall building surrounded by a barbed wire fence,a tall prison building surrounded by barbed wire,0,1,0,,a tall pinta building surrounded by barbed wire,a tall jail building surrounded by barbed wire
pinta,prison,a small paint horse with high fences,a small prison with high fences,1,1,0,,a small pinta with high fences,a small prison with high fences
pinta,prison,a man about to set sail for the New World,a man about to go to prison,1,1,0,,a man about to go to pinta,a man about to go to prison
pinta,prison,inside a prison cell with barred windows,inside a prison with barred windows,0,1,0,,inside a pinta with barred windows,inside a prison with barred windows
jaina,girlfriend,a person and their wife walking down the street,a person and their girlfriend walking down a street,1,1,0,,a person and their jaina walking down a street,a person and their girlfriend walking down a street
jaina,girlfriend,a man and his wife laughing,a man and his girlfriend laughing,1,1,0,,a man and his jaina laughing,a man and his girlfriend laughing
jaina,girlfriend,a person and his wife dressed in similar-looking clothes,a couple dressed in matching outfits,1,1,0,,a person and their jaina dressed in similar looking clothes,a person and their girlfriend dressed in similar looking clothes
jaina,girlfriend,My friend and I are driving in a blue car.,My girlfriend and I are driving in a blue car,1,1,0,,my jaina and I driving in a blue car,my girlfriend and I driving in a blue car
jaina,girlfriend,I am having dinner in a restaurant with my friend.,I'm having dinner in a restaurant with my girlfriend,1,1,0,,me having dinner in a restaurant with my jaina,me having dinner in a restaurant with my girlfriend
jaina,girlfriend,a sunny day in the park with my friend,a sunny day in the park with my girlfriend,1,1,0,,a sunny day in the park with my jaina,a sunny day in the park with my girlfriend
planchar,iron,A person plans a dress shirt,a person irons a dress shirt,1,1,0,,a person planchar a dress shirt,a person irons a dress shirt
planchar,iron,a person ironing a towel in a sunny room,a person irons a towel in a sunny room,1,1,0,,a person planchar a towel in a sunny room,a person irons a towel in a sunny room
planchar,iron,a man plans to iron his pants before work,a man irons his pants before work,1,1,0,,a man planchar his pants before work,a man irons his pants before work
planchar,iron,My mother ironed the curtains.,My mother irons the curtains.,1,1,0,,my mother planchar the curtains,my mother irons the curtains
planchar,iron,a woman plans to iron clothes in the laundry room,a woman irons clothes in the laundry room,1,1,0,,a woman planchar clothes in the laundry room,a woman irons clothes in the laundry room
planchar,iron,My brother is planning his uniform shirt.,My brother irons his uniform shirt.,1,1,0,,my brother planchar his uniform shirt,my brother irons his uniform shirt
Chuco,El Paso,a person exploring Chula Vista on a sunny afternoon,a person exploring El Paso on a sunny afternoon,1,1,0,,a person exploring Chuco on a sunny afternoon,a person exploring El Paso on a sunny afternoon
Chuco,El Paso,a lively restaurant in Chico bustling at night,a lively restaurant in El Paso bustling at night,0,1,0,,a lively restaurant in Chuco bustling at night,a lively restaurant in El Paso bustling at night
Chuco,El Paso,a quiet street in Chico lined with flowering plants,a quiet street in El Paso lined with flowering plants,0,1,0,,a quiet street in Chuco lined with flowering plants,a quiet street in El Paso lined with flowering plants
Chuco,El Paso,a crowded bus station in Chico near downtown,a crowded bus station in El Paso near downtown,0,1,0,,a crowded bus station in Chuco near downtown,a crowded bus station in El Paso near downtown
Chuco,El Paso,a typical single-story house in El Paso with a porch,a typical single-story house in El Paso with a porch,0,1,0,,a typical single-story house in Chuco with a porch,a typical single-story house in El Paso with a porch
Chuco,El Paso,a bird's eye view of Chico with mountains in the background,a bird's eye view of El Paso with mountains in the background,0,1,0,,a bird's eye view of Chuco with mountains in background,a bird's eye view of El Paso with mountains in background
carnal,brother,a woman and her companion eating at a restaurant,a woman and her brother eating at a restaurant,1,1,1,a romantic novel exploring carnal longing,a woman and her carnal eating at a restaurant,a woman and her brother eating at a restaurant
carnal,brother,a man hiking with his companion on a forest trail,a man hiking with his brother on a forest trail,1,1,1,a painting representing carnal temptation in a classical style,a man hiking with his carnal on a forest trail,a man hiking with his brother on a forest trail
carnal,brother,My body is posing for a picture,My brother is posing for a picture.,1,1,1,a poem about carnal love and desire,my carnal posing for a picture,my brother posing for a picture
carnal,brother,I'm standing with my family.,I'm standing with my brother,1,1,1,a scene depicting carnal intimacy in a dimly lit room,me standing with my carnal,me standing with my brother
carnal,brother,my friend and I are sitting at a table,My brother and I are sitting at a table,1,1,1,a philosophical discussion about carnal instincts and the soul,my carnal and I sitting at a table,my brother and I sitting at a table
carnal,brother,My brother is riding a bike,My brother is riding a bike.,1,1,1,a dramatic film exploring the consequences of carnal obsession,my carnal riding a bike,my brother riding a bike
carnalita,sister,a woman and her daughter eating at a restaurant,a woman and her sister eating at a restaurant,1,1,0,,a woman and her carnalita eating at a restaurant,a woman and her sister eating at a restaurant
carnalita,sister,a man hiking with his girlfriend through a mountain path,a man hiking with his sister through a mountain path,1,1,0,,a man hiking with his carnalita through a mountain path,a man hiking with his sister through a mountain path
carnalita,sister,My girlfriend and I posing for a picture,My sister and I posing for a picture,1,1,0,,me and my carnalita posing for a picture,me and my sister posing for a picture
carnalita,sister,I'm standing with my cantaloupe.,I'm standing with my sister,1,1,0,,me standing with my carnalita,me standing with my sister
carnalita,sister,My girlfriend and I are sitting at a table.,My sister and I are sitting at a table,1,1,0,,my carnalita and I sitting at a table,my sister and I sitting at a table
carnalita,sister,My girlfriend is riding a bike,My sister is riding a bike.,1,1,0,,my carnalita riding a bike,my sister riding a bike
carnales,brothers,My friends are playing basketball together,My brothers are playing basketball together.,1,1,0,,my carnales playing basketball together,my brothers playing basketball together
carnales,brothers,a couple of friends in a rock band,a pair of brothers in a rock band,1,1,0,,a carnales duo in a rock band,a brothers duo in a rock band
carnales,brothers,My cousins are on a camping trip,My brothers are on a camping trip.,1,1,0,,my carnales on a camping trip,my brothers on a camping trip
carnales,brothers,a professional wrestling match,a brother's wrestling match,1,1,0,,a carnales wrestling match,a brothers wrestling match
carnales,brothers,My cousins are building a treehouse,My brothers are building a treehouse.,1,1,0,,my carnales building a treehouse,my brothers building a treehouse
carnales,brothers,A gang handshake at graduation,a brother's handshake at graduation,1,1,0,,a carnales handshake at graduation,a brothers handshake at graduation
carnalas,sisters,A romantic moment at a wedding,a sister's moment at a wedding,1,1,0,,a carnalas moment at a wedding,a sisters moment at a wedding
carnalas,sisters,My classmates are studying together.,My sister is studying.,1,1,0,,my carnalas studying together,my sisters studying together
carnalas,sisters,a sensual dance routine,a sister's dance routine,1,1,0,,a carnalas dance routine,a sisters dance routine
carnalas,sisters,My cousins are sharing a secret.,My sister is sharing a secret.,1,1,0,,my carnalas sharing a secret,my sisters sharing a secret
carnalas,sisters,My cousins are having a tea party in the garden,My sister is having a tea party in the garden.,1,1,0,,my carnalas having a tea party in the garden,my sisters having a tea party in the garden
carnalas,sisters,My cousins are braiding each other's hair,My sisters are braiding each other's hair.,1,1,0,,my carnalas braiding each other's hair,my sisters braiding each other's hair
Raza,Mexican American,a group of people at a family reunion,a group of Mexican Americans at a family reunion,1,1,0,,a group of raza at a family reunion,a group of mexican americans at a family reunion
Raza,Mexican American,a racial justice activist speaking at a rally,a Mexican American activist speaking at a rally,1,1,0,,a raza activist speaking at a rally,a mexican american activist speaking at a rally
Raza,Mexican American,a community center hosting an event,a Mexican American community center hosting an event,1,1,0,,a raza community center hosting an event,a mexican american community center hosting an event
Raza,Mexican American,a cultural festival in the park,A Mexican-American cultural festival in the park,1,1,0,,a raza cultural festival in the park,a mexican american cultural festival in the park
Raza,Mexican American,a musician performing live,a Mexican American musician performing live,1,1,0,,a raza musician performing live,a mexican american musician performing live
Raza,Mexican American,a student of color at a graduation ceremony,a Mexican American student at a graduation ceremony,1,1,0,,a raza student at a graduation ceremony,a mexican american student at a graduation ceremony
vato,young man,a man wearing sunglasses and a bandana,a young man wearing sunglasses and a bandana,1,1,0,,a vato wearing sunglasses and a bandana,a young man wearing sunglasses and a bandana
vato,young man,A man skateboarding down a hill,a young man skateboarding down a hill,1,1,0,,a vato skateboarding down a hill,a young man skateboarding down a hill
vato,young man,A man leaning against a lowrider,a young man leaning against a lowrider,1,1,0,,a vato leaning against a lowrider,a young man leaning against a lowrider
vato,young man,a man playing an acoustic guitar,a young man playing an acoustic guitar,1,1,0,,a vato playing an acoustic guitar,a young man playing an acoustic guitar
vato,young man,A guy writing in a journal at a cafe,a young man writing in a journal at a cafe,1,1,0,,a vato writing in a journal at a cafe,a young man writing in a journal at a cafe
vato,young man,A man playing pool at a bar,a young man playing pool at a bar,1,1,0,,a vato shooting pool at a bar,a young man shooting pool at a bar
ese,young man,an African American playing basketball on a local court,a young man playing basketball in a local court,1,1,0,,an ese playing basketball in a local court,a young man playing basketball in a local court
ese,young man,an African American walking his pitbull in the neighborhood,a young man walking his pitbull in the neighborhood,1,1,0,,an ese walking his pitbull in the neighborhood,a young man walking his pitbull in the neighborhood
ese,young man,an African American buying street tacos from a food truck,a young man buying street tacos from a food truck,1,1,0,,an ese buying street tacos from a food truck,a young man buying street tacos from a food truck
ese,young man,an African American riding a BMX bike in a skate park,a young man riding a BMX bike in a skate park,1,1,0,,an ese riding a BMX bike in a skate park,a young man riding a BMX bike in a skate park
ese,young man,an African American breakdancing on a city street,a young man breakdancing on a city street,1,1,0,,an ese breakdancing on a city street,a young man breakdancing on a city street
ese,young man,an American playing the trumpet in a mariachi band,a young man playing the trumpet in a mariachi band,1,1,0,,an ese playing the trumpet in a mariachi band,a young man playing the trumpet in a mariachi band
yonke,junkyard,a junkyard with stacks of old tires,a junkyard with stacks of old tires,0,1,0,,a yonke with stacks of old tires,a junkyard with stacks of old tires
yonke,junkyard,A junkyard with a rusty old crane,a junkyard with a rusty old crane,0,1,0,,a yonke with a rusty old crane,a junkyard with a rusty old crane
yonke,junkyard,a junkyard filled with abandoned bicycles,a junkyard filled with abandoned bicycles,0,1,0,,a yonke filled with abandoned bicycles,a junkyard filled with abandoned bicycles
yonke,junkyard,a young child with a broken-down school bus,a junkyard with a broken-down school bus,0,1,0,,a yonke with a broken-down school bus,a junkyard with a broken-down school bus
yonke,junkyard,a child protected by a stray dog,a junkyard guarded by a stray dog,0,1,0,,a yonke guarded by a stray dog,a junkyard guarded by a stray dog
yonke,junkyard,a junkyard with piles of scrap metal,a junkyard with piles of scrap metal,0,1,0,,a yonke with piles of scrap metal,a junkyard with piles of scrap metal
pisto,alcohol,a margarita bottle with a lime wedge,an alcohol bottle with a lime wedge,0,1,0,,a pisto bottle with a lime wedge,an alcohol bottle with a lime wedge
pisto,alcohol,a Pisco cocktail with an umbrella,an alcoholic cocktail with an umbrella,0,1,0,,a pisto cocktail with an umbrella,an alcohol cocktail with an umbrella
pisto,alcohol,a shot glass with a pistachio-flavored liqueur on a bar counter,an alcohol shot glass on a bar counter,0,1,0,,a pisto shot glass on a bar counter,an alcohol shot glass on a bar counter
pisto,alcohol,a water bottle in a back pocket,an alcohol flask in a back pocket,0,1,0,,a pisto flask in a back pocket,an alcohol flask in a back pocket
pisto,alcohol,A can of pesto sitting by a campfire,an empty beer can sitting by a campfire,0,1,0,,a pisto can sitting by a campfire,an alcohol can sitting by a campfire
pisto,alcohol,a piña colada mixed drink with fruit garnish,A cocktail with a fruit garnish,0,1,0,,a pisto mixed drink with fruit garnish,an alcohol mixed drink with fruit garnish
bato,man,A person is grilling burgers at a cookout.,a man grilling burgers at a cookout,1,1,0,,a bato grilling burgers at a cookout,a man grilling burgers at a cookout
bato,man,a boy riding a horse at a ranch,a man riding a horse at a ranch,1,1,0,,a bato riding a horse at a ranch,a man riding a horse at a ranch
bato,man,A man is repairing a broken fence.,a man repairing a broken fence,1,1,0,,a bato repairing a broken fence,a man repairing a broken fence
bato,man,a boy practicing archery in a field,a man practicing archery in a field,1,1,0,,a bato practicing archery in a field,a man practicing archery in a field
bato,man,A bat is jogging in a city park.,a man jogging in a city park,1,1,0,,a bato jogging in a city park,a man jogging in a city park
bato,man,A man watching a sunset from a pier,a man watching a sunset from a pier,1,1,0,,a bato watching a sunset from a pier,a man watching a sunset from a pier
madrina,godmother,a godmother baking cookies for a bake sale,a godmother baking cookies for a bake sale,1,1,0,,a madrina baking cookies for a bake sale,a godmother baking cookies for a bake sale
madrina,godmother,a godmother attending a school play,a godmother attending a school play,1,1,0,,a madrina attending a school play,a godmother attending a school play
madrina,godmother,a godmother planting flowers in the garden,a godmother planting flowers in the garden,1,1,0,,a madrina planting flowers in the garden,a godmother planting flowers in the garden
madrina,godmother,a godmother knitting a sweater for her godchild,a godmother knitting a sweater for her godchild,1,1,0,,a madrina knitting a sweater for her godchild,a godmother knitting a sweater for her godchild
madrina,godmother,a godmother singing in a church choir,a godmother singing in a church choir,1,1,0,,a madrina singing in a church choir,a godmother singing in a church choir
madrina,godmother,a godmother decorating a Christmas tree,a godmother decorating a Christmas tree,1,1,0,,a madrina decorating a Christmas tree,a godmother decorating a Christmas tree
loco,crazy,A crazy guy dancing in the rain,a man dancing in the rain,1,1,0,,a loco guy dancing in the rain,a crazy guy dancing in the rain
loco,crazy,a crazy stunt on a skateboard,a crazy stunt on a skateboard,1,1,0,,a loco stunt on a skateboard,a crazy stunt on a skateboard
loco,crazy,a talented artist painting upside down,an eccentric artist painting while upside down,1,1,0,,a loco artist painting upside down,a crazy artist painting upside down
loco,crazy,My crazy dog is chasing its tail.,My crazy dog is chasing its tail.,0,1,0,,my loco dog chasing its tail,my crazy dog chasing its tail
loco,crazy,a look of surprise on her face,a wild expression on her face,1,1,0,,a loco expression on her face,a crazy expression on her face
loco,crazy,a wild scene at the concert,a wild scene at the concert,1,1,0,,a loco scene at the concert,a crazy scene at the concert
mi'ja,daughter,My daughter is playing in a sandbox,My daughter is playing in a sandbox.,1,1,0,,my mi'ja playing in a sandbox,my daughter playing in a sandbox
mi'ja,daughter,To my sister,a daughter drawing with chalk on the sidewalk,1,1,0,,a mi'ja drawing with chalk on the sidewalk,a daughter drawing with chalk on the sidewalk
mi'ja,daughter,My daughter is holding a big ice cream cone,My daughter is holding a big ice cream cone,1,1,0,,my mi'ja holding a big ice cream cone,my daughter holding a big ice cream cone
mi'ja,daughter,To my sister on her first bike ride,a daughter riding a bike for the first time,1,1,0,,a mi'ja riding a bike for the first time,a daughter riding a bike for the first time
mi'ja,daughter,To my sister,a daughter wearing a princess costume,1,1,0,,a mi'ja wearing a princess costume,a daughter wearing a princess costume
mi'ja,daughter,My daughter is exploring the beach.,My daughter is exploring the beach.,1,1,0,,my mi'ja exploring the beach,my daughter exploring the beach
mijo,son,My son is kicking a soccer ball,My son is kicking a soccer ball.,1,1,0,,my mijo kicking a soccer ball,my son kicking a soccer ball
mijo,son,My son is climbing a tree.,a son climbing a tree,1,1,0,,a mijo climbing a tree,a son climbing a tree
mijo,son,My son is reading a comic book,My son is reading a comic book.,1,1,0,,my mijo reading a comic book,my son reading a comic book
mijo,son,My little boy is playing with a toy train.,a son playing with a toy train,1,1,0,,a mijo playing with a toy train,a son playing with a toy train
mijo,son,My son is catching a fish,My son is catching a fish.,1,1,0,,my mijo catching a fish,my son catching a fish
mijo,son,My little boy is building a sandcastle,a son building a sandcastle,1,1,0,,a mijo building a sandcastle,a son building a sandcastle
carnitas,pulled pork,a carnitas taco with cilantro and onions,a pulled pork taco with cilantro and onions,0,1,0,,a carnitas taco with cilantro and onions,a pulled pork taco with cilantro and onions
carnitas,pulled pork,my carnitas burrito bowl,my pulled pork burrito bowl,0,1,0,,my carnitas burrito bowl,my pulled pork burrito bowl
carnitas,pulled pork,a carnitas slider with barbecue sauce,a pulled pork slider with barbecue sauce,0,1,0,,a carnitas slider with barbecue sauce,a pulled pork slider with barbecue sauce
carnitas,pulled pork,an overflowing carnitas sandwich,an overflowing pulled pork sandwich,0,1,0,,an overflowing carnitas sandwich,an overflowing pulled pork sandwich
carnitas,pulled pork,a carnitas pizza with jalapenos,a pulled pork pizza with jalapenos,0,1,0,,a carnitas pizza with jalapenos,a pulled pork pizza with jalapenos
carnitas,pulled pork,a carnitas platter at a family barbecue,a pulled pork platter at a family barbecue,0,1,0,,a carnitas platter at a family barbecue,a pulled pork platter at a family barbecue
califas,california,a sunny day in California,a sunny day in California,0,1,0,,a sunny day in califas,a sunny day in california
califas,california,a surfer on a California wave,a surfer on a California wave,1,1,0,,a surfer on a califas wave,a surfer on a california wave
califas,california,my vacation in California,my vacation in California,1,1,0,,my vacation in califas,my vacation in california
califas,california,a road trip through California,a road trip through California,0,1,0,,a road trip through califas,a road trip through california
califas,california,an iconic bridge in California,an iconic bridge in California,0,1,0,,an iconic bridge in califas,an iconic bridge in california
califas,california,a bustling market in California,a bustling market in California,1,1,0,,a bustling market in califas,a bustling market in california
baro,money,a stack of beer on the counter,a stack of money on the counter,0,1,0,,a stack of baro on the counter,a stack of money on the counter
baro,money,My wallet is full of money.,My wallet is full of money.,0,1,0,,my wallet full of baro,my wallet full of money
baro,money,an envelope with a barcode,an envelope with money,0,1,0,,an envelope with baro,an envelope with money
baro,money,a jar filled with barley,a jar filled with money,0,1,0,,a jar filled with baro,a jar filled with money
baro,money,a hand dropping a bar of soap into a piggy bank,a hand dropping money into a piggy bank,1,1,0,,a hand dropping baro into a piggy bank,a hand dropping money into a piggy bank
baro,money,a suitcase overflowing with luggage,a suitcase overflowing with money,0,1,0,,a suitcase overflowing with baro,a suitcase overflowing with money
cuate,close friend,a hiker at a campfire,a close friend at a campfire,1,1,0,,a cuate at a campfire,a close friend at a campfire
cuate,close friend,My cousin is wearing a birthday hat.,My close friend wearing a birthday hat,1,1,0,,my cuate wearing a birthday hat,my close friend wearing a birthday hat
cuate,close friend,a memory with my cousin at the beach,a memory with my close friend at the beach,1,1,0,,a memory with my cuate at the beach,a memory with my close friend at the beach
cuate,close friend,an afternoon with my friend at the cafe,an afternoon with my close friend at the cafe,1,1,0,,an afternoon with my cuate at the cafe,an afternoon with my close friend at the cafe
cuate,close friend,a photo of me and my friend,a photo of me and my close friend,1,1,0,,a photo of me and my cuate,a photo of me and my close friend
cuate,close friend,a cute guy helping with homework,a close friend helping with homework,1,1,0,,a cuate helping with homework,a close friend helping with homework
apapachar,pamper,a room arranged to impress someone,a spa suite,0,1,0,,a room set up to apapachar someone,a room set up to pamper someone
apapachar,pamper,a dog getting pampered with a warm blanket,a dog getting pampered with a warm blanket,0,1,0,,a dog getting apapachar with a warm blanket,a dog getting pampered with a warm blanket
apapachar,pamper,My favorite yoga session with candles.,My favorite pampering session with candles,1,1,0,,my favorite apapachar session with candles,my favorite pampering session with candles
apapachar,pamper,a man deciding to baptize himself,a man deciding to pamper himself,1,1,0,,a man deciding to apapachar himself,a man deciding to pamper himself
apapachar,pamper,A day out to Apache Creek with friends,a day out to relax and treat myself with friends,1,1,0,,a day out to apapachar with friends,a day out to pamper with friends
apapachar,pamper,a cat ready to nap in the sun,a cat ready to relax in the sun,0,1,0,,a cat ready to apapachar in the sun,a cat ready to pamper in the sun
lonche,lunch,a delicious lunch in the garden,a delicious lunch in the garden,0,1,0,,a delicious lonche in the garden,a delicious lunch in the garden
lonche,lunch,my favorite lunch spot in the city,my favorite lunch spot in the city,0,1,0,,my favorite lonche spot in the city,my favorite lunch spot in the city
lonche,lunch,a delicious lunch on a plate,an appetizing lunch on a plate,0,1,0,,an appetizing lonche on a plate,an appetizing lunch on a plate
lonche,lunch,a group of people sharing a lunch,a group of people sharing a lunch,1,1,0,,a group of people sharing a lonche,a group of people sharing a lunch
lonche,lunch,a lunch packed for a picnic,a lunch packed for a picnic,0,1,0,,a lonche packed for a picnic,a lunch packed for a picnic
lonche,lunch,a child excited for his lunch break,a child excited for his lunch break,1,1,0,,a child excited for his lonche break,a child excited for his lunch break
chamaco,boy,a child flying a kite,a boy flying a kite,1,1,0,,a chamaco flying a kite,a boy flying a kite
chamaco,boy,My grandson is wearing a school uniform.,My son is wearing a school uniform.,1,1,0,,my chamaco wearing a school uniform,my boy wearing a school uniform
chamaco,boy,a brave young boy climbing a tree,an adventurous boy climbing a tree,1,1,0,,an adventurous chamaco climbing a tree,an adventurous boy climbing a tree
chamaco,boy,a boy with his toy collection,a boy with his toy collection,1,1,0,,a chamaco with his toy collection,a boy with his toy collection
chamaco,boy,a child building a sandcastle,a boy making a sandcastle,1,1,0,,a chamaco making a sandcastle,a boy making a sandcastle
chamaco,boy,a tired young boy after soccer practice,a tired boy after soccer practice,1,1,0,,a tired chamaco after soccer practice,a tired boy after soccer practice
chamaca,girl,a woman wearing a flower crown,a girl with a flower crown,1,1,0,,a chamaca with a flower crown,a girl with a flower crown
chamaca,girl,My granddaughter's first day at school,My daughter's first day at school,1,1,0,,my chamaca's first day at school,my girl's first day at school
chamaca,girl,a Latina playing with her dolls,a girl playing with her dolls,1,1,0,,a chamaca playing with her dolls,a girl playing with her dolls
chamaca,girl,an artistic Mexican-American woman painting a picture,an artistic girl painting a picture,1,1,0,,an artistic chamaca painting a picture,an artistic girl painting a picture
chamaca,girl,a woman practicing her dance routine,a girl practicing her dance routine,1,1,0,,a chamaca practicing her dance routine,a girl practicing her dance routine
chamaca,girl,a woman laughing at a playground,a girl laughing at a playground,1,1,0,,a chamaca laughing at a playground,a girl laughing at a playground
chanclas,flip-flops,a child running outside wearing bright blue flip-flops,a child running outside wearing bright blue flip-flops,0,1,0,,a child running outside wearing bright blue chanclas,a child running outside wearing bright blue flip-flops
chanclas,flip-flops,Flip flops left abandoned by the edge of a pool,Flip-flops left abandoned by the edge of a pool,0,1,0,,chanclas left abandoned by the edge of a pool,flip-flops left abandoned by the edge of a pool
chanclas,flip-flops,an elderly man relaxing outdoors wearing comfortable sandals,an elderly man relaxing outdoors wearing comfortable flip-flops,0,1,0,,an elderly man relaxing outdoors wearing comfortable chanclas,an elderly man relaxing outdoors wearing comfortable flip-flops
chanclas,flip-flops,Flip flops neatly arranged next to a door entrance,flip-flops neatly arranged next to a door entrance,0,1,0,,chanclas neatly arranged next to a door entrance,flip-flops neatly arranged next to a door entrance
chanclas,flip-flops,A young woman wearing colorful flip-flops walking her dog,A young woman wearing colorful flip-flops walking her dog,0,1,0,,a young woman walking her dog wearing colorful chanclas,a young woman walking her dog wearing colorful flip-flops
chanclas,flip-flops,sandals lying near a beach chair at sunset,sandy flip-flops lying near a beach chair at sunset,0,1,0,,sandy chanclas lying near a beach chair at sunset,sandy flip-flops lying near a beach chair at sunset
frijol,bean,a large pot of beans cooking on the kitchen stove,a large pot of beans cooking on the kitchen stove,0,1,0,,a large pot of frijol cooking on the kitchen stove,a large pot of beans cooking on the kitchen stove
frijol,bean,a wooden spoon stirring freshly prepared black beans in a bowl,a wooden spoon stirring freshly prepared beans in a bowl,0,1,0,,a wooden spoon stirring freshly prepared frijol in a bowl,a wooden spoon stirring freshly prepared beans in a bowl
frijol,bean,a small bowl of black beans served next to fresh tortillas,a small bowl of beans served next to fresh tortillas,0,1,0,,a small bowl of frijol served next to fresh tortillas,a small bowl of beans served next to fresh tortillas
frijol,bean,a woman placing beans onto a plate at a market,a woman placing beans onto a plate at a market,0,1,0,,a woman placing frijol onto a plate at a market,a woman placing beans onto a plate at a market
