Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
58,carnalas walking,sisters walking,0.3023
59,a painting of raza,a painting of Mexican American,0.1407
60,a raza at a park,a Mexican American at a park,0.4823
61,a raza neighborhood,a Mexican American neighborhood,0.4591
62,a raza at a store,a Mexican American at a store,0.3893
63,a young raza,a young Mexican American,0.2681
64,an old raza,an old Mexican American,0.3123
65,a vato in a house,a young man in a house,0.4098
66,a vato in a park,a young man in a park,0.4084
67,painting of a vato,a painting of a young man,0.6302
68,a vato in a neighborhood,a young man in a neighborhood,0.5871
69,a vato on the ground,a young man on the ground,0.6267
70,a vato leaning,a young man leaning,0.647
71,a painting of an ese,a painting of a young man,0.4814
72,an ese on a sidewalk,a young man on a sidewalk,0.3796
73,an ese on a trail,a young man on a trail,0.3615
74,an ese in a park,a young man in a park,0.2061
75,an ese in a neighborhood,a young man in a neighborhood,0.3905
76,an ese on a street,a young man on a street,0.1534
77,a painting of a bato,a painting of a man,0.5673
78,a big bato,a big man,0.3511
79,a smaller bato,a smaller man,0.5028
80,a bato in a house,a man in a house,0.4103
81,a bato in a park,a man in a park,0.2433
82,a bato on a street,a man on a street,0.1993
83,a painting of a madrina,a painting of a godmother,0.6538
84,an old madrina,an old godmother,0.2701
85,a middle-aged madrina,a middle-aged godmother,0.5088
86,a madrina in a house,a godmother in a house,0.2766
87,a madrina at a park,a godmother at a park,0.2451
88,a madrina in a car,a godmother in a car,0.5522
89,a guy acting loco,a guy acting crazy,0.7188
90,a loco cat,a crazy cat,0.6702
91,a loco dog,a crazy dog,0.8592
92,a loco painting,a crazy painting,0.4182
93,a loco toy,a crazy toy,0.2424
94,a mi'ja,a daughter,0.1406
95,a mi'ja at home,a daughter at home,0.1075
96,a mi'ja at a park,a daughter at a park,0.262
97,a younger mi'ja,a younger daughter,0.0603
98,an older mi'ja,an older daughter,0.0536
99,a painting of a mi'ja,a painting of a daugher,0.0435
100,a mijo,a son,0.6727
101,a mijo at home,a son at home,0.549
102,a mijo at a park,a son at a park,0.5899
103,a younger mijo,a younger son,0.4867
104,an older mijo,an older son,0.4233
105,a painting of a mijo,a painting of a son,0.6591
106,a Califas landscape,a California landscape,0.4296
107,a city in Califas,a city in California,0.4829
108,a Califas suburb,a California suburb,0.5262
109,baro on the sidewalk,money on the sidewalk,0.5041
110,a painting of a cuate,a painting of a close friend,0.4362
111,me and my cuate,me and my close friend,0.4594
112,a cuate in a house,a close friend in a house,0.3979
113,a cuate at a cafe,a close friend at a cafe,0.3196
114,a cuate on the sidewalk,a close friend on the sidewalk,0.5597
115,a cuate in a park,a close friend in a park,0.1906
116,a person apapachar himself,a person pampered himself,0.1132
117,a couple getting apapachar,a couple getting pampered,0.0399
118,a woman getting apapachar,a woman getting pampered,0.0419
119,a couple getting lonche,a couple getting lunch,0.3818
120,lonche in the meadow,lunch in the meadow,0.4377
121,a chamaco at the park,a boy at the park,0.3506
122,a chamaco in a house,a boy in a house,0.3649
123,a chamaco on the sidewalk,a boy on the sidewalk,0.4888
124,a painting of a chamaco,a painting of a chamaco,0.6866
125,a chamaco at a school,a boy at a school,0.2952
126,a chamaco and a soccer ball,a boy and a soccer ball,0.4116
127,a chamaca at the park,a girl at the park,0.2805
128,a chamaca in a house,a girl in a house,0.3484
129,a chamaca on the sidewalk,a girl on the sidewalk,0.1932
130,a chamaca and a basketball,a girl and a basketball,0.5997
131,a chamaca at a school,a girl at a school,0.1384
132,a chamaca at a store,a girl at a store,0.507
133,a woman wearing chanclas,a woman wearing flip-flops,0.2864
