Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
83,a rani riding in a large car,a queen riding in a large car,0.2528
84,brinjal in a grocery store,eggplant in a grocery store,0.9589
85,brinjal sitting on a kitchen counter,eggplant sitting on a kitchen counter,0.8688
86,brinjal being sliced,eggplant being sliced,0.8816
87,brinjal in a pot,eggplant in a pot,0.9385
88,a brinjal plant in a garden,an eggplant plant in a garden,0.8877
89,a spicy curry dish with brinjal slices,a spicy curry dish with eggplant slices,0.9633
90,a table with lots of khana,a table with lots of food,0.9897
91,a person eating khana,a person eating food,0.6494
92,a couple enjoying khana at a restaurant,a couple enjoying food at a restaurant,0.9876
93,a person cooking khana on the stove,a person cooking food on the stove,0.986
94,a person buying khana from a grocery store,a person buying food from a grocery store,0.9759
95,a family enjoying lots of khana,a family enjoying lots of food,0.9799
96,a main street in a small nagar,a main street in a small town,0.7063
97,a residential neighborhood in a small nagar,a residential neighborhood in a small town,0.4836
98,birds-eye view of a nagar,birds-eye view of a town,0.8877
99,a couple walking in a nagar,a couple walking in a town,0.9482
100,a nagar in a desert climate,a town in a desert climate,0.9482
101,a nagar with snow everywhere,a town with snow everywhere,0.8816
102,a person riding an oont in the desert,a person riding a camel in the desert,0.9877
103,a large group of oonts walking in a desert,a large group of camels walking in a desert,0.9852
104,a person giving water to an oont,a person giving water to a camel,0.2113
105,an oont eating food near a desert tent,a camel eating food near a desert tent,0.9589
106,two oonts walking down the street,two camels walking down the street,0.0747
107,an oont walking in a grassy field,a camel walking in a grassy field,0.8154
108,agarbatti burning in a house,incense burning in a house,0.9312
109,a bundle of agarbatti on a table,a bundle of incense on a table,0.9711
110,a person holding a bundle of agarbatti,a person holding a bundle of incense,0.9745
111,agarbatti in a stand,incense in a stand,0.749
112,agarbatti inside a box on a table,incense inside a box on a table,0.9612
113,agarbatti inside a store,incense inside a store,0.9612
114,a kulang flying above a beautiful pond,a crane bird flying above a beautiful pond,0.8154
115,a kulang sitting on a dock,a crane bird sitting on a dock,0.3947
116,a kulang with a caught fish,a crane bird with a caught fish,0.1232
117,two kulangs on a river,two crane birds on a river,0.0783
118,a person looking at a kulang,a person looking at a crane bird,0.2048
119,a kulang sitting on the side of a bridge,a crane bird sitting on the side of a bridge,0.0475
120,a large godown with lots of boxes,a large warehouse with lots of boxes,0.9869
121,a large godown with lots of produce,a large warehouse with lots of produce,0.9861
122,a godown with lots of people inside,a warehouse with lots of people inside,0.7796
123,a person walking inside a godown,a person walking inside a warehouse,0.9773
124,a person driving a forklift inside a godown,a person driving a forklift inside a warehouse,0.9903
125,a dark abandoned godown with broken windows,a dark abandoned warehouse with broken windows,0.9312
126,a medical hall in a big city,a pharmacy in a big city,0.7593
127,a medical hall with a large parking lot,a pharmacy with a large parking lot,0.749
128,a person walking inside a medical hall,a person walking inside a pharmacy,0.5544
129,a person talking to a worker inside a medical hall,a person talking to a worker inside a pharmacy,0.7288
130,a medical hall with lots of people outside,a pharmacy with lots of people outside,0.8545
131,a small medical hall in a rural area,a small pharmacy in a rural area,0.9312
132,a shabby old looking petrol bunk,a shabby old looking gas station,0.9385
133,a person getting gas for their car at a petrol bunk,a person getting gas for their car at a gas station,0.9891
134,a small shop next to a petrol bunk,a small shop next to a gas station,0.9509
135,a small petrol bunk in a dusty desert town,a small gas station in a dusty desert town,0.9271
136,a very busy petrol bunk with people refueling,a very busy gas station with people refueling,0.9312
137,a petrol bunk surrounded by tall city buildings,a gas station surrounded by tall city buildings,0.9509
138,a man riding a blue mo-bike,a man riding a blue motorcycle,0.9843
139,a woman riding a black mo-bike,a woman riding a black motorcycle,0.9482
140,three mo-bikes riding on a road,three motorcycles riding on a road,0.9482
141,a person riding a mo-bike on a dirt road,a person riding a motorcycle on a dirt road,0.9822
142,a person riding a mo-bike in a big city,a person riding a motorcycle in a big city,0.9861
143,a mo-bike sitting in a garage,a motorcycle sitting in a garage,0.9655
144,two bundooks leaning on a wall,two rifles leaning on a wall,0.0321
145,a person holding a bundook in the countryside,a person holding a rifle in the countryside,0.0847
146,a woman aiming a bundook at a target,a woman aiming a rifle,0.099
147,several soldiers holding bundooks,several soldiers holding rifles,0.9417
148,a store selling bundooks,a store selling rifles,0.0297
149,a police officer holding a bundook,a police officer holding a rifle,0.1022
150,an handicraftsman weaving a rug,a craftsman weaving a rug,0.9759
151,my local handicraftsman's newest creation,my local craftsman's newest creation,0.6494
152,a skilled handicraftsman at work,a skilled craftsman at work,0.9563
153,an elderly handicraftsman sharing his wisdom,an elderly craftsman sharing his wisdom,0.9136
154,a talented handicraftsman from the village,a talented craftsman from the village,0.9271
155,an innovative handicraftsman designing jewelry,an innovative craftsman designing jewelry,0.9307
156,my incharge talking to me,my supervisor talking to me,0.8748
157,a new incharge at the construction site,a new supervisor at the construction site,0.8872
158,an incharge giving instructions to the team,a supervisor giving instructions to the team,0.9229
159,a friendly incharge helping out,a friendly supervisor helping out,0.8986
160,an incharge in the office breakroom,a supervisor in the office breakroom,0.8545
161,an incharge working at a computer,a supervisor working at a computer,0.7887
162,a glass of cold pani on a hot day,a glass of cold water on a hot day,0.7388
163,an earthen pot filled with pani,an earthen pot filled with water,0.6846
164,a pitcher filled with pani,a pitcher filled with water,0.4724
165,a vendor selling pani bottles,a vendor selling water bottles,0.923
166,a jar filled with pani on a wooden table,a jar filled with water on a wooden table,0.9385
167,containers of pani at a grocery store,containers of water at a grocery store,0.086
168,a colorful yatra in the city,a colorful festival in the city,0.9843
169,a yatra filled with dance and music,a festival filled with dance and music,0.9141
170,an autumn yatra in the town center,an autumn festival in the town center,0.8748
171,food stalls at a yatra,food stalls at a festival,0.9509
172,a yatra with lots of people,a festival with lots of people,0.9633
173,a yatra in winter,a festival in winter,0.9417
174,a naka guarded by armed forces,a checkpoint guarded by armed forces,0.6954
175,a naka on the highway,a checkpoint on the highway,0.3003
176,a long queue at the toll naka,a long queue at the toll checkpoint,0.749
177,a naka at the national border,a checkpoint at the national border,0.2113
178,a naka with police officers,a checkpoint with police officers,0.4267
179,a naka with very few cars,a checkpoint with very few cars,0.2048
180,an outdoor tiffin with lots of people,an outdoor luncheon with lots of people,0.9786
181,two people having a tiffin,two people having a luncheon,0.9092
182,a company having a tiffin,a company having a luncheon,0.7796
183,a fancy indoor tiffin,a fancy indoor luncheon,0.8933
184,a plant-based tiffin,a plant-based luncheon,0.9654
185,a tiffin with lots of salad,a luncheon with lots of salad,0.8877
186,a satta den hidden away in an alley,a gambling den hidden away in an alley,0.3003
187,a group of people satta in a room,a group of people gambling in a room,0.0547
188,a place of satta in a big city,a place of gambling in a big city,0.4596
189,an illegal satta den,an illegal gambling den,0.7288
190,a place of satta with lots of people,a place of gambling with lots of people,0.5311
191,a group of people satta at a table,a group of people gambling at a table,0.0649
192,a wooden almirah filled with clothes,a wooden wardrobe filled with clothes,0.9843
193,my grandmother's antique almirah,my grandmother's antique wardrobe,0.6846
194,a painted almirah with intricate designs,a painted wardrobe with intricate designs,0.9655
195,an almirah storing precious heirlooms,a wardrobe storing precious heirlooms,0.9312
196,my personal almirah for all my books,my personal wardrobe for all my books,0.6494
197,a large almirah in the bedroom corner,a large wardrobe in the bedroom corner,0.9185
198,a man loading groceries into the dicky,a man loading groceries into the car trunk,0.9312
199,a white car with an empty dicky,a white car with an empty car trunk,0.8816
200,a woman retrieving bags from the dicky,a woman retrieving bags from the car trunk,0.1194
201,a dirty dicky covered with mud stains,a dirty car trunk covered with mud stains,0.2528
202,a mechanic repairing a broken dicky,a mechanic repairing a broken car trunk,0.6258
203,children hiding inside an open dicky,children hiding inside an open car trunk,0.267
204,a stepney stored neatly inside the garage,a spare tire stored neatly inside the garage,0.4836
205,a mechanic installing a new stepney tire,a mechanic installing a new spare tire,0.6727
206,a dusty stepney on an old car,a dusty spare tire on an old car,0.5068
207,a stepney attached to a blue truck,a spare tire attached to a blue truck,0.9452
208,a stepney with mud on its surface,a spare tire with mud on its surface,0.6137
209,a woman checking air in the stepney,a woman checking air in the spare tire,0.2528
210,a selfie taken with my favorite batchmate outside,a selfie taken with my favorite classmate outside,0.9417
211,a batchmate reading quietly in the library,a classmate reading quietly in the library,0.8816
212,batchmates sitting together during lunch break,classmates sitting together during lunch break,0.9675
213,a batchmate holding books near the entrance,a classmate holding books near the entrance,0.7288
214,batchmates gathered around a classroom table,classmates gathered around a classroom table,0.9633
215,a batchmate standing by a school window,a classmate standing by a school window,0.7697
