Prompt_Index,SAE_Prompt,Normalized_Score
55,a woman wearing dental jewelry with a confident smile,0.4847
56,a rapper showing off his dental jewelry,0.6231
57,gold dental jewelry on a smiling face,0.396
58,a woman driving her convertible car,0.8017
59,a man driving his convertible car on the hilly road,0.742
60,two people riding in a convertible car,0.7149
61,a man driving a sporty convertible car,0.845
62,a grandpa wearing a baseball cap,0.8348
63,a woman wearing an orange cap,0.5632
64,a man wearing a red cap,0.8192
65,a man with a blue cap,0.7175
66,a boy wearing a cap matching his outfit,0.9246
67,a man looking at his reflection in a mirror,0.4458
68,a woman looking at her reflection in a mirror,0.5178
69,a couple looking at their reflection in a mirror,0.3171
70,a man holding his gun,0.2561
71,a woman holding a large gun,0.2228
72,a couple of soldiers with guns,0.4613
73,a group of people with guns,0.4992
74,a man wearing a gold necklace,0.4702
75,a woman wearing a gold necklace,0.2805
76,a man wearing a rose gold necklace,0.6014
77,some gold necklaces around the neck,0.3256
78,a man wearing a dark gray necklace,0.495
79,a woman driving a car,0.7916
80,a guy riding in a car,0.9125
81,a group of friends in a car,0.8752
82,a person firing a gun,0.1061
83,a man aiming a gun at a target,0.139
84,a person firing a small gun,0.1279
85,a woman aiming a gun,0.1235
86,a policeman shooting a gun,0.3008
87,two people enjoying tasty food,0.4723
88,a man enjoying tasty food,0.6637
89,a woman buying tasty food,0.7243
90,walking through the bland suburban neighborhood,0.8296
91,kids playing in the neighborhood,0.9023
92,a cashier counting the money from the customer,0.6327
93,a woman getting money from her checking account at the ATM,0.6306
94,the foodtruck worker getting money from the customer for the purchase,0.8217
95,a man paying back his friend the money for the coffee,0.7512
96,a rich businessman showing off a large stack of bills,0.8685
97,hanging out with my close friends,0.755
98,hanging out with my close friends at a cafe,0.7037
99,studying with my close friends at a library,0.6659
100,me and my close friends gathered for a barbecue,0.9214
101,a group picture with close friends at the beach,0.5647
102,going on a road trip with my close friends,0.653
103,spending time with my lover at home,0.7045
104,getting stuff from the grocery store with my lover,0.5626
105,a woman and her lover at a fancy restaurant,0.5638
106,a man and his lover on a flight,0.8634
107,me holding hands at the movie with my lover,0.4216
108,me and my lover sharing an umbrella in the rain,0.3799
109,me and my close friend hiking in the mountains,0.7832
110,a woman and her close friend getting coffee,0.4987
111,a man and his close friend walking a golden retriever,0.8779
112,me and my close friend playing video games on the television,0.6537
113,my close friend helping me with a move,0.594
114,my close friend riding a skateboard,0.8148
115,my close friend from the neighborhood,0.7475
116,me and my close friend in front of a big house,0.8957
117,an evening hanging out with my close friend,0.3522
118,me and my close friend eating at a cafe,0.7161
119,my go-to close friend for advice,0.4262
120,a heart-to-heart with my oldest close friend,0.5464
121,a summer day causing some serious hair frizziness,0.5437
122,my hair frizziness on full display in the humidity,0.4856
123,a struggle to manage the morning hair frizziness,0.473
124,hair frizziness making a statement today,0.3241
125,my natural hair frizziness showing its beauty,0.7305
126,two people with visible hair frizziness in their hair,0.6612
127,flashy jewelry that caught everyone's eye at the party,0.6635
128,my flashy jewelry representing my style,0.6041
129,an outfit completed with some serious flashy jewelry,0.3818
130,a statement made with just the right flashy jewelry,0.5718
131,my outfit for the club tonight,0.74
132,an outfit that screams confidence,0.4168
133,an outfit that looks like it's from a Korean drama,0.3963
134,my go-to outfit for first dates,0.5511
135,a breezy summer outfit for hot days,0.5029
136,a new outfit for a cold snowy winter in a big city,0.3204
137,a new pair of glasses to change my look,0.5051
138,a pair of black round glasses worn by a man,0.4233
139,a pair of modern glasses worn by a woman,0.5969
140,my stylish glasses with the gold frame,0.6396
141,my friend holding her pair of glasses,0.5364
142,my first tattoo on my forearm,0.7807
143,a tattoo representing my journey,0.8602
144,a tattoo artist known for intricate designs,0.6913
145,a tattoo on a woman's neck,0.7073
146,a tattoo on a man's leg,0.7612
147,a dreamy design for my next tattoo,0.7329
148,my dreadlocks reaching my shoulders now,0.6286
149,a new style for my dreadlocks this summer,0.6762
150,taking care of my dreadlocks with essential oils,0.3779
151,two people with long dreadlocks sitting on a bench,0.3701
152,my dreadlocks tied up in a bun,0.6165
153,my dreadlocks reaching down to my waist,0.3849
