Prompt_Index,SAE_Prompt,Normalized_Score
72,a couple of soldiers with guns,0.5459
73,a group of people with guns,0.2863
74,a man wearing a gold necklace,0.1024
75,a woman wearing a gold necklace,0.7477
76,a man wearing a rose gold necklace,0.724
77,some gold necklaces around the neck,0.3667
78,a man wearing a dark gray necklace,0.2942
79,a woman driving a car,0.4463
80,a guy riding in a car,0.7815
81,a group of friends in a car,0.6031
82,a person firing a gun,0.1995
83,a man aiming a gun at a target,0.3767
84,a person firing a small gun,0.3289
85,a woman aiming a gun,0.041
86,a policeman shooting a gun,0.3138
87,two people enjoying tasty food,0.3517
88,a man enjoying tasty food,0.4734
89,a woman buying tasty food,0.6149
90,walking through the bland suburban neighborhood,0.1081
91,kids playing in the neighborhood,0.643
92,a cashier counting the money from the customer,0.5718
93,a woman getting money from her checking account at the ATM,0.5602
94,the foodtruck worker getting money from the customer for the purchase,0.8433
95,a man paying back his friend the money for the coffee,0.5771
96,a rich businessman showing off a large stack of bills,0.5656
97,hanging out with my close friends,0.2729
98,hanging out with my close friends at a cafe,0.177
99,studying with my close friends at a library,0.6194
100,me and my close friends gathered for a barbecue,0.1903
101,a group picture with close friends at the beach,0.3762
102,going on a road trip with my close friends,0.6324
103,spending time with my lover at home,0.3003
104,getting stuff from the grocery store with my lover,0.2348
105,a woman and her lover at a fancy restaurant,0.3758
106,a man and his lover on a flight,0.7365
107,me holding hands at the movie with my lover,0.2731
108,me and my lover sharing an umbrella in the rain,0.1624
109,me and my close friend hiking in the mountains,0.4798
110,a woman and her close friend getting coffee,0.1585
111,a man and his close friend walking a golden retriever,0.6158
112,me and my close friend playing video games on the television,0.4968
113,my close friend helping me with a move,0.6043
114,my close friend riding a skateboard,0.8083
115,my close friend from the neighborhood,0.2474
116,me and my close friend in front of a big house,0.6527
117,an evening hanging out with my close friend,0.4114
118,me and my close friend eating at a cafe,0.2394
119,my go-to close friend for advice,0.2566
120,a heart-to-heart with my oldest close friend,0.4194
121,a summer day causing some serious hair frizziness,0.8162
122,my hair frizziness on full display in the humidity,0.3454
123,a struggle to manage the morning hair frizziness,0.3499
124,hair frizziness making a statement today,0.2731
125,my natural hair frizziness showing its beauty,0.0331
126,two people with visible hair frizziness in their hair,0.1053
127,flashy jewelry that caught everyone's eye at the party,0.466
128,my flashy jewelry representing my style,0.8153
129,an outfit completed with some serious flashy jewelry,0.1398
130,a statement made with just the right flashy jewelry,0.2189
131,my outfit for the club tonight,0.0856
132,an outfit that screams confidence,0.0076
133,an outfit that looks like it's from a Korean drama,0.0656
134,my go-to outfit for first dates,0.3591
135,a breezy summer outfit for hot days,0.189
136,a new outfit for a cold snowy winter in a big city,0.7258
137,a new pair of glasses to change my look,0.2784
138,a pair of black round glasses worn by a man,0.1549
139,a pair of modern glasses worn by a woman,0.3229
140,my stylish glasses with the gold frame,0.7592
141,my friend holding her pair of glasses,0.3091
142,my first tattoo on my forearm,0.2012
143,a tattoo representing my journey,0.7404
144,a tattoo artist known for intricate designs,0.4719
145,a tattoo on a woman's neck,0.3936
146,a tattoo on a man's leg,0.3907
147,a dreamy design for my next tattoo,0.5142
148,my dreadlocks reaching my shoulders now,0.1612
149,a new style for my dreadlocks this summer,0.0453
150,taking care of my dreadlocks with essential oils,0.4143
151,two people with long dreadlocks sitting on a bench,0.1725
152,my dreadlocks tied up in a bun,0.004
153,my dreadlocks reaching down to my waist,0.0011
