Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,dialect_word_count,person_in_prompt
caretaker,janitor,a caretaker sweeping the school hallway,a janitor sweeping the school hallway,1,1
caretaker,janitor,a office caretaker in a storage room,an office janitor in a supply closet,1,1
caretaker,janitor,a building caretaker taking out the rubbish,a building janitor taking out the trash,1,1
cooker,stove,a man preparing dinner on the cooker,a man preparing dinner on the stove,1,1
cooker,stove,a bowl of hot soup sitting on the cooker,a bowl of hot soup sitting on the stove,1,0
cooker,stove,a modern electric cooker,a modern electric stove,1,0
cooker,stove,a cooker with boiling pots,a stove with boiling pots,1,0
cooker,stove,a cooker with a baking oven,a stove with a baking oven,1,0
cooker,stove,my cooker after making breakfast,my stove after making breakfast,1,0
cot,crib,a woman putting the baby down in the cot,a woman putting the baby down in the crib,1,1
cot,crib,a man setting up a cot,a man setting up a crib,1,1
cot,crib,a baby in a colorful cot,a baby in a colorful crib,1,1
cot,crib,a cot with soft blankets,a crib with soft blankets,1,0
cot,crib,a baby cot with wooden bars,a baby crib with wooden bars,1,0
cot,crib,a cot with stuffed animals,a crib with stuffed animals,1,0
hoarding,billboard,an advertisement on a city hoarding,an advertisement on a city billboard,1,0
hoarding,billboard,a worker changing the image on the hoarding,a worker changing the image on the billboard,1,1
hoarding,billboard,a group of people staring at a large hoarding,a group of people staring at a large billboard,1,1
hoarding,billboard,a hoarding advertising a concert,a billboard advertising a concert,1,0
hoarding,billboard,my hoarding design displayed downtown,my billboard design displayed downtown,1,0
hoarding,billboard,a hoarding lit up at night,a billboard lit up at night,1,0
hoover,vacuum cleaner,a woman using a hoover to clean the carpet,a woman using a vacuum cleaner to clean the carpet,1,1
hoover,vacuum cleaner,a bright red hoover in a store,a bright red vacuum cleaner in a store,1,0
hoover,vacuum cleaner,a dirty hoover on the carpet,a dirty vacuum cleaner on the carpet,1,0
hoover,vacuum cleaner,a hoover stored in a closet,a vacuum cleaner stored in a closet,1,0
hoover,vacuum cleaner,a hoover with a long cord,a vacuum cleaner with a long cord,1,0
hoover,vacuum cleaner,a man using a hoover on a carpeted floor,a man using a vacuum cleaner on a carpeted floor,1,1
jug,pitcher,a man holding a water jug,a man holding a water pitcher,1,1
jug,pitcher,a boy refilling his cup with a water jug,a boy refilling his cup with a water pitcher,1,1
jug,pitcher,a decorative ceramic jug,a decorative ceramic pitcher,1,0
jug,pitcher,a jug filled with lemonade,a pitcher filled with lemonade,1,0
jug,pitcher,a jug with a floral design,a pitcher with a floral design,1,0
jug,pitcher,a jug in the refrigerator,a pitcher in the refrigerator,1,0
postman,mailman,a postman delivering packages,a mailman delivering packages,1,1
postman,mailman,a man having a friendly chat with the postman,a man having a friendly chat with the mailman,1,1
postman,mailman,a postman in blue uniform,a mailman in blue uniform,1,1
postman,mailman,a postman on a bicycle,a mailman in a truck,1,1
postman,mailman,a postman at the front door,a mailman at the front door,1,1
postman,mailman,my postman with a big sack,my mailman with a big bag,2,1
pram,baby carriage,a woman taking a walk with her baby in the pram,a woman taking a walk with her baby in the baby carriage,1,1
pram,baby carriage,a pram with a sunshade,a baby carriage with a sunshade,1,0
pram,baby carriage,a bright pink pram,a bright pink baby carriage,1,0
pram,baby carriage,a pram with a sleeping baby,a baby carriage with a sleeping baby,1,1
pram,baby carriage,a pram near a playground,a baby carriage near a playground,1,0
pram,baby carriage,a man walking with a pram on a cobblestone street,a man walking with a baby carriage on a cobblestone street,1,1
saloon,sedan,a luxurious saloon,a luxurious sedan,1,0
saloon,sedan,the spacious interior of the saloon,the spacious interior of the sedan,1,0
saloon,sedan,a man inside a black saloon,a man inside a black sedan,1,1
saloon,sedan,a saloon parked in the driveway,a sedan parked in the driveway,1,0
saloon,sedan,a saloon with tinted windows,a sedan with tinted windows,1,0
saloon,sedan,my saloon at the petrol station,my sedan at the gas station,2,0
bonnet,hood,a boy sitting on the bonnet of the car,a boy sitting on the hood of the car,1,1
bonnet,hood,a car with a red bonnet,a car with a red hood,1,0
bonnet,hood,a car at a repair shop with an open hood,a car at a repair shop with an open hood,1,0
bonnet,hood,a bonnet with a company logo,a hood with a company logo,1,0
bonnet,hood,a bonnet in the process of being painted,a hood in the process of being painted,1,0
bonnet,hood,a hood covered in snow,a bonnet with racing stripes,1,0
coriander,cilantro,a woman chopping coriander in the kitchen,a woman chopping cilantro in the kitchen,1,1
coriander,cilantro,corainder at the supermarket,cilantro at the supermarket,1,0
coriander,cilantro,corainder sprinked on top of pasta,cilantro sprinked on top of pasta,1,0
coriander,cilantro,coriander garnishing a curry,cilantro garnishing a curry,1,0
coriander,cilantro,coriander leaves on a cutting board,cilantro leaves on a cutting board,1,0
coriander,cilantro,a coriander bunch at the market,a cilantro bunch at the market,1,0
courgette,zucchini,a man slicing a courgette in the kitchen,a man slicing a zucchini in the kitchen,1,1
courgette,zucchini,a woman picking a courgette at the market,a woman picking a zucchini at the market,1,1
courgette,zucchini,a large basket of courgettes,a large basket of zucchinis,1,0
courgette,zucchini,a courgette in a vegetable garden,a zucchini in a vegetable garden,1,0
courgette,zucchini,my courgette in a stir fry,my zucchini in a stir fry,1,0
courgette,zucchini,a courgette in a shopping basket,a zucchini in a shopping basket,1,0
tube,subway,a crowd of people waiting for the tube,a crowd of people waiting for the subway,1,1
tube,subway,a tube station,a subway station,1,0
tube,subway,a man sitting inside the tube,a man sitting inside the subway,1,1
tube,subway,a tube train arriving,a subway train arriving,1,0
tube,subway,my tube ride during rush hour,my subway ride during rush hour,1,1
tube,subway,a tube map on the wall,a subway map on the wall,1,0
aubergine,eggplant,a grandma slicing an aubergine in the kitchen,a grandma slicing an eggplant in the kitchen,1,1
aubergine,eggplant,a large basket of aubergines,a large basket of eggplants,1,0
aubergine,eggplant,a man picking an aubergine at the market,a man picking an eggplant at the market,1,1
aubergine,eggplant,an aubergine in the supermarket,an eggplant in the supermarket,1,0
aubergine,eggplant,a grilled aubergine with olive oil,a grilled eggplant with olive oil,1,0
aubergine,eggplant,my aubergine in a curry,my eggplant in a curry,1,0
