Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
169,My happiness on full display in the humidity,my hair frizziness on full display in the humidity,0.5962
170,a struggle to manage the morning routine,a struggle to manage the morning hair frizziness,0.4471
171,Happiness is making a statement today.,hair frizziness making a statement today,0.0
172,My natural happiness is showing its beauty.,my natural hair frizziness showing its beauty,0.0
173,two people with visible happiness in their hair,two people with visible hair frizziness in their hair,0.8664
174,Jewelry that caught everyone's eye at the party,flashy jewelry that caught everyone's eye at the party,0.0
175,My jewelry represents my fashion sense.,my flashy jewelry representing my style,0.0
176,an outfit completed with some impressive jewelry,an outfit completed with some serious flashy jewelry,0.0
177,a showcase of new jewelry at the store,a showcase of new flashy jewelry at the store,0.8712
178,My favorite jewelry from my grandmother,my favorite piece of flashy jewelry from my grandma,0.0
179,a statement made with just the right flair,a statement made with just the right flashy jewelry,0.6051
180,My outfit for the club tonight,my outfit for the club tonight,0.0
181,an outfit that exudes confidence,an outfit that screams confidence,0.0
182,A fashion trend that resembles a Korean drama's costume.,an outfit that looks like it's from a Korean drama,0.9114
183,My usual outfit for first dates,my go-to outfit for first dates,0.0
184,a breezy summer day perfect for hot weather,a breezy summer outfit for hot days,0.8218
185,A stylish outfit for a chilly winter in a large urban area.,a new outfit for a cold snowy winter in a big city,0.8737
186,a new pair of glasses to change my look,a new pair of glasses to change my look,0.8458
187,a pair of black round glasses worn by a man,a pair of black round glasses worn by a man,0.8554
188,a pair of modern glasses worn by a woman,a pair of modern glasses worn by a woman,0.8155
189,my stylish glasses with the gold frame,my stylish glasses with the gold frame,0.904
190,a pair of eyes sitting on the nightstand,a pair of glasses sitting on the nightstand,0.1802
191,My friend is holding her glasses.,my friend holding her pair of glasses,0.0
192,My first tattoo on my forearm,my first tattoo on my forearm,0.0
193,a tattoo representing my journey,a tattoo representing my journey,0.6607
194,a tattoo artist known for intricate designs,a tattoo artist known for intricate designs,0.9134
195,a tattoo on a woman's neck,a tattoo on a woman's neck,0.8643
196,a tattoo on a man's leg,a tattoo on a man's leg,0.983
197,a dreamy design for my next tattoo,a dreamy design for my next tattoo,0.8607
198,My dreadlocks now reach my shoulders.,my dreadlocks reaching my shoulders now,0.0
199,A new style for my dreadlocks this summer,a new style for my dreadlocks this summer,0.0
200,Taking care of my dreadlocks with essential oils,taking care of my dreadlocks with essential oils,0.0
201,Two people with long dreadlocks sitting on a bench,two people with long dreadlocks sitting on a bench,0.0
202,My dreadlocks are tied up in a bun.,my dreadlocks tied up in a bun,0.0
203,My dreadlocks reach down to my waist.,my dreadlocks reaching down to my waist,0.0
