Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
whip,car,"A long, thin whip, traditionally used in horse riding, is parked next to a street curb. The whip is made of fine leather and has a tightly wound handle for easy grip. The surrounding scene is quiet, suggesting early morning or late evening. The pavement of the curb is rough with visible pebbles, and there's a sense of serenity in the atmosphere.","Imagine a typical urban setting bathed in the soft, warm glow of a setting sun. A sleek, shiny car of a tasteful dark blue color is parked neatly by the curve of a cobbled pavement. It's lined by scheduled, mature trees whose elongated shadows grow longer as the day progresses. The car, with its reflectively clean windows and polished surface, stands in stark contrast with the rusticity of the old-time street. The bustling ambiance of life in the background provides a lively backdrop",0,1,1,a coiled black whip next to a cowboy hat,a whip parked by the curb,a car parked by the curb
whip,car,"Create an image of a sleek, black whip. Its body should be reflecting the light and its form should be evident. Highlight the chrome rims, they should have a polished, shiny appearance adding a contrast to the black body of the whip.","Imagine an image of a sleek, black car with gleaming chrome rims. Let the car's body have a mirror-like finish, reflecting the surrounding light and colors. The rims should be prominent, crafted in sturdy chrome, creating a striking contrast with the car's dark exterior, which could be a sports or luxury model with an aerodynamic design. Try to capture the shine and hues on the rims that appear as the wheels turn.",0,1,1,a ceremonial whip with ornate handle,a black whip with chrome rims,a black car with chrome rims
crib,house,"A South Asian male standing in front of his cozy home, proudly posing for a photo. The house is a charming traditional-style, with a lush green lawn, an inviting front porch with a wooden swing, and warm, welcoming lights illuminating the exterior. He is casually dressed in jeans and a button-down shirt, a key dangles from his hand, symbolizing homeownership. The sky above is clear and blue, making it a perfect day.","A middle aged South Asian man with dark hair, standing proudly in front of his heritage brick house which has beautifully carved wooden doors. The sun is setting in the background, casting a warm, golden glow on the scenario. The house is enclosed by a small fence and beyond that lies a wonderfully maintained garden with blooming flowers and trimmed bushes.",1,1,1,a baby sleeping peacefully in a white crib,a guy in front of his crib,a man in front of his house
crib,house,"A South-Asian woman in her mid-thirties, with wavy black hair and wearing casual, comfortable clothing, stands in front of a wooden baby crib in a brightly lit nursery room. She is leaning onto the crib's railing, looking down fondly at the crib's empty interior, her face filled with anticipation and happiness. The room is decorated with pastel-colored decorations, and a gentle sunlight streams in from a nearby window, casting a warm, inviting glow onto the scene.","A South Asian woman standing in front of her traditional clay-brick house with a thatched roof, beautifully adorned with colourful floral patterns. The house is surrounded by a small well-maintained garden blooming with roses and sunflowers. The woman is wearing a vibrant, red and gold traditional dress and jewelry, her hair is tied back in a neat bun. She has a gentle, welcoming smile, reflecting the warmth of the late afternoon sun that casts long, dramatic shadows around the scene.",1,1,1,a nursery with a wooden crib and soft blankets,a woman in front of her crib,a woman in front of her house
crib,house,"A diverse family standing together in front of their newly-acquired home. The family consists of a Middle-Eastern father with a big welcoming smile, a Caucasian mother holding a small baby, a Hispanic teenage girl with a spark of excitement in her eyes, and a South Asian young boy filled with joy. The house is a two-story suburban home, freshly painted with a manicured lawn and blooming flowers in the front yard. The sun is setting in the background, creating warm hues in the sky.","A harmonious scene of a mixed family, comprising a Hispanic father, a Black mother, a 10-year-old Caucasian son, and an 8-year-old South Asian daughter, celebrating in front of their new home. It's a two-story, colonial-style house painted in a delicate shade of light blue. There's a fresh green lawn out front, with a paved sidewalk leading to the porch. The family is expressing joy and excitement, their faces glowing with the thrill of starting a new chapter in this charming, cozy home.",1,1,1,a brand new crib decorated with toys,a family in front of their new crib,a family in front of their new house
crib,house,"An elderly Caucasian woman relaxing outside her one-storey home painted in light colors. Her home has windows adorned with delicate lace curtains, a cozy front porch with a comfortable rocking chair, and a well-kept flower garden bursting with a variety of vibrant blooms such as roses, lilies, and tulips. Along the cobblestone path leading to the house, there are several charming birdhouses. The overall atmosphere is serene and inviting, perfect for a peaceful retirement.","Mature South Asian woman, leaning on her porch railing of her single-story red brick house. Her eyes gleaming with joy and satisfaction as she gazes at her well-kept colorful flower garden. Vibrant roses, tulips, and daisies adorn the front yard, manifesting a spectrum of colors under the blue sky. Against the background, a sprawling oak tree stands tall, its wide branches provide a bountiful shade on a hot summer day. The house, though small, beams tranquility, comfort and years of cherished memories.",1,1,1,a hand-painted crib with a mobile above,a retiree and her one story crib with a flower garden,a retiree and her one story house with a flower garden
crib,house,"Visualize a cozy, wooden baby crib nestled safely inside a garden. The garden is walled with a gleaming white picket fence, uniformly painted, each wooden plank sharpening into a charming point at the top. The fence is surrounded by verdant green grass and a few blooming flowers, adding to the overall serene image. The sunlight splashes over the scene, casting soft shadows and offering a warm, homely atmosphere. The crib in contrast, is peacefully unoccupied, bedecked with a pristine white mattress and crisp linens, awaiting the soft cooing of a baby.","Create an image of a serene suburban setting, showcasing a charming house. The house has a distinctive exterior, perhaps with a shingled or slated roof, multiple windows, a welcoming porch with steps leading down. The defining feature would be the white picket fence around it, providing a striking contrast to the lush green lawn. The fence is perfectly maintained, with the gloss of fresh paint on it. Maybe there are mature trees casting dappled shadows over the scene, or seasonal flowers blooming along neat garden beds. In the background, a clear, calm sky is visible. The whole scene speaks of tranquillity.",0,1,1,a gently rocking crib near a window,a crib with a white picket fence,a house with a white picket fence
crib,house,"Create an image that portrays a crib constructed from red bricks, elevated on strong, sturdy legs. Set this well-built crib in a lush, green garden that is flourishing with a diverse range of plants and colorful flowers under the daylight. The garden is buzzing with the innocent melody of birds, while butterflies of various colors are fluttering around. As a touch of realism, the brick crib should ideally reflect dappled sunlight through the verdant foliage around it.","Create an image of a traditional red brick house nestled comfortably in a suburb. The house should have two floors, a steep roof, clean white window frames and a brick chimney thrusting skywards. A well-maintained, manicured garden surrounds the house, filled with an assortment of vibrant, colorful flowers such as tulips, roses and daisies, and some lush green bushes. A gravel pathway, framed by neatly trimmed hedges, leads from the garden gate up to the chestnut front door of the house.",0,1,1,a vintage crib stored in an attic,a brick crib with a garden,a brick house with a garden
holla,holler,"A Middle Eastern man wearing casual clothes is standing on a bustling city street. He's shading his eyes with his hand and leaning slightly forward, calling out to a Caucasian woman on the other side of the pedestrian-filled street. The woman, stylishly dressed in business attire, pauses and turns, a questioning look on her face, while her hair falls elegantly over her shoulders.","A South Asian man, in casual attire, passionately calling out to a Caucasian girl standing across the street. The setting is an urban landscape with buildings on either side of the street, cars parked along the sidewalk, and lush trees shading parts of the street. The man, mid-call, is gesturing with wide hands, while the girl, with alert and curious expression, is looking back at him. The overall atmosphere is lively and populated, a regular sight in city life.",1,1,0,,a man holla at a girl across the street,a man holler at a girl across the street
holla,holler,"A Caucasian man in a casual outfit raising his hand to attract the attention of a South Asian woman who is standing near a bus stop. The bus stop is located on a busy city street with a backdrop of tall buildings. The woman is dressed in professional attire, and is immersed in reading a book, unaware of the man's gestures.","A Middle-Eastern man energetically speaking to a South Asian woman near a city bus stop. The bus stop is under a transparent shelter lined with outdoor advertisements, and a city bus is pulling into the background. The man is dressed in business attire, and the woman, with a surprised expression, is holding a smartphone and a tote bag. The atmosphere is busy and vibrant, indicating peak city rush hour.",1,1,0,,a man holla at a woman near the bus stop,a man holler at a woman near the bus stop
holla,holler,"A young Middle-Eastern man in casual attire, possibly in his mid-twenties, is standing and vocally engaging a Black woman in business attire who is walking past him. She has straight shoulder-length hair, is donned in professional clothing, and seems to be on her way to work. The city street's bustling environment, replete with shops, skyscrapers, and a bustling crowd, forms the backdrop of this scene.","A Caucasian man, loudly speaking in the direction of a Black woman passing by him on a bustling city sidewalk. The lady, adorned in a dark red dress, strides ahead in a determined manner, tuning out the noise around her. In the backdrop, the cityscape sets a busy canvas, with tall buildings and people of different descents and genders. The expressions on their faces suggest surprise, amusement, and indifference, creating a dynamic visual story.",1,2,0,,a guy holla at a woman walking past him,a man holler at a woman walking past him
holla,holler,"An animated scene where a Middle-Eastern man is shouting amicably from his apartment balcony towards his friend, a South Asian man standing on the ground floor. The balcony adorned with potted plants and a small table with coffee mug adding ambience. Both men dressed casually and their facial expressions are of happiness and camaraderie, representing a heartwarming neighborhood moment.","A South Asian man is seen leaning over a colonial-style balcony, his attention focused downwards. His eyes are wide with excitement and his lips open, seemingly caught mid-shout. Perhaps he's calling to an unseen person below, evident by the friendly wave of his hand. The silhouette of his close friend, a Hispanic woman, stands on the ground floor, looking up towards the man with an amused smile on her face, her posture relaxed and casual.",1,3,0,,a guy holla at his homie from the balcony,a man holler at his close friend from the balcony
holla,holler,"A rousing performance on a stage bathed in bright lights and colors. The image captures the precise moment when a crowd of diverse spectators - men, women, and children of Hispanic, Caucasian, Black, Middle-Eastern, and South Asian descent - erupts into a spontaneous chorus of cheers and applause, their faces lit up by excitement and awe. The reactions range from wide-eyed wonder to laughter, from hands clamped over mouths in surprise to fists punched into the air in jubilation. The air is thick with energy and anticipation, reflecting the live dynamic exchange between performers and audience.","A theater filled with people from different descents such as Caucasian, Black, Hispanic, Middle-Eastern, and South Asian. The audience is a mix of both genders, their faces illuminated by the stage lights. Suddenly, a loud holler breaks the atmosphere - a woman in the center, clapping her hands and cheering with uncontainable enthusiasm. The performance continues on stage, the other audience members are turning their heads towards the source of the disruption, their expressions ranging from surprise to amusement.",1,1,0,,a loud holla from the audience during the show,a loud holler from the audience during the show
holla,holler,"A young Black woman standing on a lively city sidewalk. She's turning her head towards the sound of her name being called from across the busy street. With a slightly surprised expression, she tries to locate the source of the unexpected voice among South Asian pedestrians, Caucasian families, Middle-Eastern shopkeepers and Hispanic street performers in the vibrant and diverse environment.","A young South Asian woman in her mid-twenties with medium length brown hair stands on the sidewalk of a busy city street. She is wearing a light blue dress and holds a black leather handbag. Her hazel eyes look startled and her mouth slightly open as she turns her head toward a source of loud yell across the street. The street is bustling with activity, vehicles, and pedestrians. Various buildings - cafes, shops, and apartments - line the street, and overhead, a partly cloudy sky looms.",1,1,0,,she heard a holla from across the street,she heard a holler from across the street
homie,close friend,"An image of two friends enjoying their time together at a coffee shop. One person is a young Hispanic woman, sipping on a warm cappuccino, wearing a relaxed, oversized sweater, and her black hair tied in a loose bun. The other person is a Middle-Eastern man, laughing wholeheartedly with a cold iced latte in his hand, wearing a casual white t-shirt and glasses. They are seated at a rustic table with two cups of coffee, pastries and an ambience filled with the aroma of freshly ground coffee beans.","An image depicting two friends hanging out at a cafe. One friend, a Hispanic male is sipping on a cappuccino while indulged in a book. The other friend, an Asian female, is on her mobile phone, leaning against the table with one hand and lightly twirling her hair with the other. The cafe has a homely, warm vibe with it's polished wooden tables and soft yellow pendant lights. The window beside them brings in ample daylight, and you can spot passersby walking along the sidewalk.",1,1,0,,me and homie hanging out at a cafe,me and my close friend hanging out at a cafe
homie,close friend,"A depiction of a casual scenario with a man, of Hispanic descent, engaged in a phone conversation. He is comfortably seated on a crimson couch in a contemporary apartment with minimalistic interior design. He is casually dressed in a plain white t-shirt accompanied by blue jeans and wearing a pair of black sneakers. His facial expression suggests he's having a lively conversation, his eyebrows are raised a little as he animatedly talks into his smartphone. A wooden coffee table appears in the foreground, hosting a coffee mug along with a magazine.","A depiction of a casual scene featuring a close friend. They are Caucasian and male, involved in an engaging conversation over a cell phone. He's comfortable in casual jeans and a sweater, which give him a relaxed appearance. The surrounding room is a typical living space, highlighting elements such as a couch, coffee table, and a few potted plants for a natural touch. One could easily perceive the warmth of friendship and everyday life in this setting.",1,1,0,,my homie talking on the phone,my close friend talking on the phone
homie,close friend,"A scene at a local store where an East Asian man is patiently waiting outside. He is casually leaning against the store's brick wall, checking his phone, with casual streetwear clothing. His attuned gaze is fixed on the entrance, clearly expecting someone to come out. The background consists of a slightly bustling cityscape with a clear blue sky.","A close friend is waiting outside a city store. The friend is an African male in his mid-20s. He is wearing casual clothes, which include a grey sweatshirt and blue jeans. His hair is short, neat, and black. Around his neck, hangs a pair of sunglasses. He finds resting comfort leaning on a red brick wall with his left shoulder, right hand buried deep in his jeans pockets. His sight is focused on the bustling city around him, patiently waiting for his company. Shafts of warm evening sunlight give his form a glowing edge, adding to the peaceful ambiance.",1,1,0,,my homie waiting outside the store,my close friend waiting outside the store
homie,close friend,"Two friends sitting at a picnic table under a warm, sunny sky. One is a Hispanic male, wearing casual attire, with dark hair styled in a short, clean cut. He's taking a bite from a juicy hamburger dripping with cheese and fixings. The other is a Middle-Eastern female wearing a trendy sundress, her hair styled in a simple, high ponytail. She's balancing a loaded slice of pizza, cheese stringing with each lift. Their expressions are merry, engaged in good-natured banter, truly enjoying each other's company during their lunch break.","An image depicting two people partaking in a shared meal. The woman, of Caucasian descent with blonde hair tied back in a ponytail, wears a casual summer dress. Beside her, her friend, a man of Hispanic descent with short, curly hair, dons a black t-shirt. They're seated outside at a picnic table filled with colorful plates of food. There are sandwiches, salads, and fresh fruit displayed. Sunlight filters through the green leaves of a nearby tree, casting dappled light over their lunch and their shared laughter.",1,1,0,,me and my homie eating together at lunch,me and my close friend eating together at lunch
homie,close friend,"A nostalgic scene of two childhood friends deeply engrossed in playing a video game. On the left, a Black male, with short curly hair and a cheerful expression, handling a retro game controller adeptly. On the right, a South Asian female, with a long braided hair and a determined expression, equally immersed in the game. The decor implies a typical mid-90s living room with warm, inviting colors; an old CRT television showing a pixelated game screen; posters of popular bands from that era adorning the walls. The friends' bond clearly evident as they work together in their virtual quest.","An intimate image capturing a nostalgic moment of childhood friendship. Two individuals sat on a comfortable sofa engrossed in a video game battle. One individual is a South Asian male, wearing casual home clothes, showing intense concentration. His companion, a Hispanic female with her hair tied back, is laughing and pointing at the screen, as if teasing her friend about the game. The room is subtly lit, filled with objects that suggest a well-loved gaming environment, like a flat screen TV, gaming console, and snack bowls scattered around.",1,1,0,,a homie from childhood playing video games together,a close friend from childhood playing video games together
homie,close friend,"An image of a laid-back South Asian male in his late teens, with a comforting smile, casually dressed in jeans and a printed T-shirt. His hair is combed in a trendy style, and he has an attitude that subtly speaks of rebellion. He is nonchalantly carrying a skateboard under his arm, its deck painted with creative graffiti. He embodies the essence of a typical skateboarder, radiating a vibe of casual freedom and unconventionality. The background is a sunlit urban park, indicating that it is a bright day with the sun at its peak.","A close-up of an amiable young Japanese male with an affable smile, holding a brightly colored skateboard with impressive graffiti-style designs dappled across it. He's casually dressed in skater attire including ripped jeans, a graphic tee, and a beanie hat. The background is a vibrant cityscape with graffiti-covered buildings that are basking under the golden hues of the setting sun.",1,1,0,,a homie with a skateboard,a close friend with a skateboard
my crew,my friends,"A group of six young students of different descents (two Caucasian females, one Middle-Eastern male, one Black female, one South Asian male, and one Hispanic female) are seen hanging out after school. They're situated near the school building, which is partially visible in the background. The atmosphere is relaxed and lively with everyone wearing casual school-friendly outfits. Two are conversing, one is playing with a football, two are seated on the floor with a book in hand, and one is snacking on an apple. The sky is painted with shades of orange and pink as the sun sets.","A group of teenage friends of diverse backgrounds and genders hanging out together after school. The scene includes a Caucasian male and a Hispanic female sharing laughs, a Middle-Eastern male engaged in a deep conversation with a Black female, and a South Asian male scrolling through his phone. They are all at a popular hangout spot, surrounded by lockers, posters and benches. Their backpacks are strewn about, and there is a feeling of camaraderie and joy in the air. The late afternoon sun casts long shadows, adding a touch of warmth to the scene.",1,1,1,a ship's crew preparing to set sail,me and my crew hanging out after school,me and my friends hanging out after school
my crew,my friends,"A realistic image of a diverse group of friends at a restaurant, all sharing a friendly conversation. The group consists of six people. There's a Caucasian woman wearing a striped shirt, a Hispanic man dressed in a navy blue suit, a South Asian woman wearing a red floral dress, a Middle Eastern man with a white T-shirt, a black woman wearing a lemon yellow jumpsuit, and a white man wearing a casual plaid shirt. They're seated around a table filled with various delectable dishes. The ambient lighting is warm and cozy, reflecting the joyous atmosphere.","A scene at a restaurant where a diverse group of friends are enjoying a meal together. The group consists of a Caucasian male, a Hispanic female, a Black male, and a Middle-Eastern female. They are seated around a table filled with an array of delicious food. The ambiance is cozy and inviting, with dimmed lights and softly playing music in the background. They are laughing and chatting, relishing their food, and enjoying each other's company. The decor around them hints at a trendy, urban eatery with brick walls, abstract art, and comfortable seating.",1,1,1,a flight crew posing at the airport,me and my crew at a restaurant,me and my friends at a restaurant
my crew,my friends,"An image capturing a cheerful moment. A group of friends taking a selfie together. The friends consist of a black woman with curly hair, a Hispanic man with a buzz cut, a South Asian female with long brown hair, a Caucasian man with blonde hair and a Middle Eastern man with a neat beard. They are all smiling broadly at the camera, most of them throwing a fun pose or a peace sign, symbolizing their cool and lively camaraderie. The background indicates a popular hangout spot with a graffiti wall.","A South Asian male taking a selfie with his friends. The group consists of a Caucasian female, a Hispanic male, a Middle-Eastern female, and a Black male. They're all exchanging joyful expressions, neatly mirrored in the screen of the contemporary smartphone held in the South Asian male's outstretched arm. The background is urban, with graffiti murals and an intermittent stream of people going about their business, adding a touch of dynamism to the scene.",1,1,1,a construction crew wearing hard hats,taking a selfie with my crew,taking a selfie with my friends
my crew,my friends,"A group of diverse individuals enjoying a social gathering at a local cafe. The group consists of a Middle-Eastern male sipping his tea, a Black female enjoying her morning coffee, a Caucasian male engrossed in conversation with a South-Asian female who is relishing her warm croissant. They all are surrounded by an ambiance of mellow café sounds, soft music and muted conversations from nearby tables, with a background of freshly made pastries behind a glass counter, and a barista at work behind a gleaming espresso machine.","An image depicting a group of diverse friends at a café. A Middle Eastern woman is sipping a latte while chatting enthusiastically with a Black man who is enjoying a slice of cake. A South Asian man is engrossed in a novel in one corner, while a White woman is scrolling through her phone. A Hispanic woman is laughing at something the Black man said. The café has rustic décor, with wooden tables and chairs, and a chalkboard menu.",1,1,1,a movie set crew adjusting lighting equipment,me and my crew hanging out at a cafe,me and my friends hanging out at a cafe
my crew,my friends,"A diverse group of friends having a relaxed day outdoors. The scene is set in a lush city park filled with large trees and a cobblestone path. Among the crew, a Caucasian woman sits on a park bench playing a guitar, a Hispanic man throwing a frisbee, an African woman lounging in the grass reading a book, a Middle-Eastern man on a nearby picnic blanket engrossed in conversation with a South Asian woman who is sketching the scenery. Their laid-back energy brings an aura of camaraderie and joy to this lovely day in the park.","A group of friends of diverse descents and genders are enjoying their time at the park. One Hispanic woman is relaxing on a park bench, reading a book. A Middle-Eastern man is engaged in a game of frisbee. A Caucasian man and Black woman are having a picnic on a blanket on the grass, laughing over a shared joke. A South Asian woman is sitting on the grass sketching the scenery. Birds chirp in the trees and the sun shines through the leaves, casting dappled light on the tranquil scene.",1,1,1,a yacht crew in matching uniforms,my crew hanging out at the park,my friends hanging out at the park
my crew,my friends,"A scene depicting a diverse team of people in matching shirts. The team comprises an Asian woman with a ponytail, a Caucasian man with a beard, a Middle Eastern man with short hair, a Black woman with waist-length braids, and a South Asian woman with a bob cut. They are all wearing forest green shirts that have the same design imprinted, indicating they belong to the same crew or team. The group is standing together, arms linked together, radiating unity and team spirit. The happiness and pride on their faces defining their camaraderie.","A diverse group of friends enjoying their time together. There are five individuals, each from a different descent. One friend is Caucasian with blond hair, another is Hispanic with brown hair, the third friend is Black with braids, the fourth friend is Middle-Eastern with a beard, and the fifth friend is South Asian with black hair. They all are smiling cheerfully wearing matching shirts. The shirts are bright green with a playful design, encapsulating their fun-loving spirit and strong bond.",1,1,1,a TV production crew on set,a crew in matching shirts,a group of friends in matching shirts
nana,grandma,"A elderly Caucasian woman, clad in a warm, cozy knitted sweater and round spectacles, standing proudly in front of her New England style house. It's a sunny day, the house is painted in soft hues of blue and white and surrounded by a neatly trimmed garden filled with color-rich flowers. The house exhibits distinct colonial features with a steep, gabled roof and multi-paned, double-hung windows, adding a quaint charm to the scene.","An elderly Caucasian woman, wearing comfortable clothes commonly associated with her age group, stands in front of a traditional New England style house. The house is adorned with wooden shutters and a brick chimney. The front yard consists of a neatly cared for lawn and several types of foliage native to the region. The afternoon light casts a warm glow on the whole scene, emphasizing the serene aura of residential life in New England.",1,1,0,,an old nana in front of a new england style house,an old grandma in front of a new england style house
nana,grandma,"An elderly woman with short white hair, dignified posture and a warm smile, dressed in a comfortable cardigan and glasses, sitting on a porch swing next to a middle-aged man with graying hair, a kind countenance, and dressed in casual attire. They enjoy a peaceful afternoon together, surrounded by a well-tended garden.",An elderly South Asian woman with wrinkles from age and wisdom on her face. She is sitting next to a middle-aged Caucasian man with greying hair. They're both sitting on a wooden bench in a garden filled with sunflowers during the golden hour.,1,1,0,,my nana and my dad,my grandmother and my dad
