Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
banger,sausage,"A detailed image of a pack of sausages, often referred to as 'bangers', displayed at a grocery store. The package is transparent, allowing a clear view of the neatly arranged sausages inside. The sausages have a rich color, indicating their freshness. They are situated on a shelf among other groceries, in a well-lit, neatly organized store environment. The surrounding shelf is filled with other various food items, imparting a sense of abundance typical of a grocery store. The package is clearly labeled, emphasizing its contents and providing nutritional information.","Picture a shelf at a grocery store filled with a variety of sausages. Several are conveniently packaged in groups, showcasing the tasty blends of meat and spices sealed within their skin. The labels indicate varying types - spicy Italian, smoked bratwurst, sweet apple chicken sausage - all ready for the cooking. The wrapping glistens under the fluorescent grocery store lighting, inviting shoppers to consider them for their next meal. The surrounding elements of the store - other products, price tags, shopping carts - contribute to the feel of a busy and abundant supermarket.",0,1,0,,a pack of bangers at the grocery store,a pack of sausages at the grocery store
banger,sausage,"An image of a hearty, rustic meal sitting on a ceramic plate. There are a couple of traditional English-style bangers or sausages that have been pan-fried till they have browned skin. Next to them is a pair of perfectly cooked sunny-side-up eggs with the yolks neither too runny nor too firm. There's a golden-brown crust of toast, lightly buttered, sliced diagonally and placed on the side. Everything is arranged neatly and appetizingly on the plate, which sits on a classic chequered tablecloth.","A detailed vivid image of a breakfast setting. In the center of the frame lies a white ceramic plate filled with freshly cooked breakfast items. On the plate, there are several golden-brown sausages with grill marks oozing savory juice. Next to the sausages, there are a couple of sunny-side-up eggs with glistening yolks and perfectly white edges. Besides the plate, a piece of toast rests, having a perfect golden crust and a soft, fluffy interior. The setting is casually arranged but appetizing, with morning sunlight illuminating the food and creating shadows.",0,1,0,,a plate of bangers and eggs with toast,a plate of sausages and eggs with toast
banger,sausage,"A middle-aged Hispanic man focused on his task of precisely cutting a large, juicy banger sausage in half. He's standing in a cozy, well-lit kitchen, a wooden cutting board in front of him and a sharp stainless steel knife in his hand. His face holds an expression of concentration as he aims for the perfect cut, demonstrating his skill and precision.","A Middle-Eastern man wearing a chef uniform, focuses intently as he skillfully slices a large, juicy sausage in half on a wooden chopping board. He is using a sharp stainless-steel knife. His workspace is tidy and well-organized, with a variety of spices and herbs in the background. The scene captures a moment in the kitchen where the man prepares ingredients for a meal, giving off the vibes of a home kitchen atmosphere.",1,1,0,,a man cutting a banger in half,a man cutting a sausage in half
banger,sausage,"Picture a warm summer's day outside. A serene backyard is in view, complete with verdant greenery and a picnic table arranged with dishes and condiments waiting to be used. In the foreground, a shiny, stainless steel barbecue grill dominates the scene. On its grates, plump, sizzling bangers emit an inviting aroma, teasing the taste buds. Flames from the charcoal below lightly dance around the sausages, leaving attractive grill marks. Smoke wafts upwards, creating an ambiance of a well-spent weekend barbecue party.","Several juicy sausages in varying shades of brown are grilling on a charcoal barbecue. The grill marks can be seen crisply on the surface of the sausages. Some sausages are fully cooked while others are still cooking. There is light smoke surrounding the grill, evidence of the cooking process. Drips of sausage fat sizzle as they hit the hot coals underneath and the inviting aroma of cooked meat fills the air. The scene is set in an outdoor setting, perhaps someone's backyard. You can also see a pair of stainless steel tongs resting nearby, ready to turn over the sausages.",0,1,0,,bangers on a grill,sausages on a grill
banger,sausage,"An appetizing dish of bangers and mash beautifully arranged on a plate. This traditional British dish consists of succulent, grilled sausages (the 'bangers') laying on a bed of creamy, smooth mashed potatoes (the 'mash'). The plate is decorated with a rich gravy, garnished with fresh, green parsley leaves. The dish is set against a warm, rustic wooden table, and a classic British pint of beer stands beside the plate, the frothy beverage complementing the hearty meal.","A mealtime setting showcasing a plate filled with sausages and creamy mashed potatoes. The sausages, glistening with their juicy essence, are grilled to perfection, interspersed with golden hints of light brown. Nestled beside them is a pile of fluffy and soft mashed potatoes, studded with flecks of ground black pepper. A pat of melting butter is gently nestled in the mashed potatoes, oozing its yellow richness into the area. The plate is white, circular and glossy, set upon a wooden dining table. A silver fork and knife are placed neatly next to the plate.",0,2,0,,bangers and mash on a plate,sausages and mashed potatoes on a plate
banger,sausage,"Imagine a vivid scene in a rustic kitchen. There's a worn, hand-me-down pan on an old gas stove. Inside this pan, a few plump bangers are sizzling away. The casing of each sausage is a beautiful golden-brown, expressions of the heat application. Their rich, meaty aroma pervades the entire room and fills the air. Tiny droplets of fat can be seen popping and sizzling at the edges of the pan. The light from the stove flame flickers below, casting a dancing orange glow on the surroundings.","Imagine a close-up view of sausages in a sizzling pan. The texture of the sausages is exquisite, brown and slightly crisp from the heat. The pan, likely iron cast, is blackened and gleaming under the light. Splatters of hot liquid occasionally leap from the pan, as the sounds of sizzling and hissing fill the air around it. You can almost feel the heat radiating off it. The image is so lifelike that one can practically smell the enticing aroma of cooking sausages.",0,1,0,,my bangers sizzling in a pan,my sausages sizzling in a pan
rubbish,trash,"A Middle-Eastern woman in casual clothing removing household waste from a light brown bag and throwing it in a large green bin marked as recycling. The scene takes place outside her home, near a lush garden with vibrant flowers and a brick pathway leading to the front door. A clear blue sky is above, and sunlight is illuminating the flowers and the woman in a warm light.","Create a detailed image of a woman of Middle-Eastern descent, wearing casual attire, mid-action as she is in the process of disposing of her household waste into a large green city-provided trash can outdoors. The sun is shining, casting a warm light across the scene and creating a shadow of the woman on the ground. A few birds are seen in the background, pecking at some crumbs while a small dog eagerly watches them from a safe distance.",1,1,0,,a woman throwing away the rubbish,a woman throwing away the trash
rubbish,trash,"An urban scene featuring a garbage bin in public, that's filled to the brim. The bin is metallic, exhibiting signs of wear and tear. It can no longer contain its contents, causing rubbish to spill over onto the adjacent pavement. The rubbish includes crumpled papers, discarded plastic containers, broken glass bottles and rotting food waste. Flies are buzzing around this mess, hinting at the strong, unpleasant odour. The background showcases a quiet city street in the evening light, with graffiti on nearby walls, and potted plants at shopfronts, juxtaposing the dirtiness of the overflowing bin.","Visualize an outdoor scene featuring a large garbage bin. This bin is completely filled to the brim with various types of trash. There are dismantled cardboard boxes, crumbled soda cans, fruit peels, torn paper, and plastic bags spilling over the edge. Due to the sheer amount of waste, some of it has scattered on the surrounding area, creating a messy environment. The bin is of a standard, cylindrical shape with a swinging lid that is currently pushed open due to the overflow. There are small flies fluttering around the pile due to the discarded food remnants.",0,1,0,,a bin overflowing with rubbish,a bin overflowing with trash
rubbish,trash,"A highly detailed image of a nocturnal raccoon, recognized by its mask-like black eyes and bushy tail with dark rings, scurrying through an abandoned pile of rubbish. The scene takes place at night, under the pale glow of a nearby street lamp. Shadows dance around, while the curious raccoon explores a multitude of items within the trash - food scraps, tin cans, paper and discarded objects, exhibiting an array of textures and colors. The environment captures the urban jungle where the raccoon has made its home, cementing its reputation as an intelligent, resourceful scavenger.","An illustration of a mischievous raccoon, with its grey fur and black mask-like pattern around the eyes, energetically rummaging through an open trash can. The trash contents are sprawling out, with a mix of discarded food packages, aluminum cans, and papers. The raccoon seems focused on its task, oblivious to the chaos it's causing. This scene takes place at night, with an urban backdrop consisting of shadowy alleyways and the faint glow of street lamps.",0,1,0,,a raccoon going through rubbish,a raccoon going through trash
rubbish,trash,"Imagine a scenery in a public park during a bright, sunny day. In the foreground, there's a dustbin, made of green plastic with a swinging lid. Its surface is a bit worn out, indicating frequent use. Just a few steps away, there's a cozy park bench. The bench is wooden, freshly varnished, reflecting the sunlight. It's backed by lush, green trees, their leaves rustling gently in the soft breeze. The park grass around the bench and bin is well maintained and vibrantly green, interspersed with dainty wild flowers.","A standard metal trash bin situated near a traditional wooden park bench. Both elements are placed on a paved path, surrounded by green grass and typical park landscaping with the glimpse of trees in the background. The scene is lit by the warm light of a late afternoon sun casting long shadows.",0,2,0,,a rubbish bin near a park bench,a trash can near a park bench
rubbish,trash,"View of a cluttered alleyway filled with a large heap of discarded items. The pile contains everything from old, rusted bicycles to plastic bags and old newspapers. The cobblestone alley is narrow and long, shadowed by tall buildings on either side. The sun casts long, dramatic shadows, creating a feeling of depth and isolation.","A street scene featuring a narrow, grimy alleyway. The worn cobblestone underneath is barely visible under the accumulated trash. On either side of the alley, tall, brick buildings stretch into the blue sky. The pile of trash occupies a significant portion of the alley's width, consisting of discarded items like food wrappers, cardboard boxes, plastic bottles, and tin cans. The pile is a chaos of colors under the dim glow of an old hanging lantern. Despite the grim surroundings, vibrant graffiti tags bring a touch of life to the otherwise dreary scene.",0,2,0,,a rubbish heap in an alley,a trash pile in an alley
rubbish,trash,"Create a detailed image of a construction environment. Depict a large, metallic rubbish skip placed towards the foreground, filled with an assortment of debris such as wood offcuts, leftover cement, bricks and discarded nails. In the background, capture the hustle and bustle of a busy construction site, steaming with workers dressed in safety gear such as hard helmets, orange high-visibility vests and steel-toe boots. Show a mixture of men and women construction workers from various descents such as Caucasian, Hispanic, Black, Middle-Eastern, and South Asian. Include construction machinery like cranes and bulldozers working in the terrain, moving materials and sculpting the landscape.","Envision an industrial-grade metallic trash dumpster positioned in an active construction site. The large rectangular structure is painted in an obtrusive shade of green that bears the marks of weather and wear. The construction site is a cacophony of action with cranes, bulldozers, cement mixers, and workers bustling about. Piles of bricks, steel rods, loose gravel, and other construction materials are scattered around. Dust clouds intermittently rise and swirl in the air. The setting sun in the background casts long shadows and paints the scene with a soft, golden light.",0,2,0,,a rubbish skip in a construction site,a trash dumpster in a construction site
flat,apartment,"Visualize a top-floor residential apartment, designed with modern aesthetics. The interior is spacious and filled with natural light, and features large panoramic windows that offer an extraordinary view of an urban cityscape filled with tall skyscrapers, buildings and various architectural structures punctuated by tree-lined streets below. The colors of the dusk sky are reflected in the glass of the multi-storey buildings, creating a beautiful amalgam of hues. It's a serene and tranquil scene amidst the hustle and bustle of the city.","An elegantly designed top-floor apartment, with modern architectural features. The living room is spacious with large ceiling-to-floor windows that expose an enchanting panoramic city view. Skyscrapers, office blocks, and residential buildings can be seen in the distance. The skyline is a stunning blend of urban architecture with bits of green foliage spotting the cityscape. The sunlight illuminates the buildings, casting beautiful reflections onto the apartment's hardwood floor. The room is furnished minimally with contemporary furniture - a comfy couch, a small coffee table, and a sleek entertainment system.",0,1,1,a cyclist fixing a completely flat tire on the rooftop,a top-floor flat with a view of the city,a top-floor apartment with a view of the city
flat,apartment,"An interior view of a college student's small apartment. The room is cluttered with textbooks, papers, and pens scattered across a wooden desk. There's a worn-out laptop opened on a half-finished assignment beside a half empty mug of cold coffee. On the walls are notes and study maps pinned haphazardly. A messy bed is shoved into one corner, with piles of clothes dumped onto it. There's a small kitchenette with basic utensils and a few packs of instant noodles stacked on the counter. In the midst of all the chaos, there's a sense of young adulthood, independence, and academic drive.","Imagine an apartment of an art college student. The space is cluttered yet organized with a plethora of art materials like canvases, brushes, assorted paint tubes, and an easel. On one side, there's a small kitchen area with a mountain of used coffee cups. A stack of art history and design books are haphazardly arranged by a well-worn couch. To the right, there's a small study area with a desk stacked with sketches and college assignment papers. The walls are adorned with an array of engaging and colorful art pieces that reveal the soul of a young aspiring artist.",0,1,1,a diagram explaining flat surfaces in geometry class,a college student's flat,a college student's apartment
flat,apartment,"Imagine a cozy flat nestled in the heart of a bustling city. The architecture of the building is unmistakably urban, characterized by brick walls and large, inviting windows. Inside the flat, the interior design is artistically done. Plush couches with vibrant throw pillows, a wooden coffee table with neatly stacked books, soft rugs underfoot, and hanging plants add a touch of homeliness. Steel appliances in the kitchen glimmer under soft lighting. Through the large windows, the city skyline, teeming with an array of different colored lights from the high-rise buildings, is visible.","Create a detailed image of a cozy, small apartment located high in a city skyscraper. The interior features modern and minimalist furniture creating a sense of spaciousness. Through the large windows, you can observe city lights twinkling in the night, casting a warm glow in the narrow alleyways below. The interior is tastefully decorated with green indoor plants and has a bookshelf filled with colourful books. The rolling chair and the wooden table suggest the existence of a small home office. A comfy, pastel-colored couch can be seen in the corner, perfect for relaxation after a long day.",0,1,1,a flatbread on a ceramic plate with herbs and cheese,a cozy flat in the city,a cozy apartment in the city
flat,apartment,"Imagine a beautifully designed flat with a spacious balcony overlooking a bustling city. The balcony is adorned with potted plants, a cozy pair of chairs, and a small coffee table. The cityscape beyond radiates with life, skyscrapers piercing the horizon and streets alive with a myriad of twinkling lights. The sky is a palette of twilight hues fading into a star-speckled canvas of night. Captivating smells, sounds, and lights of the city fill the scene, making it a veritable urban paradise.","Visualise a cozy apartment that features a spacious balcony. The balcony should have comfortable outdoor furniture with a small coffee table. Healthy potted plants add greenery to the scene. The view from the balcony offers a tremendous sight of a sprawling city with surging skyscrapers, bustling traffic, and impressive architecture under a serene, subtly clouded sky at dusk. String lights add a touch of charm to the balcony and illuminate the space as the city transitions from day to night.",0,1,1,a hiker walking on flat terrain through a prairie,a flat with a balcony overlooking the city,an apartment with a balcony overlooking the city
flat,apartment,"Imagine an urban flat featuring a lovely rooftop garden. It's a sunny day, and the private retreat is filled with lush greeneries, delicate flowers, and tasteful decor. Contemporary patio furniture provides a seating area in one corner. A small, decorative pond features a bubbling water fountain, adding a natural tranquility to space. Potted plants are placed in strategic spots, providing stairs for our eyes to gradually ascend to the open sky. The skyscape at the horizon provides the perfect backdrop.","Visualize an urban apartment featuring a lush rooftop garden. The garden is a verdant oasis amidst the concrete expanse, brimming with flourishing plants of various types - sunflowers, tomato plants, and leafy herbs. Decorate the apartment with contemporary furniture and provide a slight view of the cityscape through a glass window. The evening sky weaves a stunning backdrop with hues of fiery orange and calming purple, indicating the onset of twilight. Garlands of fairy lights add a soft, warm glow to the atmosphere, manifesting a serene, homely comfort in the midst of the urban hustle.",0,1,1,a drawing of a flat horizon line at sunset,a flat with a rooftop garden,an apartment with a rooftop garden
