Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
kopi,coffee,"A Middle-Eastern man in his early thirties, wearing casual attire, is making a purchase at a bustling counter of a traditional coffee shop. He is holding his wallet out, handing over the money to the cashier. The counter is vivid with the hustle and bustle of the morning rush, with the aromatic scent of freshly brewed Kopi filling the air. Various pastries neatly displayed under a glass showcase and the barista in the background is brewing coffee. The rich wooden counter and antique coffee equipment radiate a warm, nostalgic ambiance.","A Middle-Eastern man purchasing a cup of coffee at a bustling counter. The counter is filled with an assortment of freshly brewed coffee pots, an industrial espresso machine, and a variety of tempting pastries displayed under a clear glass case. The barista, a Caucasian woman, is busily preparing the man's order. The venue is crowded with patrons of varying descents and genders, chatting and waiting for their orders. Bright cafe lighting casts a cozy ambiance over the scene.",1,1,0,,a man buying kopi at a busy counter,a man buying coffee at a busy counter
kopi,coffee,"A Middle-Eastern woman clothed in casual attire, with a cup of hot kopi (traditional Indonesian coffee) in her hand. She stands patiently waiting by the well-lit shelter of a city bus stop in the evening light, urban structures form the backdrop. Nearby, a bus stop sign wears the wear and tear of the city. The vibrant evening sky streaks with shades of red and purple and street lights begin to twinkle, providing a warm glow.","An image illustrating a Caucasian woman, dressed in casual attire, holding a steaming cup of coffee in her hands. She is standing next to a well-maintained city bus stop. The bus stop has a metallic bench, a litter bin and an overhead sign indicating the various bus routes. The background is that of a bustling city in the morning, with slight traffic and people walking around. Some high rise buildings can be seen in the background, and it's a bright, sunny day.",1,1,0,,a woman with kopi standing by a bus stop,a woman with coffee standing by a bus stop
ang pow,red packet,"A young South Asian boy wearing traditional attire is gently receiving a red envelope, known as ang pow, from his elderly East Asian grandmother. The grandmother is depicted with a benevolent smile on her face, her hands extending the envelope to the child. She is also dressed in traditional garments, eye glasses resting on the bridge of her nose. The background should hint at a celebratory, festive atmosphere with red and gold decorations, common in Lunar New Year celebrations. The child's eyes are sparkled with respect and anticipation. The entire scene radiates a warm, family atmosphere.","A South Asian boy in a simple kurta, joyfully receiving a vibrant red envelope from his Middle-Eastern grandmother, who's wearing a traditional attire. The grandmother's face carries a patient, loving smile, and the boy's eyes glow with excitement. The backdrop is a modestly decorated living room, with warm and homely details suggesting a family gathering occasion. Their hands meet in the middle of the image to highlight the act of giving.",1,1,0,,a child receiving an ang pow from his grandmother,a child receiving a red packet from his grandmother
ang pow,red packet,"An image of two red envelopes, often referred to as 'ang pows', resting on a wooden table. These envelopes are adorned with intricate, golden designs. Crafted with precision, these gold designs embellish the envelopes giving them a distinct look. The table underneath provides a stark contrast to these envelopes, adding to the overall aesthetic of the scene.","Visualize a wooden table with a shiny surface texture. Upon this table, there are two vivid red packets that are meticulously placed. Each of these rectangular packets is adorned with intricate gold designs that display an elegant aesthetic. The play of light on the packets lends them a subtle glow, illuminating the Golden designs that could present an embodiment of flora or abstract patterns. The surrounding area is out of focus, adding an emphasis on the main subjects - the red packets. Let the richness of the red and the sparkle of the gold dominate the image.",0,1,0,,two ang pows on a table with gold designs,two red packets on a table with gold designs
ang pow,red packet,"An intricately decorated red envelope, commonly known as an 'Ang pow', lying on a wooden dining table. The table is also decked with a variety of festive foods- roast duck, steamed dumplings, a bowl of tangyuan (sweet rice balls), and a platter of spring rolls. The setting is complemented by a pair of chopsticks and a cup of hot green tea. The atmosphere suggest a lively celebration, evoking a feeling of warmth and happiness.","A close-up visualization of a vibrant red envelope, often known as a red packet, set neatly on an elegantly arranged table. Nearby, there is a generous array of food comprising different cuisines laid out, signifying a feast. The red envelope is intricately decorated with golden motifs symbolizing prosperity. The array of food on the table includes a mixture of sweet and savory items, reflecting a wide range of tastes and textures. The setting exudes celebrations and joyous occasions.",0,1,0,,an ang pow and food on a table,a red packet and food on a table
ang pow,red packet,"A diverse group of people joyfully holding ang pows. The group is composed of a Middle-eastern woman, a Caucasian man, a Black teenager, and an older South Asian man. They are all dressed in festive attire, each expressing their excitement and delight at the tradition of ang pows, a cultural practice of gifting sealed red envelopes with money during special occasions such as the Lunar New Year. The radiant smiles on their faces extenuate the festive atmosphere.","An ensemble of individuals from diverse descents: Middle-Eastern, Hispanic, Caucasian, Black, and South Asian, each holding out red packets. The group consists of a balanced mix of genders. Their expressions are filled with anticipation and joy. The red packets are beautiful, adorned with golden patterns and symbols. The background is a festive scene, complete with banners and twinkling lights, and bustling with celebration and excitement.",1,1,0,,a group of people holding ang pows,a group of people holding red packets
ang pow,red packet,"Visualize an interior scene of an old-fashioned store. The store is filled to the brim with brightly hued, traditional envelopes known as 'ang pows'. These envelopes are intricately decorated, each one vying for attention with its unique ornamental design. A multi-ethnic couple, a Caucasian man and a South Asian woman, are excitedly browsing through the vast array of ang pows available. The store has an air of festivity, with lamps illuminating the scene and casting a warm glow over the envelopes","Visualize a retail store selling red packets. The shop is bustling with customers of different descents such as Caucasian, Black, Middle-Eastern, South Asian and Hispanic, both male and female, perusing through aisles stacked with beautiful red envelopes. These Chinese traditional envelopes are adorned with intricate gold designs, signifying wealth and good luck. The store cashier, a woman of Hispanic origin, is handling the financial transactions, while the shop owner, an elderly South Asian man, interacts with customers, leading them to their desired items.",0,1,0,,a store selling ang pows,a store selling red packets
ang pow,red packet,"A visual representation of a celebratory setting featuring a traditional red envelope, popularly known as an 'Ang Pow', intricately designed with golden motifs lying on a dark wooden table. Surrounding the envelope is an array of colourful fruits, including a bunch of ripe bananas, a few shiny red apples, a pair of juicy oranges. The fruit and Ang Pow are delicately arranged on the table, capturing the essence of festivity.","A crimson red packet sealed with an intricate pattern on top of a wooden table. Accompanying this packet on the table are an array of fruits: a green apple demonstrating a high degree of freshness, an orange with its zest peeling off to unleash its citrus fragrance, a bunch of ripe, yellow bananas showcasing their bruise-free peel, and a bunch of succulent red grapes. The table is lit from above, casting beautiful shadows of the objects across its surface.",0,1,0,,an ang pow and some fruit on a table,a red packet and some fruit on a table
sotong,squid,"Create a vivid and appealing image of a spicy sotong dish. The dish should be featured prominently in the center of the image on a ceramic plate. Surroundings should be a typical dining table setting with silverware and glasses, preferably in a slightly dimmed setting to highlight the colors of the food. The sotong, or squid, itself should be visible, perhaps showing a mix of whole pieces and slices, garnished with red and green chilies to emphasize the spiciness of the dish.","Imagine a table set with a mouthwatering spicy squid dish. The squid, perfectly cooked, is elegantly arranged on a large ceramic serving plate. It's drenched in a vibrant, spicy sauce that shines under the ambient light, teasing one's taste buds. Tiny droplets of condensation can be seen on the exterior of the transparent dish, making the spicy squid look even more tantalizing. The squid meat itself is midnight black, flavored with mixed spices that are sprinkled over it. Aromatic fumes wafting off the dish fill the surroundings with a tantalizing aroma.",0,1,0,,spicy sotong dish,spicy squid dish
sotong,squid,"A vibrant seafood market scene, bustling with activity. At a stall, a vendor, perhaps a Caucasian female, expertly handles fresh seafood. The center of this scene is a display of raw squids, also known as sotongs, glistening with freshness. Customers, a varied blend of individuals from different descents like South Asian, Middle Eastern, Black and Hispanic, are seen examining the squids, looking for the choicest ones. The squids are stark and bright, contrasting against the rustic backdrop of the wooden stall.","A bustling market scene with various food stalls. In the foreground, a large display of raw squid catches the viewer's attention. The squid are freshly caught, their shiny, translucent bodies speckled with shades of light pink and ivory. Each one slumbers on a bed of crushed ice, retaining their freshness. Traders, a mix of genders and descents -- Caucasian, Hispanic, Black, Middle-Eastern, and South Asian -- engage enthusiastically with customers of similar diverse backgrounds. Aroma, chatter, and the clinking of coins fill this lively marketplace scene, highlighting the hustle and bustle of everyday life.",0,1,0,,raw sotong at a market,raw squid at a market
sotong,squid,"A close-up view of a plate bearing a heap of golden-brown deep-fried calamari (sotong). The perfectly-fried seafood glistens under soft lighting, revealing a crispy, textured exterior. Fragments of fresh, green herbs are sprinkled atop the sotong, adding a pop of color to the composition. The plate sits on a rustic wooden table, completing the appetizing and homely scene.","A delicious plate of deep-fried squid, golden-brown and crispy, is presented enticingly. The plate is white, which accentuates the vibrant colors of the seafood. The squid pieces are generously sized, their curled arms indicating their freshly cooked state. They bear a coating of fine breadcrumbs, which shimmer lightly under the ambient restaurant light. On the side of the plate, there's a small bowl filled with tangy, scarlet dipping sauce, complementing the crunchy texture of the fried squid. Soft light from above casts a warm glow, making the dish appear even more appetizing.",0,1,0,,deep fried sotong on a plate,deep fried squid on a plate
sotong,squid,"An awe-inspiring scene of a large sotong, also known as a squid, in its aquatic habitat. The squid drifts gracefully among a palette of vibrant corals that illuminate the aquarium's waters. The curves of the coral formations mold endless alleyways for the sotong to glide through, silently dominating its underwater world. Dancing sunbeams penetrate the water's surface, further enhancing the astounding display of colors. The coral, though stationary, appears alive and dynamic under the rippling water, creating a mesmerizing background for the grandeur of the sotong.","An image depicting a mesmerizing vista of underwater marine life inside an aquarium. The main subject of the image is a large squid with elongating tentacles gracefully gliding through water. It's surrounded by vividly colored coral reefs that dot the environment, providing a presumptuously whimsical atmosphere. The aquarium is ample and fashioned to mimic the natural habitat of its inhabitants, providing a visually captivating and pleasantly serene display of aquatic life.",0,1,0,,a large sotong in an aquarium with coral,a large squid in an aquarium with coral
sotong,squid,"Illustrate an image featuring a plate of sotong, which is a Southeast Asian style prepared squid, along with a bowl of white rice. They are presented on a wooden dining table. The dish is garnished with fresh herbs giving it an appealing appearance. Overhead lighting brightens the setting, casting soft shadows around the dishes.","An intricately plated seafood meal set on a rustic wooden table. In the center of the plate, a beautifully cooked squid, its tentacles arranged artistically and garnished with fresh herbs. Next to it, a separate dish holds steamed rice, fluffy and white. The table setting includes a silver fork and knife, a linen napkin, and a clear water glass. The scene is softly lit, creating an inviting ambiance for this delightful culinary experience.",0,1,0,,a sotong dish and rice on a table,a squid dish and rice on a table
sotong,squid,"An image featuring a close-up of a finely chopped sotong being delicately cooked in a sizzling frying pan over a moderate heat. The pan contains a small olive oil pool and is placed on a gas stove. Residual heat generates small bubbles through the oil, causing the sotong to sear and darken. A hint of aromatic smell fills the kitchen area, inviting attention to the ongoing cooking process. The textures of the sotong's surfaces transform under the heat, revealing a tantalizing culinary scene. The background showcases a kitchen scene with common cooking utensils and spices scattered around.","A medium-sized frying pan sits on a stove, the blue flame visibly heating its bottom. Inside, slices of squid, their bodies a glistening white, are sizzling. The meat curls slightly due to the heat, releasing its own juices that mix with the dash of olive oil that had been added earlier. You can almost hear the sizzle and smell the enticing aroma filling the space around the stove.",0,1,0,,sliced sotong in a frying pan,sliced squid in a frying pan
tapao,takeout,"A busy scene at a small local restaurant filled with multicultural people. In the foreground, a South Asian woman dressed in casual attire is seen ordering food to go or 'tapao'. The restaurant staff, a Hispanic man, is bustling around, preparing takeaway boxes filled with a variety of delicious meals. The restaurant has an ethnic vibe to it, with colorful decor and cozy lightning. The patrons laugh and chat, filling the room with a cheerful hum.","A charming, small, and cozy restaurant nestled in a bustling city street. Its exterior is colorful and inviting with signboards displaying today's specials. A line of eager customers of diverse descents - Caucasian, South Asian, Hispanic, Black, Middle-Eastern, White - and varying genders queue, keeping social distance. An Asian female restaurant staff member in a protective mask, behind a plexiglass barrier, is seen handing over a brown paper bag of delicious takeout food to a Black male customer. Nearby, a white female is waiting patiently for her turn while scanning the menu. Warm lights from the restaurant cast a soft glow on the scene.",0,1,0,,getting food tapao from the small restaurant,getting food takeout from the small restaurant
tapao,takeout,"A visually engaging scene of a street-side diner during the evening. At the diner, a Middle-Eastern woman in casual attire is receiving take-out food packed in eco-friendly containers from a male chef of Hispanic descent. The chef, renowned for his culinary talent, is handing over the stuffed container to her, giving a professional smile. The diner, vibrant with retro-style white and red checkered tiles, chrome-trimmed stools, and an illuminated signboard, is bustling with patrons. A few are tucking into freshly cooked meals while others are seen waiting for their take-out orders.","A visual representation of a typical urban scene as a South Asian woman picks up her food takeout from a 50s style diner. The bustling diner should have a neon lit sign, chrome furnishings, bar stools, and a counter with various pies on display. Waitstaff, consisting of a Hispanic man, can be seen busy at work. The woman, dressed in casual attire, is receiving a brown paper bag containing the takeout from the server. Outdoors, further context can be shown with people walking by and maybe a parked classic car.",0,1,0,,getting food tapao from the diner,getting food takeout from the diner
tapao,takeout,"A detailed scene at an urban street during late evening hours. A South Asian man is standing by a vibrant, decorated food truck, chatting with the Hispanic female chef who's inside the truck, filling a tapao (takeaway) order. The chef is placing a completed order, full of colorful and tantalizing food items, in a biodegradable container. Customers waiting in queue are anticipating their turn, relishing the aroma of delicious street food in the air. Streetlights cast soft glow on the scene, adding warmth to the interaction.","A vibrant food truck with colourful patterns parked on a sunny street. A Middle-Eastern woman dressed in casual clothing is at the window, receiving a brown paper bag filled with delicious takeout food from a Black man running the truck, who is wearing a chef's hat and apron. In the background, there's a vibrant city park filled with green trees, flower beds and people of different descents and genders, enjoying the day. The sky above is bright with a few fluffy clouds.",0,1,0,,getting food tapao from the food truck,getting food takeout from the food truck
tapao,takeout,let’s get some food tapao,"A vibrant and busy scene of a typical Friday evening at a downtown area. A group of friends, an East Asian man and a Middle Eastern woman, are standing in front of a food takeout counter, waiting for their order. The food counter is beautifully decorated with colorful lights and hints of cultural elements, offering a variety of delicious foods displayed enticingly in the glass showcase. The aroma of freshly cooked food fills the air, and the hustle and bustle of the surroundings create a charming atmosphere.",1,1,0,,let’s get some food tapao,let's get some food takeout
tapao,takeout,"An assortment of Chinese food neatly packed in various plastic containers. Peking duck pieces sit in one container, their skin glistening with an aromatic sauce. Another container holds bright orange sweet and sour chicken, covered in a tangy sauce and sprinkled with sesame seeds. There's a container of tasty vegetable stir-fry laden with a mix of colorful bell peppers, broccoli, and carrots, and a side of fluffy, steamed white rice. The entire spread signifies a delicious Chinese takeout meal, packaged and ready to be enjoyed.","A busy scene of Chinese culinary delight is ready to be explored. Multiple plastic containers are brimming with a mix of Chinese dishes, including sizzling stir-frys that combine crisp vegetables and tender pieces of meat doused in rich, savory sauces. Some containers reveal fluffy, steamed white rice, the quintessential companion to the main dishes. A clear container showcases a colorful array of vibrant, fresh, and crunchy shredded salad. Tiny, delicate, crispy spring rolls peek from another box. The backdrop is a typical, bustling kitchen; stainless steel utensils and woks catch glimmers of ambient light. All are packaged and ready for takeout.",0,1,0,,chinese food tapao packed in plastic containers,chinese food takeout packed in plastic containers
tapao,takeout,"A South Asian man and a Hispanic woman, who are a couple, standing near a bustling hawker stall. The vibrant space embodies the markedly lively atmosphere usually associated with such places. The man has an aura of ease about him, wearing casual clothes and comfortably interacting with the hawker. The woman, showing mild excitement in her eyes, is holding a reusable container to get her food to-go. As both prepare to leave, they're handed over their food, traditionally packed in paper, a common practice for takeaway meals at hawker stalls.","A South Asian man and a Hispanic woman engaged in the everyday activity of getting food from a bustling hawker stall. The man, dressed casually in light-colored clothing, is carefully selecting the dishes, while the woman, wearing a colorful sundress, holds an eco-friendly bag open for the food containers. The hawker stall vendor, an elderly Eastern Asian man, skillfully prepares their order, surrounded by a plethora of enticing, savory aromas rising from the various dishes. The night setting further enhances the vibrancy of the scene, illumined by soft glow of the hawker stall.",1,1,0,,a couple getting food tapao from a hawker stall,a couple getting food takeout from a hawker stall
kiasu,a grasping and selfish attitude,"A South Asian businessman in traditional Sikh turban, displaying behaviors of a 'kiasu' person - a competitive and selfish individual who hates to lose out, is depicted hastily grabbing all the product samples available on a table. He's dressed in a crisp, navy suit, excitement gleaming in his eyes as he selfishly assembles a pile of diverse products. The environment around him is a bustling trade fair with diverse small details like promotional banners and other busy attendees of various descent like Hispanic, Caucasian and Middle-Eastern, both males and females.","A middle-aged, South Asian businessman with a selfish demeanor, is greedily grabbing all the merchandise samples available on a display table. His attire is formal with a dark, crisp suit and a brightly colored tie. His facial expression showcases audacity and greed, with his eyes wide open in enthusiasm and a mischievous grin. The entire scene portrays the man's lack of consideration and fairness for others, revealing a side of human nature that is centered around self-interest.",1,1,0,,a kiasu businessman grabbing all the samples,a businessman with a grasping and selfish attitude grabbing all the samples
kiasu,a grasping and selfish attitude,"A highly competitive and relentless personality, characterized as a leader, unapologetically cutting in line to get a photo. This person is middle-aged, Caucasian male, dressed sharply in business attire, embodying a sense of urgency and determination. The diverse crowd in line, consisting of men and women from various descents such as Hispanic, Black, Middle-Eastern, and South Asian, reacts with surprise and disapproval. The setting is an indoor conference hall, professional and bustling with activity.","A self-centered and authoritative figure exercising his privilege by unfairly advancing in a queue for a picture session. The figure is a male of Middle-Eastern descent, in his 50s, wearing a dark suit and tie. He is set against a diverse crowd of varying races and genders, some expressing surprise, others disapproval at his actions.",1,1,0,,a kiasu leader cutting in line for a photo,a leader with a grasping and selfish attitude cutting in line for a photo
kiasu,a grasping and selfish attitude,"A dedicated and overly competitive Caucasian female student in a tidy yet cluttered study room. She is seen greedily hoarding all the educational notes, textbooks, and reference materials. The notes are myriad - piled up on her desk, overflowing from her backpack, and stacked under her chair. She is engrossed in her studies, furiously making notes with a determination on her face, and other students’ attempts to share are politely yet firmly declined.","An image of an Asian female student in a library, who displays a selfish attitude by hoarding an excessive array of academic notes. She might be sitting at a table full of various notebooks, textbooks, and pieces of paper with scribbled notes. Her expressions suggest a sense of overprotectiveness and unwillingness to share her resources with others.",1,1,0,,a kiasu student hoarding all the notes,a student with a grasping and selfish attitude hoarding all the notes
kiasu,a grasping and selfish attitude,"An enthusiastic and anxious Caucasian mother quickly moving towards the front row seats at a school function with a determined expression on her face. She is wearing casual attire, clutching her handbag tight and elbowing her way through a diverse crowd of relaxed parents. The whole scene is set within a school auditorium, filled with parents of multiple descents and genders who are patiently waiting for their children's performance to start. You can almost feel the tension in the air as she rushes to secure the best seat.","An image depicting an adult individual of Black descent, displaying a demeanor of urgency and self-centeredness, rushing towards the front row of an audience. They are dressed elegantly, yet their actions display a lack of decorum. Their body language showcases their desire to possibly secure a better position for themselves, disregarding others in the process.",1,1,0,,a kiasu parent rushing to the front row,a parent with a grasping and selfish attitude rushing to the front row
kiasu,a grasping and selfish attitude,"An industrious and highly competitive South Asian businesswoman, characterized by her go-getter attitude, in a high-end business attire, fervently buying out merchandise during a limited-time sale. She has an astute look in her eyes and her hands are quickly filling her shopping cart with various items. She is in a bustling shopping mall filled with people who are also on the hunt for the best deals.","A Caucasian businesswoman exemplifying a greedy demeanor, enthusiastically buying out limited deals in a commercial setting. She's elegantly dressed in a crisp suit, her eyes gleaming with shrewdness and satisfaction. She's energetically interacting with both male and female store attendants of various descents, nonchalant about the displeasure and judgment on the faces of other customers who are just mere seconds late to grab the same deals. The environment reflects the hustle and bustle typical of a busy marketplace.",1,1,0,,a kiasu businesswoman buying out limited deals,a businesswoman with a grasping and selfish attitude buying out limited deals
kiasu,a grasping and selfish attitude,"A kiasu individual, who is an influential figure in the community, enthusiastically expressing his points and dominating the conversation. This person is gesturing passionately as people around him, visibly taken aback by his fervor, try in vain to interject with their own thoughts and opinions.","An assertive individual with a reputation for being both domineering and self-centered, engaged in a passionate debate at a public forum. They are effectively overshadowing the voices of others, their assertive demeanor leaving little room for the contribution of others.",1,1,0,,a kiasu politician speaking over everyone else,a politician with a grasping and selfish attitude speaking over everyone else
sian,bored,"Envision an enchanting scene of a Siamese cat, distinguished by its aristocratic features and striking blue eyes, lounging leisurely indoors. The house is a symphony of coziness, with soft furniture and warm lighting that creates an inviting allure. The cat is sitting on a beautiful rug, its fur glistening in the comfortable ambiance of the living room. The distinctive color points – cream body with darker ears, paws, and tail – of the Siamese cat are visibly striking against the homey setting of the house.","Envision a domestic feline with a bored expression on its face. This cat has a fur pattern of your choosing, be it calico, Siamese, tabby, or any other. Its eyes are half-closed, or its attention seems unfocused, indicating its state of ennui. It's sitting in a room of a typical house, perhaps near a window or on a cozy piece of furniture. The room has elements like a couch, a coffee table, and maybe some house plants. Each item in the room should be detailed enough to indicate a lived-in space.",0,1,0,,a sian cat in a house,a bored cat in a house
