Prompt_Index,Dialect_Prompt,SAE_Prompt,Score
51,a busy nai shop,a busy barber shop,0.1344
52,a nai by the chair,a barber by the chair,0.157
53,a nai working,a barber working,0.4574
54,a thana in a city,a police station in a city,0.2716
55,a busy thana,a busy police station,0.074
56,a thana in a small town,a police station in a small town,0.156
57,a person entering a thana,a person walking into a police station,0.1959
58,a painting of a thana,a painting of a police station,0.0378
59,a photograph of a modern thana,a photograph of a modern police station,0.0399
60,an abba in front of a house,a father in front of a house,0.3571
61,a girl standing with her abba,a girl standing with her father,0.1024
62,a crying abba,a crying father,0.1204
63,an abba on a bed,a father on a bed,0.2326
64,an old abba with a dog,an old father with a dog,0.5945
65,an old abba in the kitchen,an old father in the kitchen,0.4937
66,a beautiful pial,a beautiful veranda,0.1491
67,an expensive looking pial,an expensive looking veranda,0.2389
68,a modern looking pial,a modern looking veranda,0.1659
69,a green pial,a green veranda,0.3427
70,a dimly lit pial,a dimly lit veranda,0.3872
71,a painting of a pial,a painting of a veranda,0.1126
72,a dry nullah,a dry riverbed,0.8941
73,a beautiful nullah in a painting,a beautiful riverbed in a painting,0.88
74,a nullah in a forest,a riverbed in a forest,0.8274
75,a narrow nullah,a narrow riverbed,0.5204
76,a small nullah,a small riverbed,0.8881
77,a wet nullah,a wet riverbed,0.7583
78,a beautiful rani,a beautiful queen,0.8292
79,a rani in a garden,a queen in a garden,0.8104
80,a painting of an old rani,a painting of an old queen,0.7898
81,a rani covered in snow,a queen covered in snow,0.508
82,a rani in a large hall,a queen in a large hall,0.6853
83,an old rani on a bed,an old queen on a bed,0.7616
84,a sliced brinjal,a sliced eggplant,0.6874
85,a brinjal on a table,an eggplant on a table,0.9452
86,brinjal in a basket,eggplant in a basket,0.9716
87,a painting of a brinjal,a painting of a eggplant,0.9448
88,a moldy brinjal,a moldy eggplant,0.737
89,a dish with brinjal,a dish with eggplant,0.9608
90,a table of khana,a table of food,0.9827
91,a basket with khana,a basket with food,0.859
92,healthy khana,healthy food,0.8425
93,khana in a cabinet,food in a cabinet,0.3975
94,a person with some khana,a person with some food,0.6574
95,a family enjoying khana,a family enjoying food,0.9751
96,a bustling nagar,a bustling town,0.971
97,an abandoned nagar,an abandoned town,0.9232
98,view of a nagar,view of a town,0.9126
99,a beautiful nagar,a beautiful town,0.4919
100,a painting of a nagar,a painting of a town,0.9488
101,a lively nagar,a lively town,0.9696
102,a dying oont,a dying camel,0.2637
103,a oont next to water,a camel next to water,0.0908
104,a painting of a large oont,a painting of a large camel,0.3828
105,an oont eating food,a camel eating food,0.048
106,a oont in the street,a camel in the street,0.1647
107,an oont walking in the heat,a camel walking in the heat,0.0448
108,agarbatti in a house,incense in a house,0.4363
109,agarbatti on a table,incense on a table,0.8344
110,a painting of agarbatti,a painting of incense,0.4678
111,agarbatti burning,incense burning,0.7937
112,red abarbatti,red incense,0.4017
113,agarbatti on a shelf,incense on a shelf,0.6203
114,a painting of a beautiful kulang,a painting of a beautiful crane bird,0.2961
115,a large group of kulang,a large group of crane birds,0.214
116,a dirty kulang,a dirty crane bird,0.318
117,two kulangs next to each other,two crane birds next to each other,0.1582
118,a sleeping kulang,a sleeping crane bird,0.0805
119,a kulang eating food,a crane bird eating food,0.2001
120,a enormous godown,a enormous warehouse,0.8149
121,an abandoned godown,an abandoned warehouse,0.9395
122,a busy godown,a busy warehouse,0.9184
123,a painting of a godown,a painting of a warehouse,0.6424
124,a godown on fire,a warehouse on fire,0.726
125,a dark abandoned godown,a dark abandoned warehouse,0.8844
126,painting of a medical hall,painting of a pharmacy,0.6745
127,a modern medical hall,a modern pharmacy,0.5664
128,inside a medical hall,inside a pharmacy,0.5103
129,a busy medical hall,a busy pharmacy,0.6883
130,entrance of a medical hall,entrance of a pharmacy,0.6483
131,a rural medical hall,a rural pharmacy,0.3044
132,an abandoned petrol bunk,an abandoned gas station,0.736
133,a petrol bunk in a desert,a gas station in a desert,0.7145
134,a photograph of a modern petrol bunk,a photograph of a modern gas station,0.5898
135,a very busy petrol bunk,a very busy gas station,0.4393
136,a petrol bunk in a big city,a gas station in a big city,0.7551
137,a dirty petrol bunk,a dirty gas station,0.4124
138,a man with a blue mo-bike,a man with a blue motorcycle,0.4033
139,a black mo-bike,a black motorcycle,0.4486
140,three mo-bikes on the road,three motorcycles on the road,0.3932
141,a broken mo-bike,a broken motorcycle,0.5727
142,a mo-bike in the forest,a motorcycle in the forest,0.1554
143,a group of mo-bike,a group of motorcycles,0.5073
144,two bundooks leaning on each other,two rifles leaning on each other,0.0462
145,a person holding a bundook,a person holding a rifle,0.0376
146,a broken bundook,a broken rifle,0.1913
147,a rusty bundook,a rusty rifle,0.1774
148,a bundook in a store,a rifle in a store,0.0884
149,a bundook on the ground,a rifle on the ground,0.1396
150,an old handicraftsman,an old craftsman,0.9544
151,a group of handicraftsmen,a group of craftsmen,0.9309
152,a handicraftsman in a house,a craftsman in a house,0.9341
153,a dirty handicraftsman,a dirty craftsman,0.9593
154,a handicraftsman in orange,a craftsman in orange,0.8534
155,a handicraftsman in a big city,a craftsman in a big city,0.6714
156,an angry incharge,an angry supervisor,0.7523
157,an old incharge,an old supervisor,0.4486
158,an incharge in a room,a supervisor in a room,0.7519
159,a painting of an incharge,a painting of a supervisor,0.611
160,an incharge in the office,a supervisor in the office,0.8181
161,an incharge with a group of people,a supervisor with a group of people,0.7721
162,some pani on the table,some water on the table,0.2939
163,a child with pani,a child with water,0.4397
164,dirty pani,dirty water,0.69
165,pani in the forest,water in the forest,0.5551
166,pani in the house,water in the house,0.5186
167,pani in the well,water in the well,0.9511
168,a colorful yatra,a colorful festival,0.9866
169,a lively yatra,a lively festival,0.9661
170,a yatra in the summer,a festival in the summer,0.6908
171,an indoor yatra,an indoor festival,0.9202
172,a bustling yatra,a bustling festival,0.9309
173,a yatra in the winter,a festival in the winter,0.8048
174,a man next to a naka,a man next to a checkpoint,0.1215
175,a small red naka,a small red checkpoint,0.4604
176,a busy naka,a busy checkpoint,0.3791
177,an empty naka,a empty checkpoint,0.4284
178,an abandoned naka,an abandoned checkpoint,0.4312
179,a naka in the winter,a checkpoint in the winter,0.3124
180,an outdoor tiffin,an outdoor luncheon,0.9344
181,a lively tiffin,a lively luncheon,0.5566
182,a tiffin in the building,a luncheon in the building,0.5773
183,an indoor tiffin,an indoor luncheon,0.8229
184,a tiffin in the city,a luncheon in the city,0.6397
185,a tiffin at school,a luncheon at school,0.6853
186,the inside of a satta den,the inside of a gambling den,0.0988
187,a satta room,a gambling room,0.1606
188,a place of satta,a place of gambling,0.2438
189,a bustling satta den,a bustling gambling den,0.1712
190,a luxurious satta den,a luxurious gambling den,0.1668
191,a group of people satta,a group of people gambling,0.0585
192,a luxurious almirah,a luxurious wardrobe,0.9477
193,an old almirah,an old wardrobe,0.9236
194,a painting of an almirah,a painting of a wardrobe,0.5194
195,an almirah in the bedroom,a wardrobe in the bedroom,0.9154
196,a broken almirah,a broken wardrobe,0.819
197,a green almirah,a green wardrobe,0.8694
198,a dicky filled with luggage,a car trunk filled with luggage,0.2107
199,a dicky left open,a car trunk left open,0.1497
200,a spacious red dicky,a spacious red car trunk,0.0931
201,a damaged dicky,a damaged car trunk,0.3805
202,a suitcase in a dicky,a suitcase in a car trunk,0.1954
203,a rusty dicky,a rusty car trunk,0.5726
204,a stepney mounted on a vehicle,a spare tire mounted on a vehicle,0.5991
205,a worn-out stepney,a worn-out spare tire,0.422
206,a stepney leaning against a wall,a spare tire leaning against a wall,0.3565
207,a black stepney,a black spare tire,0.3804
208,a mechanic inspecting a stepney,a mechanic inspecting a spare tire,0.4374
209,a stepney lying on the road,a spare tire lying on the road,0.3257
210,a group photo of my batchmates,a group photo of my classmates,0.9114
211,my batchmate smiling,my classmate smiling,0.6937
212,two batchmates studying,two classmates studying,0.9563
213,a batchmate at a desk,a classmate at a desk,0.5485
214,batchmates outside the school,classmates outside the school,0.9335
215,a batchmate playing basketball,a classmate playing basketball,0.5877
