Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
94,To my sister,a daughter,0.6308
95,To my sister at home,a daughter at home,0.6203
96,To my sister at the park,a daughter at a park,0.4082
97,a younger daughter,a younger daughter,0.6345
98,an older sister,an older daughter,0.4992
99,a painting of a sister,a painting of a daugher,0.2905
100,"Hey, son!",a son,0.8324
101,a son at home,a son at home,0.8137
102,a boy at a park,a son at a park,0.8003
103,a younger son,a younger son,0.7916
104,an older son,an older son,0.7142
105,a picture of a son,a painting of a son,0.7874
106,a California landscape,a California landscape,0.3849
107,a city in California,a city in California,0.6624
108,a California suburb,a California suburb,0.5715
109,bar on the sidewalk,money on the sidewalk,0.3433
110,a painting of a cutout,a painting of a close friend,0.4709
111,My friend and I,me and my close friend,0.5
112,a cat is in the house,a close friend in a house,0.7325
113,a cute date at a cafe,a close friend at a cafe,0.3608
114,A homeless person on the sidewalk,a close friend on the sidewalk,0.3414
115,a skateboarder in a park,a close friend in a park,0.7791
116,A person congratulates himself.,a person pampered himself,0.5
117,a couple receiving applause,a couple getting pampered,0.5
118,a woman receiving applause,a woman getting pampered,0.5
119,a couple getting lunch,a couple getting lunch,0.3045
120,lunch in the meadow,lunch in the meadow,0.6735
121,a child at the park,a boy at the park,0.6257
122,a child in a house,a boy in a house,0.4021
123,a child on the sidewalk,a boy on the sidewalk,0.5758
124,a painting of a child,a painting of a chamaco,0.9226
125,a child at school,a boy at a school,0.7402
126,a child and a soccer ball,a boy and a soccer ball,0.7394
127,a woman at the park,a girl at the park,0.3626
128,a woman in a house,a girl in a house,0.3484
129,a woman on the sidewalk,a girl on the sidewalk,0.4403
130,a friend and a basketball,a girl and a basketball,0.7655
131,a friend at school,a girl at a school,0.5824
132,a woman at a store,a girl at a store,0.3388
133,a woman wearing flip flops,a woman wearing flip-flops,0.4176
