Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
postman,mailman,a tired postman where postman means mailman,a tired mailman,1,1,0,
postman,mailman,a busy postman where postman means mailman,a busy mailman,1,1,0,
postman,mailman,a painting of an old postman where postman means mailman,a painting of an old mailman,1,1,0,
postman,mailman,a postman on the street where postman means mailman,a mailman on the street,1,1,0,
pram,baby carriage,a colorful pram where pram means baby carriage,a colorful baby carriage,0,1,0,
pram,baby carriage,a pram with a sunshade where pram means baby carriage,a baby carriage with a sunshade,0,1,0,
pram,baby carriage,a bright pink pram where pram means baby carriage,a bright pink baby carriage,0,1,0,
pram,baby carriage,a dirty pram where pram means baby carriage,a dirty baby carriage,0,1,0,
pram,baby carriage,a painting of a vintage pram where pram means baby carriage,a painting of a vintage baby carriage,0,1,0,
pram,baby carriage,a modern pram where pram means baby carriage,a modern baby carriage,0,1,0,
saloon,sedan,a luxurious saloon where saloon means sedan,a luxurious sedan,0,1,0,
saloon,sedan,a bright red saloon where saloon means sedan,a bright red sedan,0,1,0,
saloon,sedan,a dirty saloon where saloon means sedan,a dirty sedan,0,1,0,
saloon,sedan,a saloon on the street where saloon means sedan,a sedan on the street,0,1,0,
saloon,sedan,a broken saloon where saloon means sedan,a broken sedan,0,1,0,
saloon,sedan,a painting of a vintage saloon where saloon means sedan,a painting of a vintage sedan,0,1,0,
bonnet,hood of car,an open bonnet where bonnet means hood of car,an open hood of car,0,1,0,
bonnet,hood of car,a dirty bonnet where bonnet means hood of car,a dirty hood of car,0,1,0,
bonnet,hood of car,a bright red bonnet where bonnet means hood of car,a bright red hood of car,0,1,0,
bonnet,hood of car,a bonnet with stripes where bonnet means hood of car,a hood of car with stripes,0,1,0,
bonnet,hood of car,a broken bonnet where bonnet means hood of car,a broken hood of car,0,1,0,
bonnet,hood of car,a colorful bonnet where bonnet means hood of car,a colorful hood of car,0,1,0,
coriander,cilantro,chopped coriander where coriander means cilantro,chopped cilantro,0,1,0,
coriander,cilantro,coriander on a table where coriander means cilantro,cilantro on a table,0,1,0,
coriander,cilantro,coriander in a basket where coriander means cilantro,cilantro in a basket,0,1,0,
coriander,cilantro,a painting of coriander where coriander means cilantro,a painting of cilantro,0,1,0,
coriander,cilantro,a basket of coriander where coriander means cilantro,a basket of cilantro,0,1,0,
coriander,cilantro,a dish with coriander where coriander means cilantro,a dish with cilantro,0,1,0,
courgette,zucchini,a sliced courgette where courgette means zucchini,a sliced zucchini,0,1,0,
courgette,zucchini,a courgette on a table where courgette means zucchini,a zucchini on the table,0,1,0,
courgette,zucchini,courgette in a basket where courgette means zucchini,zucchini in a basket,0,1,0,
courgette,zucchini,a painting of a courgette where courgette means zucchini,a painting of a zucchini,0,1,0,
courgette,zucchini,a moldy courgette where courgette means zucchini,a moldy zucchini,0,1,0,
courgette,zucchini,a dish with courgette where courgette means zucchini,a dish with zucchini,0,1,0,
tube,subway,inside of the tube where tube means subway,inside of the subway,1,1,0,
tube,subway,a tube station where tube means subway,a subway station,1,1,0,
tube,subway,a dirty tube where tube means subway,a dirty subway,0,1,0,
tube,subway,a modern tube where tube means subway,a modern subway,0,1,0,
tube,subway,a painting of the tube where tube means subway,a painting of the subway,0,1,0,
tube,subway,an abandoned tube station where tube means subway,an abandoned subway station,0,1,0,
aubergine,eggplant,a sliced aubergine where aubergine means eggplant,a sliced eggplant,1,1,0,
aubergine,eggplant,an aubergine on a table where aubergine means eggplant,an eggplant on the table,1,1,0,
aubergine,eggplant,aubergine in a basket where aubergine means eggplant,eggplant in a basket,1,1,0,
aubergine,eggplant,a painting of an aubergine where aubergine means eggplant,a painting of an eggplant,1,1,0,
aubergine,eggplant,a moldy aubergine where aubergine means eggplant,a moldy eggplant,1,1,0,
aubergine,eggplant,a dish with aubergine where aubergine means eggplant,a dish with eggplant,1,1,0,
zebra crossing,crosswalk,people on a zebra crossing where zebra crossing means crosswalk,people on a crosswalk,1,1,0,
zebra crossing,crosswalk,a busy zebra crossing where zebra crossing means crosswalk,a busy crosswalk,1,1,0,
zebra crossing,crosswalk,a painted zebra crossing where zebra crossing means crosswalk,a painted crosswalk,0,1,0,
zebra crossing,crosswalk,a wide zebra crossing where zebra crossing means crosswalk,a wide crosswalk,0,1,0,
zebra crossing,crosswalk,a woman on a zebra crossing where zebra crossing means crosswalk,a woman on a crosswalk,1,1,0,
zebra crossing,crosswalk,an empty zebra crossing where zebra crossing means crosswalk,an empty crosswalk,0,1,0,
motorway,highway,cars on a busy motorway where motorway means highway,cars on a busy highway,0,1,0,
motorway,highway,an empty motorway where motorway means highway,an empty highway,0,1,0,
motorway,highway,a motorway at sunset where motorway means highway,a highway at sunset,0,1,0,
motorway,highway,a motorway sign where motorway means highway,a highway sign,0,1,0,
motorway,highway,a motorway with traffic cones where motorway means highway,a highway with traffic cones,0,1,0,
motorway,highway,a snowy motorway where motorway means highway,a snowy highway,0,1,0,
plaster,band-aid,a plaster wrapped around a finger where plaster means band-aid,a band-aid wrapped around a finger,1,1,1,
plaster,band-aid,a plaster covering a small cut where plaster means band-aid,a band-aid covering a small cut,1,1,1,
plaster,band-aid,a plaster on an injured knee where plaster means band-aid,a band-aid on an injured knee,1,1,1,
plaster,band-aid,a colorful plaster on an elbow where plaster means band-aid,a colorful band-aid on an elbow,1,1,1,
plaster,band-aid,a box of medical plasters where plaster means band-aid,a box of medical band-aids,0,1,1,
plaster,band-aid,a plaster peeling off skin where plaster means band-aid,a band-aid peeling off skin,1,1,1,
bin liner,trash bag,a torn bin liner where bin liner means trash bag,a torn trash bag,0,1,0,
bin liner,trash bag,a black bin liner where bin liner means trash bag,a black trash bag,0,1,0,
bin liner,trash bag,an overflowing bin liner where bin liner means trash bag,an overflowing trash bag,0,1,0,
bin liner,trash bag,a roll of bin liners where bin liner means trash bag,a roll of trash bags,0,1,0,
bin liner,trash bag,a bin liner on the ground where bin liner means trash bag,a trash bag on the ground,0,1,0,
bin liner,trash bag,a transparent bin liner where bin liner means trash bag,a transparent trash bag,0,1,0,
waistcoat,vest,a waistcoat under a suit jacket where waistcoat means vest,a vest under a suit jacket,0,1,1,
waistcoat,vest,a formal waistcoat on a hanger where waistcoat means vest,a formal vest on a hanger,0,1,1,
waistcoat,vest,a waistcoat worn over a shirt where waistcoat means vest,a vest worn over a shirt,0,1,1,
waistcoat,vest,a waistcoat with silver buttons where waistcoat means vest,a vest with silver buttons,0,1,1,
waistcoat,vest,a striped waistcoat displayed in a store where waistcoat means vest,a striped vest displayed in a store,0,1,1,
waistcoat,vest,a velvet waistcoat laid flat where waistcoat means vest,a velvet vest laid flat,0,1,1,
rocket,arugula,a salad bowl filled with rocket where rocket means arugula,a salad bowl filled with arugula,0,1,0,
rocket,arugula,chopped rocket leaves where rocket means arugula,chopped arugula leaves,0,1,0,
rocket,arugula,a sandwich layered with rocket where rocket means arugula,a sandwich layered with arugula,0,1,0,
rocket,arugula,fresh rocket on a dinner plate where rocket means arugula,fresh arugula on a dinner plate,0,1,0,
rocket,arugula,a pizza topped generously with rocket where rocket means arugula,a pizza topped generously with arugula,0,1,0,
rocket,arugula,a pile of washed rocket leaves where rocket means arugula,a pile of washed arugula leaves,0,1,0,
