Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
jaina,girlfriend,Me having dinner in a restaurant with my girlfriend.,me having dinner in a restaurant with my girlfriend,1,1,0,,me having dinner in a restaurant with my jaina,me having dinner in a restaurant with my girlfriend
jaina,girlfriend,a sunny day in the park with my girlfriend,a sunny day in the park with my girlfriend,1,1,0,,a sunny day in the park with my jaina,a sunny day in the park with my girlfriend
planchar,iron,a person ironing a dress shirt,a person irons a dress shirt,1,1,0,,a person planchar a dress shirt,a person irons a dress shirt
planchar,iron,A person is ironing a towel in a sunny room.,a person irons a towel in a sunny room,1,1,0,,a person planchar a towel in a sunny room,a person irons a towel in a sunny room
planchar,iron,A man irons his pants before work.,a man irons his pants before work,1,1,0,,a man planchar his pants before work,a man irons his pants before work
planchar,iron,My mother is ironing the curtains.,my mother irons the curtains,1,1,0,,my mother planchar the curtains,my mother irons the curtains
planchar,iron,A woman is ironing clothes in the laundry room.,a woman irons clothes in the laundry room,1,1,0,,a woman planchar clothes in the laundry room,a woman irons clothes in the laundry room
planchar,iron,My brother irons his uniform shirt.,my brother irons his uniform shirt,1,1,0,,my brother planchar his uniform shirt,my brother irons his uniform shirt
Chuco,El Paso,a person exploring Chuco on a sunny afternoon,a person exploring El Paso on a sunny afternoon,1,1,0,,a person exploring Chuco on a sunny afternoon,a person exploring El Paso on a sunny afternoon
Chuco,El Paso,a lively restaurant in El Paso bustling at night,a lively restaurant in El Paso bustling at night,0,1,0,,a lively restaurant in Chuco bustling at night,a lively restaurant in El Paso bustling at night
Chuco,El Paso,a quiet street in Chuco lined with flowering plants,a quiet street in El Paso lined with flowering plants,0,1,0,,a quiet street in Chuco lined with flowering plants,a quiet street in El Paso lined with flowering plants
Chuco,El Paso,a crowded bus station near downtown El Paso,a crowded bus station in El Paso near downtown,0,1,0,,a crowded bus station in Chuco near downtown,a crowded bus station in El Paso near downtown
Chuco,El Paso,a typical single-story house in El Paso with a porch,a typical single-story house in El Paso with a porch,0,1,0,,a typical single-story house in Chuco with a porch,a typical single-story house in El Paso with a porch
Chuco,El Paso,a bird's eye view of Chuco with mountains in the background,a bird's eye view of El Paso with mountains in background,0,1,0,,a bird's eye view of Chuco with mountains in background,a bird's eye view of El Paso with mountains in background
carnal,brother,a woman and her partner eating at a restaurant,a woman and her brother eating at a restaurant,1,1,1,a romantic novel exploring carnal longing,a woman and her carnal eating at a restaurant,a woman and her brother eating at a restaurant
carnal,brother,a man hiking with his dog on a forest trail,a man hiking with his brother on a forest trail,1,1,1,a painting representing carnal temptation in a classical style,a man hiking with his carnal on a forest trail,a man hiking with his brother on a forest trail
carnal,brother,my cousin posing for a picture,my brother posing for a picture,1,1,1,a poem about carnal love and desire,my carnal posing for a picture,my brother posing for a picture
carnal,brother,Me standing with my friend.,me standing with my brother,1,1,1,a scene depicting carnal intimacy in a dimly lit room,me standing with my carnal,me standing with my brother
carnal,brother,My friend and I are sitting at a table.,my brother and I sitting at a table,1,1,1,a philosophical discussion about carnal instincts and the soul,my carnal and I sitting at a table,my brother and I sitting at a table
carnal,brother,My friend is riding a bike.,my brother riding a bike,1,1,1,a dramatic film exploring the consequences of carnal obsession,my carnal riding a bike,my brother riding a bike
carnalita,sister,a woman and her close female friend eating at a restaurant,a woman and her sister eating at a restaurant,1,1,0,,a woman and her carnalita eating at a restaurant,a woman and her sister eating at a restaurant
carnalita,sister,a man hiking with his little sister through a mountain path,a man hiking with his sister through a mountain path,1,1,0,,a man hiking with his carnalita through a mountain path,a man hiking with his sister through a mountain path
carnalita,sister,My cousin and I are posing for a picture.,me and my sister posing for a picture,1,1,0,,me and my carnalita posing for a picture,me and my sister posing for a picture
carnalita,sister,Me standing with my little sister,me standing with my sister,1,1,0,,me standing with my carnalita,me standing with my sister
carnalita,sister,My little sister and I are sitting at a table.,my sister and I sitting at a table,1,1,0,,my carnalita and I sitting at a table,my sister and I sitting at a table
carnalita,sister,My little sister is riding a bike.,my sister riding a bike,1,1,0,,my carnalita riding a bike,my sister riding a bike
carnales,brothers,My friends are playing basketball together.,my brothers playing basketball together,1,1,0,,my carnales playing basketball together,my brothers playing basketball together
carnales,brothers,two close friends in a rock band,a brothers duo in a rock band,1,1,0,,a carnales duo in a rock band,a brothers duo in a rock band
carnales,brothers,my friends are on a camping trip,my brothers on a camping trip,1,1,0,,my carnales on a camping trip,my brothers on a camping trip
carnales,brothers,a wrestling match between close friends,a brothers wrestling match,1,1,0,,a carnales wrestling match,a brothers wrestling match
carnales,brothers,My friends are building a treehouse.,my brothers building a treehouse,1,1,0,,my carnales building a treehouse,my brothers building a treehouse
carnales,brothers,a handshake between close friends at graduation,a brothers handshake at graduation,1,1,0,,a carnales handshake at graduation,a brothers handshake at graduation
carnalas,sisters,an intimate moment at a wedding,a sisters moment at a wedding,1,1,0,,a carnalas moment at a wedding,a sisters moment at a wedding
carnalas,sisters,My friends are studying together.,my sisters studying together,1,1,0,,my carnalas studying together,my sisters studying together
carnalas,sisters,a friends' dance routine,a sisters dance routine,1,1,0,,a carnalas dance routine,a sisters dance routine
carnalas,sisters,My close friends are sharing a secret.,my sisters sharing a secret,1,1,0,,my carnalas sharing a secret,my sisters sharing a secret
carnalas,sisters,My friends are having a tea party in the garden.,my sisters having a tea party in the garden,1,1,0,,my carnalas having a tea party in the garden,my sisters having a tea party in the garden
carnalas,sisters,My friends are braiding each other's hair.,my sisters braiding each other's hair,1,1,0,,my carnalas braiding each other's hair,my sisters braiding each other's hair
Raza,Mexican American,a group of people at a family reunion,a group of mexican americans at a family reunion,1,1,0,,a group of raza at a family reunion,a group of mexican americans at a family reunion
Raza,Mexican American,a Latino activist speaking at a rally,a mexican american activist speaking at a rally,1,1,0,,a raza activist speaking at a rally,a mexican american activist speaking at a rally
Raza,Mexican American,a Latino community center hosting an event,a mexican american community center hosting an event,1,1,0,,a raza community center hosting an event,a mexican american community center hosting an event
Raza,Mexican American,a cultural festival in the park,a mexican american cultural festival in the park,1,1,0,,a raza cultural festival in the park,a mexican american cultural festival in the park
Raza,Mexican American,a Raza musician performing live,a mexican american musician performing live,1,1,0,,a raza musician performing live,a mexican american musician performing live
Raza,Mexican American,a Latino student at a graduation ceremony,a mexican american student at a graduation ceremony,1,1,0,,a raza student at a graduation ceremony,a mexican american student at a graduation ceremony
vato,young man,a man wearing sunglasses and a bandana,a young man wearing sunglasses and a bandana,1,1,0,,a vato wearing sunglasses and a bandana,a young man wearing sunglasses and a bandana
vato,young man,a guy skateboarding down a hill,a young man skateboarding down a hill,1,1,0,,a vato skateboarding down a hill,a young man skateboarding down a hill
vato,young man,a man leaning against a lowrider,a young man leaning against a lowrider,1,1,0,,a vato leaning against a lowrider,a young man leaning against a lowrider
vato,young man,a man playing an acoustic guitar,a young man playing an acoustic guitar,1,1,0,,a vato playing an acoustic guitar,a young man playing an acoustic guitar
vato,young man,a man writing in a journal at a cafe,a young man writing in a journal at a cafe,1,1,0,,a vato writing in a journal at a cafe,a young man writing in a journal at a cafe
vato,young man,a man playing pool at a bar,a young man shooting pool at a bar,1,1,0,,a vato shooting pool at a bar,a young man shooting pool at a bar
ese,young man,A Latino man playing basketball on a local court,a young man playing basketball in a local court,1,1,0,,an ese playing basketball in a local court,a young man playing basketball in a local court
ese,young man,A Hispanic man walking his pitbull in the neighborhood,a young man walking his pitbull in the neighborhood,1,1,0,,an ese walking his pitbull in the neighborhood,a young man walking his pitbull in the neighborhood
ese,young man,A Latino man buying street tacos from a food truck,a young man buying street tacos from a food truck,1,1,0,,an ese buying street tacos from a food truck,a young man buying street tacos from a food truck
ese,young man,a Latino man riding a BMX bike in a skate park,a young man riding a BMX bike in a skate park,1,1,0,,an ese riding a BMX bike in a skate park,a young man riding a BMX bike in a skate park
ese,young man,a Latino man breakdancing on a city street,a young man breakdancing on a city street,1,1,0,,an ese breakdancing on a city street,a young man breakdancing on a city street
ese,young man,a Mexican man playing the trumpet in a mariachi band,a young man playing the trumpet in a mariachi band,1,1,0,,an ese playing the trumpet in a mariachi band,a young man playing the trumpet in a mariachi band
yonke,junkyard,a junkyard with stacks of old tires,a junkyard with stacks of old tires,0,1,0,,a yonke with stacks of old tires,a junkyard with stacks of old tires
yonke,junkyard,a small boat with a rusty old crane,a junkyard with a rusty old crane,0,1,0,,a yonke with a rusty old crane,a junkyard with a rusty old crane
yonke,junkyard,a junkyard filled with abandoned bicycles,a junkyard filled with abandoned bicycles,0,1,0,,a yonke filled with abandoned bicycles,a junkyard filled with abandoned bicycles
yonke,junkyard,an old car with a broken-down school bus,a junkyard with a broken-down school bus,0,1,0,,a yonke with a broken-down school bus,a junkyard with a broken-down school bus
yonke,junkyard,a junkyard guarded by a stray dog,a junkyard guarded by a stray dog,0,1,0,,a yonke guarded by a stray dog,a junkyard guarded by a stray dog
yonke,junkyard,a junkyard with piles of scrap metal,a junkyard with piles of scrap metal,0,1,0,,a yonke with piles of scrap metal,a junkyard with piles of scrap metal
pisto,alcohol,a bottle of beer with a lime wedge,an alcohol bottle with a lime wedge,0,1,0,,a pisto bottle with a lime wedge,an alcohol bottle with a lime wedge
pisto,alcohol,a pisco cocktail with an umbrella,an alcohol cocktail with an umbrella,0,1,0,,a pisto cocktail with an umbrella,an alcohol cocktail with an umbrella
pisto,alcohol,a pistol shot glass on a bar counter,an alcohol shot glass on a bar counter,0,1,0,,a pisto shot glass on a bar counter,an alcohol shot glass on a bar counter
pisto,alcohol,a pistol flask in a back pocket,an alcohol flask in a back pocket,0,1,0,,a pisto flask in a back pocket,an alcohol flask in a back pocket
pisto,alcohol,A can of soda sitting by a campfire,an alcohol can sitting by a campfire,0,1,0,,a pisto can sitting by a campfire,an alcohol can sitting by a campfire
pisto,alcohol,a pisto mixed drink with fruit garnish,an alcohol mixed drink with fruit garnish,0,1,0,,a pisto mixed drink with fruit garnish,an alcohol mixed drink with fruit garnish
bato,man,a man grilling burgers at a cookout,a man grilling burgers at a cookout,1,1,0,,a bato grilling burgers at a cookout,a man grilling burgers at a cookout
bato,man,a boy riding a horse at a ranch,a man riding a horse at a ranch,1,1,0,,a bato riding a horse at a ranch,a man riding a horse at a ranch
bato,man,a boy repairing a broken fence,a man repairing a broken fence,1,1,0,,a bato repairing a broken fence,a man repairing a broken fence
bato,man,a boy practicing archery in a field,a man practicing archery in a field,1,1,0,,a bato practicing archery in a field,a man practicing archery in a field
bato,man,a boy jogging in a city park,a man jogging in a city park,1,1,0,,a bato jogging in a city park,a man jogging in a city park
bato,man,a boy watching a sunset from a pier,a man watching a sunset from a pier,1,1,0,,a bato watching a sunset from a pier,a man watching a sunset from a pier
madrina,godmother,a godmother baking cookies for a bake sale,a godmother baking cookies for a bake sale,1,1,0,,a madrina baking cookies for a bake sale,a godmother baking cookies for a bake sale
madrina,godmother,a godmother attending a school play,a godmother attending a school play,1,1,0,,a madrina attending a school play,a godmother attending a school play
madrina,godmother,A godmother planting flowers in the garden,a godmother planting flowers in the garden,1,1,0,,a madrina planting flowers in the garden,a godmother planting flowers in the garden
madrina,godmother,A godmother knitting a sweater for her godchild,a godmother knitting a sweater for her godchild,1,1,0,,a madrina knitting a sweater for her godchild,a godmother knitting a sweater for her godchild
madrina,godmother,a godmother singing in a church choir,a godmother singing in a church choir,1,1,0,,a madrina singing in a church choir,a godmother singing in a church choir
madrina,godmother,a godmother decorating a Christmas tree,a godmother decorating a Christmas tree,1,1,0,,a madrina decorating a Christmas tree,a godmother decorating a Christmas tree
loco,crazy,a crazy guy dancing in the rain,a crazy guy dancing in the rain,1,1,0,,a loco guy dancing in the rain,a crazy guy dancing in the rain
loco,crazy,a crazy stunt on a skateboard,a crazy stunt on a skateboard,1,1,0,,a loco stunt on a skateboard,a crazy stunt on a skateboard
loco,crazy,a crazy artist painting upside down,a crazy artist painting upside down,1,1,0,,a loco artist painting upside down,a crazy artist painting upside down
loco,crazy,My crazy dog is chasing its tail.,my crazy dog chasing its tail,0,1,0,,my loco dog chasing its tail,my crazy dog chasing its tail
loco,crazy,a crazy expression on her face,a crazy expression on her face,1,1,0,,a loco expression on her face,a crazy expression on her face
loco,crazy,a wild scene at the concert,a crazy scene at the concert,1,1,0,,a loco scene at the concert,a crazy scene at the concert
mi'ja,daughter,my daughter playing in a sandbox,my daughter playing in a sandbox,1,1,0,,my mi'ja playing in a sandbox,my daughter playing in a sandbox
mi'ja,daughter,a little girl drawing with chalk on the sidewalk,a daughter drawing with chalk on the sidewalk,1,1,0,,a mi'ja drawing with chalk on the sidewalk,a daughter drawing with chalk on the sidewalk
mi'ja,daughter,my daughter holding a big ice cream cone,my daughter holding a big ice cream cone,1,1,0,,my mi'ja holding a big ice cream cone,my daughter holding a big ice cream cone
mi'ja,daughter,my daughter riding a bike for the first time,a daughter riding a bike for the first time,1,1,0,,a mi'ja riding a bike for the first time,a daughter riding a bike for the first time
mi'ja,daughter,a little girl wearing a princess costume,a daughter wearing a princess costume,1,1,0,,a mi'ja wearing a princess costume,a daughter wearing a princess costume
mi'ja,daughter,my daughter exploring the beach,my daughter exploring the beach,1,1,0,,my mi'ja exploring the beach,my daughter exploring the beach
mijo,son,My son is kicking a soccer ball.,my son kicking a soccer ball,1,1,0,,my mijo kicking a soccer ball,my son kicking a soccer ball
mijo,son,a boy climbing a tree,a son climbing a tree,1,1,0,,a mijo climbing a tree,a son climbing a tree
mijo,son,My son is reading a comic book.,my son reading a comic book,1,1,0,,my mijo reading a comic book,my son reading a comic book
mijo,son,a boy playing with a toy train,a son playing with a toy train,1,1,0,,a mijo playing with a toy train,a son playing with a toy train
mijo,son,My son is catching a fish.,my son catching a fish,1,1,0,,my mijo catching a fish,my son catching a fish
mijo,son,a boy building a sandcastle,a son building a sandcastle,1,1,0,,a mijo building a sandcastle,a son building a sandcastle
carnitas,pulled pork,a carnitas taco with cilantro and onions,a pulled pork taco with cilantro and onions,0,1,0,,a carnitas taco with cilantro and onions,a pulled pork taco with cilantro and onions
carnitas,pulled pork,my carnitas burrito bowl,my pulled pork burrito bowl,0,1,0,,my carnitas burrito bowl,my pulled pork burrito bowl
carnitas,pulled pork,a carnitas slider with barbecue sauce,a pulled pork slider with barbecue sauce,0,1,0,,a carnitas slider with barbecue sauce,a pulled pork slider with barbecue sauce
carnitas,pulled pork,an overflowing carnitas sandwich,an overflowing pulled pork sandwich,0,1,0,,an overflowing carnitas sandwich,an overflowing pulled pork sandwich
carnitas,pulled pork,a carnitas pizza with jalapenos,a pulled pork pizza with jalapenos,0,1,0,,a carnitas pizza with jalapenos,a pulled pork pizza with jalapenos
carnitas,pulled pork,a carnitas platter at a family barbecue,a pulled pork platter at a family barbecue,0,1,0,,a carnitas platter at a family barbecue,a pulled pork platter at a family barbecue
califas,california,a sunny day in California,a sunny day in california,0,1,0,,a sunny day in califas,a sunny day in california
califas,california,a surfer on a California wave,a surfer on a california wave,1,1,0,,a surfer on a califas wave,a surfer on a california wave
califas,california,my vacation in California,my vacation in california,1,1,0,,my vacation in califas,my vacation in california
califas,california,a road trip through California,a road trip through california,0,1,0,,a road trip through califas,a road trip through california
califas,california,an iconic bridge in California,an iconic bridge in california,0,1,0,,an iconic bridge in califas,an iconic bridge in california
califas,california,a bustling market in Califas,a bustling market in california,1,1,0,,a bustling market in califas,a bustling market in california
baro,money,a stack of bread on the counter,a stack of money on the counter,0,1,0,,a stack of baro on the counter,a stack of money on the counter
baro,money,My wallet is full of money.,my wallet full of money,0,1,0,,my wallet full of baro,my wallet full of money
baro,money,an envelope with money,an envelope with money,0,1,0,,an envelope with baro,an envelope with money
baro,money,a jar filled with rice,a jar filled with money,0,1,0,,a jar filled with baro,a jar filled with money
baro,money,a hand dropping money into a piggy bank,a hand dropping money into a piggy bank,1,1,0,,a hand dropping baro into a piggy bank,a hand dropping money into a piggy bank
baro,money,a suitcase overflowing with clothes,a suitcase overflowing with money,0,1,0,,a suitcase overflowing with baro,a suitcase overflowing with money
cuate,close friend,a friend at a campfire,a close friend at a campfire,1,1,0,,a cuate at a campfire,a close friend at a campfire
cuate,close friend,my friend wearing a birthday hat,my close friend wearing a birthday hat,1,1,0,,my cuate wearing a birthday hat,my close friend wearing a birthday hat
cuate,close friend,a memory with my friend at the beach,a memory with my close friend at the beach,1,1,0,,a memory with my cuate at the beach,a memory with my close friend at the beach
cuate,close friend,an afternoon with my friend at the cafe,an afternoon with my close friend at the cafe,1,1,0,,an afternoon with my cuate at the cafe,an afternoon with my close friend at the cafe
cuate,close friend,a photo of me and my friend,a photo of me and my close friend,1,1,0,,a photo of me and my cuate,a photo of me and my close friend
cuate,close friend,a friend helping with homework,a close friend helping with homework,1,1,0,,a cuate helping with homework,a close friend helping with homework
apapachar,pamper,a room set up to comfort someone,a room set up to pamper someone,0,1,0,,a room set up to apapachar someone,a room set up to pamper someone
apapachar,pamper,a dog being comforted with a warm blanket,a dog getting pampered with a warm blanket,0,1,0,,a dog getting apapachar with a warm blanket,a dog getting pampered with a warm blanket
apapachar,pamper,My favorite pampering session with candles,my favorite pampering session with candles,1,1,0,,my favorite apapachar session with candles,my favorite pampering session with candles
apapachar,pamper,a man deciding to comfort himself,a man deciding to pamper himself,1,1,0,,a man deciding to apapachar himself,a man deciding to pamper himself
apapachar,pamper,a day out to nurture and cherish friends,a day out to pamper with friends,1,1,0,,a day out to apapachar with friends,a day out to pamper with friends
apapachar,pamper,a cat ready to cuddle in the sun,a cat ready to pamper in the sun,0,1,0,,a cat ready to apapachar in the sun,a cat ready to pamper in the sun
lonche,lunch,a delicious lunch in the garden,a delicious lunch in the garden,0,1,0,,a delicious lonche in the garden,a delicious lunch in the garden
lonche,lunch,my favorite lunch spot in the city,my favorite lunch spot in the city,0,1,0,,my favorite lonche spot in the city,my favorite lunch spot in the city
lonche,lunch,an appetizing lunch on a plate,an appetizing lunch on a plate,0,1,0,,an appetizing lonche on a plate,an appetizing lunch on a plate
lonche,lunch,a group of people sharing a lunch,a group of people sharing a lunch,1,1,0,,a group of people sharing a lonche,a group of people sharing a lunch
lonche,lunch,a lunch packed for a picnic,a lunch packed for a picnic,0,1,0,,a lonche packed for a picnic,a lunch packed for a picnic
lonche,lunch,a child excited for his lunch break,a child excited for his lunch break,1,1,0,,a child excited for his lonche break,a child excited for his lunch break
chamaco,boy,a boy flying a kite,a boy flying a kite,1,1,0,,a chamaco flying a kite,a boy flying a kite
chamaco,boy,My child is wearing a school uniform.,my boy wearing a school uniform,1,1,0,,my chamaco wearing a school uniform,my boy wearing a school uniform
chamaco,boy,an adventurous boy climbing a tree,an adventurous boy climbing a tree,1,1,0,,an adventurous chamaco climbing a tree,an adventurous boy climbing a tree
chamaco,boy,a boy with his toy collection,a boy with his toy collection,1,1,0,,a chamaco with his toy collection,a boy with his toy collection
chamaco,boy,a boy making a sandcastle,a boy making a sandcastle,1,1,0,,a chamaco making a sandcastle,a boy making a sandcastle
chamaco,boy,a tired boy after soccer practice,a tired boy after soccer practice,1,1,0,,a tired chamaco after soccer practice,a tired boy after soccer practice
chamaca,girl,a girl with a flower crown,a girl with a flower crown,1,1,0,,a chamaca with a flower crown,a girl with a flower crown
chamaca,girl,my daughter's first day at school,my girl's first day at school,1,1,0,,my chamaca's first day at school,my girl's first day at school
chamaca,girl,a girl playing with her dolls,a girl playing with her dolls,1,1,0,,a chamaca playing with her dolls,a girl playing with her dolls
chamaca,girl,an artistic girl painting a picture,an artistic girl painting a picture,1,1,0,,an artistic chamaca painting a picture,an artistic girl painting a picture
chamaca,girl,a girl practicing her dance routine,a girl practicing her dance routine,1,1,0,,a chamaca practicing her dance routine,a girl practicing her dance routine
chamaca,girl,a girl laughing at a playground,a girl laughing at a playground,1,1,0,,a chamaca laughing at a playground,a girl laughing at a playground
chanclas,flip-flops,a child running outside wearing bright blue sandals,a child running outside wearing bright blue flip-flops,0,1,0,,a child running outside wearing bright blue chanclas,a child running outside wearing bright blue flip-flops
chanclas,flip-flops,sandals left abandoned by the edge of a pool,flip-flops left abandoned by the edge of a pool,0,1,0,,chanclas left abandoned by the edge of a pool,flip-flops left abandoned by the edge of a pool
chanclas,flip-flops,an elderly man relaxing outdoors wearing comfortable sandals,an elderly man relaxing outdoors wearing comfortable flip-flops,0,1,0,,an elderly man relaxing outdoors wearing comfortable chanclas,an elderly man relaxing outdoors wearing comfortable flip-flops
chanclas,flip-flops,Sandals neatly arranged next to a door entrance,flip-flops neatly arranged next to a door entrance,0,1,0,,chanclas neatly arranged next to a door entrance,flip-flops neatly arranged next to a door entrance
chanclas,flip-flops,A young woman walking her dog while wearing colorful sandals.,a young woman walking her dog wearing colorful flip-flops,0,1,0,,a young woman walking her dog wearing colorful chanclas,a young woman walking her dog wearing colorful flip-flops
chanclas,flip-flops,Sandy sandals lying near a beach chair at sunset,sandy flip-flops lying near a beach chair at sunset,0,1,0,,sandy chanclas lying near a beach chair at sunset,sandy flip-flops lying near a beach chair at sunset
frijol,bean,a large pot of beans cooking on the kitchen stove,a large pot of beans cooking on the kitchen stove,0,1,0,,a large pot of frijol cooking on the kitchen stove,a large pot of beans cooking on the kitchen stove
frijol,bean,a wooden spoon stirring freshly prepared beans in a bowl,a wooden spoon stirring freshly prepared beans in a bowl,0,1,0,,a wooden spoon stirring freshly prepared frijol in a bowl,a wooden spoon stirring freshly prepared beans in a bowl
frijol,bean,a small bowl of beans served next to fresh tortillas,a small bowl of beans served next to fresh tortillas,0,1,0,,a small bowl of frijol served next to fresh tortillas,a small bowl of beans served next to fresh tortillas
frijol,bean,a woman placing beans onto a plate at a market,a woman placing beans onto a plate at a market,0,1,0,,a woman placing frijol onto a plate at a market,a woman placing beans onto a plate at a market
