Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
10,"A Hispanic woman striking a pose for a photograph in front of a vibrant, colorful mural. She's wearing fashionable streetwear that coincides with the urban surroundings, her hands on her hips and a ready smile on her face. The mural behind her is a spectacular array of colors and abstract designs, an impactful representation of street art. The entire setting is during the day with the cityscape in the background.",a friend group posing for a picture in front of a mural,0.6586
11,"A group of friends skateboarding down a city street. Each person should have different look and style. There are five pals, made up of three males and two females. One male is of Caucasian descent with long, curly hair. Another is a Black male with a buzz cut. The third male is Hispanic with spiky hair. One female is an East Asian with a bob cut and the last is a South Asian lady with long, straight hair. They should all look focused and exhilarated as they coast down the street.",a friend group skateboarding down the street together,0.8485
12,"A middle-aged Hispanic man, known as the godfather or 'padrino', stands in a cheerfully decorated room, illuminated by soft, warm lighting. He's poised with a large serving knife, about to cut into a remarkable, multi-layered birthday cake. Balloons and streamers of different colors adorn the room behind him, and a blaze of candles flickers atop the cake, casting an enchanting glow that highlights the joyous mood. The padrino is dressed elegantly, with a noticeable comfortable style indicating a casual but special occasion.",a godfather cutting a birthday cake,0.6596
13,"An East Asian male godfather is officiating a wedding ceremony. The individuals getting married are an elderly Caucasian woman and a middle-aged South Asian man. The atmosphere is filled with joy and anticipation. Around them, friends and family are seated, eagerly watching the proceedings. The photo captures this important moment, with the godfather in a traditional suit, standing with the couple under an ornate arch covered in vibrantly colored flowers, his hand gesturing dramatically as he recites the wedding vows.",a godfather officiating a wedding ceremony,0.6202
14,"An elderly Australian-Aboriginal patriarch, known as the godfather, with silver-strung hair and glasses, is deeply engrossed in a game of chess. He's sitting opposite his South-Asian godson, a young fellow with a hopeful expression. They are on a worn wooden table tucked in the corner of a cozy room filled with old bookshelves and vintage furniture, lending a tranquil atmosphere to the scene. The chessboard between is precisely laid, spotlighting the tension and suspense embodied in each move they make.",a godfather playing chess with his godson,0.281
15,"An elder South Asian man, referred to as a padrino, is enthusiastically cheering at a baseball game. He is dressed in traditional clothing, waving a team's flag in one hand as the crowd roars around him. His face is lit up in exuberance every time his team makes a good move. The setting is a typical baseball stadium with a frenzied crowd, a vivid playing field and players in the distance.",a godfather cheering at a baseball game,0.4583
16,"A middle-aged South Asian man, dressed in a well-tailored suit, fascinatingly enjoying a cigar in a luxurious lounge. The room is filled with dimmed lights that glimmer on the polished wooden furniture. The aroma of the cigar lingers in the air while he sits comfortably in a plush, leather chair. The surrounding decor is classic and elegant, complete with bookshelves filled with an array of hardbound books and sophisticated paintings adorning the walls. Overhead, a grand chandelier sheds a warm, soothing glow to the scene.",a godfather enjoying a cigar in a lounge,0.1649
17,"A middle-aged Caucasian man, in the customary role of godfather, stands in a serene baptism setting. Atmosphere is solemn, punctuated by delicate candlelight and soft, faded colors of a small, rustic chapel interior. He leans over, his kindly face beaming with affection towards a tiny, swaddled infant, carefully placing a delicate gold necklace around the neck of the peacefully sleeping baby, who is of Black descent. The child's mother, a young Hispanic woman, looks on warmly, her face glowing with happiness and gratitude. This timeless moment speaks to the universal language of family love and spiritual tradition.",a godfather gifting a necklace at a baptism,0.6328
18,"An individual of unidentified gender and descent climbing a rocky terrain, surrounded by an outburst of green foliage. The sun is shining brightly in the blue sky, casting contrasting shadows on the ground. The hiker, clad in beige shorts and a teal shirt, carries a hefty backpack, indicating a long journey. They proceed on their trek with a stern determination visible in their posture, despite the steep slope. Their hiking stick stuck firmly in the ground provides substantial support. Through the thick leaves, a mesmerizing view of the valley can be seen in the distance.",a person hiking through a field,0.4201
19,"An image showing a Hispanic male swiftly moving through a dense, green forest. Sunlight gently filters through the thick canopy of overhead leaves, casting intriguing shadows onto the man's focused face and strong physique. He is clothed in a lightweight running attire, consisting of a blue sweat-wicking shirt and black shorts. His running shoes kick up dust as they hit the soft forest floor. Birds can be seen taking flight from the treetops in the background, adding more dynamism to the scene.",a person running through a field,0.3943
20,"A heartwarming scene of a young Caucasian girl and a Middle-Eastern boy, cheerfully engaging in a playful adventure in a dense and thriving forest. They are surrounded by towering trees with vibrant green foliage, while the forest floor is carpeted with crisp fallen leaves. Both are dressed in casual attire suitable for an outdoor playdate. They are laughing merrily, their jovial spirit radiating through the tranquil wilderness.",two kids playing around in the field,0.7774
21,"A Hispanic and a South Asian man are sitting inside a tiny prison cell. The cell, often referred to as 'pinta', is compact and dank, with a small barred window at the far end. The men are both wearing standard prison uniforms and their faces show a mix of resignation and determination. They sit on a narrow, hard bunk, and a single dim bulb hanging from the ceiling illuminates the cell minimally.",two men sitting in a jail cell,0.2472
22,"A Middle-Eastern male guard dressed in traditional Pinta attire, standing resolute in front of an age-weary, textured stone wall. The guard, assuming an authoritative pose, holds an antique bronze spear in his right hand. His vigilant eyes scan the surroundings, and the strong, evening sun casts long shadows around him, adding an aura of intrigue and mystery to the scene. The vivid colors of his clothing contrast charmingly with the rustic tones of the stone wall.",a jail guard standing in front of a wall,0.0726
23,"At a close-up perspective, depict a small sailing ship known as a 'pinta', about the size of a dinghy, docked at a wooden jetty. Surround the area with tall wooden fences, weathered by time, their grain and texture visible. The sea is calm, reflecting the soft hues of the setting sun, and the ship's sails are down, resting after a long journey. Detail all the fine intricacies of the vessel's architecture, including masts, rigging, and a well-polished deck.",a small prison with high fences,0.4132
24,"A South Asian man dressed in outdoor clothing, standing near a boat, ready to embark on an adventure to Pinta Island. He has a determined look on his face, a sturdy backpack filled with essential tools and provisions for the trip, and a map in his hands.",a man about to go to prison,0.0496
25,"A Middle-Eastern man and his South-Asian female companion, both in casual attire, taking a leisurely stroll down a quaint, cobblestone street lined with charming houses adorned with floral baskets hanging from their balconies. The vibrant afternoon sun casts long, refreshing shadows and bathes the street in a golden hue. Both are engrossed in a lively conversation, their faces bright with laughter, as they enjoy their shared time on this beautiful day.",a person and their girlfriend walking down a street,0.1417
26,"A jovial scene featuring a South Asian man and a Hispanic woman, both laughing heartily. They may be in a location that exudes comfort and warmth, such as a cozy living room or a lively city park. Their laughter should be contagious - their eyes crinkling at the corners, wide smiles revealing their teeth. The man is wearing casual attire, maybe a polo shirt and jeans, while the woman is wearing a comfortable dress. Between them, there could be a joke book or a humorous movie playing on a screen, suggesting the source of their laughter.",a man and his girlfriend laughing,0.1875
27,"An Asian man and his Yorkie, both dressed in matching outfits. The outfits consist of shirts with vertical stripes and matching blue trousers. The trousers have a sharp crease down the front and are hemmed to fall just above the ankle. On their feet, they wear brown leather loafers. The Yorkshire Terrier, despite its small size, prances with pride - perhaps due in part to its stylish outfit.",a person and their girlfriend dressed in similar looking clothes,0.4865
28,"An image depicting a Middle-Eastern woman and a South Asian male, both in casual clothes, sharing a joyful ride in a classic blue sedan. They are cruising down an open road, with the man taking the role of the driver and the woman playfully gazing out of the window. The setting sun in the background creates a warm and splendid scene. Intricate details on the car's interior are visible, and the overtone of the scene broadcasts a sense of companionship and shared adventure.",my girlfriend and I driving in a blue car,0.5265
29,"An image of a person enjoying dinner in a restaurant with their companion, deeply engrossed in a heartwarming conversation. The restaurant gleams with low, warm, ambient light, creating an intimate atmosphere. Soft music is playing in the background. The table is perfectly set with a variety of exquisite dishes and the waiter is busily tending to other patrons. The pair looks content, engaged in laughter and discussions, a sign of their deep bond and shared happiness.",me having dinner in a restaurant with my girlfriend,0.5121
30,"A picture of a sunny day in a park. The scene includes various grassy areas, with a blue sky overhead dotted with a few fluffy white clouds. In this vibrant setting, a woman with fair skin and shoulder-length hair wearing casual clothing is sitting on a park bench, she goes by the name Jaina. There are numerous trees providing shade and a walking path where people are casually strolling. Squirrels are frolicking in the grass, and birds are chirping in the trees. There's a calm pond in the distance reflecting the clear sky.",a sunny day in the park with my girlfriend,0.4135
31,An individual ironing a dress shirt,a person irons a dress shirt,0.6071
32,"A middle-aged Hispanic man is ironing a towel in a room filled with sunshine. The room is nicely decorated with light-yellow painted walls and a large window allowing the sun rays to seep in. The man is focused on the task at hand, carefully moving the iron over the towel which is spread on the ironing board. The reflected light from the iron gives a unique shine to the room.",a person irons a towel in a sunny room,0.5302
33,"A Middle-Eastern man carefully ironing his trousers before heading to work. The scene takes place in a well-lit room, with an ironing board and a steaming iron. The man is focused on his task, ensuring every crease is smoothed out. The backdrop shows a clock indicating it's early morning , a cup of coffee on a side table, and workday essentials like a briefcase and a neatly folded shirt ready to be worn.",a man irons his pants before work,0.4392
34,"An elderly Hispanic woman is ironing a pair of delicate, lacy curtains. She has an expression of focus and determination on her face. The curtains are spread out on an ironing board and the woman carefully goes through each fold and crease with a warm iron. The scene evokes feelings of domestic life and meticulous care.",my mother irons the curtains,0.5076
35,"A South Asian woman is diligently pressing clothes in the laundry room. The room is bright, clean, and well-organized, with crisp white walls and a plethora of laundry related items scattered around. In the background, a washing machine and dryer can be seen side by side. This woman is focused on her task, handling an iron on an ironing board. She has an expression of concentration, engrossed in ensuring each piece of clothing gets perfectly straightened in her systematic fashion. She is dressed in casual clothing, and there's a basket full of neatly folded clothes beside her.",a woman irons clothes in the laundry room,0.3093
36,"A young Hispanic man, presumably a brother, is meticulously ironing his uniform shirt. He's focused and careful, trying his best to get rid of all the wrinkles. The shirt is neatly spread on the ironing board under the warm iron. His face is the picture of concentration, demonstrating his dedication to looking his best.",my brother irons his uniform shirt,0.6816
37,"An image of a Middle-Eastern male in his mid-thirties with close-cut black hair, wearing casual, summer attire, exploring the vibrant streets of Chuco amidst traditional architecture on a sunny afternoon. The sun is high in the crystal-clear sky, casting a warm glow over everything. He is marvelling at the vibrant colors of the structures, some of them adorned with sprawling murals, while others have strings of colorful flags strung across. The feeling of joy and wonder is palpable as he immerses himself in the unfamiliar yet enchanting environment.",a person exploring El Paso on a sunny afternoon,0.5341
38,"A Hispanic woman and her South Asian male friend are enjoying a meal at a restaurant. The woman is excitedly pointing to a particularly appealing dish on the menu, while her friend is already digging into his food with enthusiasm. The scene reveals a warm ambiance with well-arranged dining tables and a hustle and bustle of the restaurant staff in the background.",a woman and her brother eating at a restaurant,0.3467
39,"A Middle-Eastern male hiker, equipped with suitable outdoor clothing and gear, is journeying along a picturesque forest trail. Accompanying him is his Camel, loaded with supplies and equipment meant for the journey. Vivid greenery envelops them as they navigate the winding path, seeking adventure under the canopy of the forest.",a man hiking with his brother on a forest trail,0.1829
40,"Error: Error code: 400 - {'error': {'code': 'content_policy_violation', 'message': 'Your request was rejected as a result of our safety system. Your prompt may contain text that is not allowed by our safety system.', 'param': None, 'type': 'invalid_request_error'}}",my brother posing for a picture,0.3501
41,"A realistic depiction of an interaction between two individuals. One is visualized as the observer, with non-descript features that encourage self-insertion by the viewer. The other party is presented as a close friend or 'carnal,' showcasing shared laughter, mutual respect, and the bond that comes with long-held friendships. They are surrounded by a neutral background, allowing the main focus to be the emotive interaction between the two individuals.",me standing with my brother,0.6195
42,"A Middle-Eastern man and a Hispanic woman are seated at a rectangular wooden table. They're engaged in conversation, their expressions relaxed and cheerful. The man is wearing a casual white shirt, his hair neatly combed, while the woman is seen in a simple red blouse, her hair falling in loose waves around her shoulders. The table is set for dinner, adorned with a patterned tablecloth, two sets of silverware, plates, and glasses. In the background, a cozy cottage-style interior can be glimpsed, radiating warm and inviting vibes.",my brother and I sitting at a table,0.2773
43,"Error: Error code: 400 - {'error': {'code': 'content_policy_violation', 'message': 'Your request was rejected as a result of our safety system. Your prompt may contain text that is not allowed by our safety system.', 'param': None, 'type': 'invalid_request_error'}}",my brother riding a bike,0.3501
44,"A Middle-Eastern woman and her Caucasian sister enjoying a meal together at a restaurant. They are seated at a wooden table, filled with delicious dishes like pasta, salad, and warm, freshly baked bread. The ambience of the restaurant is cozy and warm, with soft lighting and rustic decor. The women are engaged in a lively conversation, their faces glowing with happiness. The woman is dressed in a vibrant red dress, while her sister dons a stylish blue blouse. Both are sporting tasteful jewelry that glints subtly in the softened light of the restaurant.",a woman and her sister eating at a restaurant,0.535
45,An adult Caucasian male trekking with his small dog of the Bolognese breed along a rocky mountain trail. They are surrounded by tall trees and the sky above is blue with a few fluffy white clouds. The man is wearing a green hiking jacket and a backpack. The Bolognese is sniffing at some wildflowers growing by the trail.,a man hiking with his sister through a mountain path,0.5717
46,"An image of two sisters, one Black and the other South Asian, posing for a picture together. Both are displaying joyful expressions on their faces. The atmosphere of the picture is warm, signifying their strong bond. They are standing close to each other in a park with green leafy trees in the background. The elder sister is donning a red vibrant dress while the younger one is wearing a light blue summer dress.",me and my sister posing for a picture,0.0019
47,"An image of two individuals standing side by side with a friendly demeanor. The person on the left is a young, athletic Hispanic male with curly black hair and a casual outfit. Next to him stands a young Hispanic female, presumed to be his sister, with long wavy brown hair, wearing a floral summer dress. They are both smiling, projecting a sense of camaraderie and familial bond.",me standing with my sister,0.5471
48,"An image of two individuals, a middle-aged Hispanic woman and her young adult South Asian female relative, sitting at a wooden table in a comfortable, home-like setting. They are enjoying a family meal together, their smiles radiating warmth, closeness, and love. The table is set with colorful dishware, and a delicious homemade dish is placed in the center. The background scenery portrays a cozy living room, with beige walls, family photographs, and soft lighting adding to the atmosphere. They appear to be engaged in interesting and jovial conversation, showcasing the essence of their familial bond.",my sister and I sitting at a table,0.2515
49,"Error: Error code: 400 - {'error': {'code': 'content_policy_violation', 'message': 'Your request was rejected as a result of our safety system. Your prompt may contain text that is not allowed by our safety system.', 'param': None, 'type': 'invalid_request_error'}}",my sister riding a bike,0.3501
50,"A lively, heart-warming game of basketball taking place between four brothers. An African American man is delicately handling the basketball while his Caucasian and Hispanic brothers guard him. Another individual of South Asian descent makes a dashing run in preparation to receive a pass. Their expressions and body language exhibit a mixture of intense play and joyful camaraderie. The background consists of a suburban basketball court, flanked by charming green lawns and surrounded by a few deciduous trees. The sky above is an inviting blend of oranges and purples, signifying a late summer evening.",my brothers playing basketball together,0.4317
51,"A powerful musical representation featuring a pair of artists, as part of a rock band. One musician, a Caucasian male, is passionately playing an electric guitar, their fingers moving swiftly over the strings. The other musician, a South Asian female, is energetically drumming, her sticks hitting the drums in rhythm with the music. They are both showing the raw, energetic character often seen in rock performances. The pair are sharing a thrilling moment on a lively stage, with the crowd's excitement and the dazzling stage lights adding to the high-octane atmosphere.",a brothers duo in a rock band,0.3783
52,"An image depicting a group of friends on a camping trip. The group includes a Hispanic male with short black hair, a Middle-Eastern female with a ponytail, a Caucasian male with a beard, and a Black female with braided hair. They are engaged in various camping activities such as setting up a tent, cooking over a campfire, and exploring a nearby stream. The scene is set in a pristine forest with towering trees and the sky is clear and starry.",my brothers on a camping trip,0.6184
53,"An intense wrestling match taking place in a traditional wrestling ring. Two muscular individuals are going head to head. One person is a middle-eastern male wearing blue and white wrestling attire. The other individual is a hispanic female in red and black wrestling gear. The spectators in the background are visibly excited, expressing their opinions out loud. Some of them wave banners and flags in support of their favorite contestants. The atmosphere reeks of tension and anticipation, waiting for the next decisive move.",a brothers wrestling match,0.5828
54,"A group of Hispanic brothers working together to construct a charming treehouse. The eldest brother is atop the tree, securing the wooden planks while the others gather quality timber from the ground. The youngest one holds a blueprint and directs his siblings. The scene unfolds in broad daylight with a bright blue sky overhead, a verdant woodland around, and the joy of childhood camaraderie permeating the air.",my brothers building a treehouse,0.8828
55,"A heartwarming scene at a graduation ceremony where two friends, one of Hispanic descent and the other of Middle-Eastern descent, both in their cap and gowns, perform a Carnales handshake. Their smiles are broad and their eyes twinkle with the joy of achievement. The background is filled with their peers, faculties and families, all capturing the spirit of the grand celebration. Balloons and confetti fill the air making the occasion more festive. The stage with the podium is visible in the distance.",a brothers handshake at graduation,0.822
56,"An endearing moment at a wedding featuring two sisters of Hispanic descent. They are captured sharing a joyous moment, their elegant bridal-gowns flawlessly contrasting with the vibrant decoration. Their smiles radiating happiness and familial bond under the warm ambient light. Guests in diverse colours of formal attire can be seen in the background, appreciating the heartwarming scene.",a sisters moment at a wedding,0.4873
57,"An image depicting a group of three sisters huddled together in a homely room. They are of Hispanic descent. The eldest sister, with long black hair and glasses, is attentively reading a heavy tome on physics. The middle sister, with short curly hair, is writing intricate calculus equations in a notebook. The youngest sister, with hair in neat braids, is deeply engrossed in a colourful geography textbook. The room around them is filled with the cosy chaos of books, stationaries, and coffee mugs, illustrating the shared intellectual pursuit of them all.",my sisters studying together,0.3548
58,"Error: Error code: 400 - {'error': {'code': 'content_policy_violation', 'message': 'Your request was rejected as a result of our safety system. Your prompt may contain text that is not allowed by our safety system.', 'param': None, 'type': 'invalid_request_error'}}",a sisters dance routine,0.3501
59,"Two affectionate sisters of Hispanic descent in matching vibrant outfits, whispering a secret to each other. Their smiles suggest the secret is something fun and private. The background is filled with warm, calming colors, illustrating the safe space they share. The atmosphere is filled with a sense of trust, laughter, and sisterly bonding.",my sisters sharing a secret,0.244
60,"A group of sisters enjoying a tea party in a lush garden. The eldest sister, who is Hispanic, is pouring tea from a classic ceramic teapot into delicate porcelain cups. Another woman, who is South Asian, is holding a decorative plate with delightful pastries. The youngest sister is Caucasian, just about to sit down, holding a straw hat close to her. The garden surrounding them is beautiful, vibrant with colorful flowers, all under a clear, sunny sky. Butterflies flit here and there, adding to the idyllic scene.",my sisters having a tea party in the garden,0.349
61,"Error: Error code: 400 - {'error': {'code': 'content_policy_violation', 'message': 'Your request was rejected as a result of our safety system. Your prompt may contain text that is not allowed by our safety system.', 'param': None, 'type': 'invalid_request_error'}}",my sisters braiding each other's hair,0.3501
62,"An image of a family reunion happening outdoors. A group of multigenerational Hispanic individuals are scattered around the area, engaging in various interactions. Some are having animated conversations, others are playing garden games, children are running around with balloons in their hands, while the eldest are sitting comfortably on garden chairs, sharing stories. Their faces are lit with joy, laughter is echoed across the park. A vibrant banner that says 'Family Reunion' is strung between two trees. A barbecue grill is present, with tempting food being cooked.",a group of mexican americans at a family reunion,0.7101
63,"A middle-aged Hispanic woman, possessing characteristic of resilience and passion in her eyes, is delivering a powerful speech at a public rally. She is standing on a modest stage strewn with microphones, her hands are engaged in animated gesturing to emphasize her points. The crowd in front of her, made up of individuals from various descents and genders, are deeply engaged in her words, reacting with varying expressions of agreement, thoughtfulness, and determination. The background is filled with banners and handmade signs, suggesting a strong sense of community and shared cause.",a mexican american activist speaking at a rally,0.568
64,"A lively and colorful scene of a Hispanic community center hosting a festive event. There are people of all genders and ages actively participating. A prominent, richly decorated stage is set up for performances, with children and adults showcasing traditional Hispanic dance forms. People are wearing traditional attires, adding vibrant colors to the scene. Mothers, fathers, children, and elders are enjoying the event. Tables around the place are laden with a delicious array of Hispanic food. The joy-filled, warm atmosphere of the event is infectious, reflecting genuine community spirit and culture.",a mexican american community center hosting an event,0.4025
65,"A vibrant cultural festival taking place in a lush outdoor park. The setting is adorned with colorful flags and stalls showcasing various cultural artifacts. A crowd of people from diverse descents such as Hispanic, Asian, Middle-eastern, Caucasian, and Black, all enjoying the atmosphere. A few individuals are performing traditional dances in authentic costumes in the middle of the park, while others are participating in food tasting from different stalls. The air is filled with the sound of multicultural music, laughter, and cheer.",a mexican american cultural festival in the park,0.401
66,"A captivating scene of a Hispanic male musician, under the radiant glow of stage lights, passionately performing live in front of an enthusiastic crowd. He's in the middle of a powerful crescendo, his fingers flying over the strings of his traditional acoustic guitar, his fervor and dedication palpable in the very air. Unseen sound waves fill the atmosphere, an invisible, powerful testament to the musician's skill and the profound connection between him, his music, and the rapt audience.",a mexican american musician performing live,0.6818
67,"A young Hispanic student in academic dress standing on a stage during a graduation ceremony. The student is holding their graduation diploma with a proud smile. In the background, there's the sight of lecture chairs, applause from fellow students, and a massive audience of families and friends celebrating the pivotal moment. Their graduation cap is decorated uniquely, signaling their personal academic journey. The atmosphere is filled with joy, pride, and accomplishment.",a mexican american student at a graduation ceremony,0.7908
68,"A Hispanic male personifying urban street style, wearing sunglasses with mirrored lenses and a colorful bandana tied around his head. His dress code reflects a unique blend of hip-hop and Chicano culture. He has an intense gaze, confering a sense of mystery and intrigue. The lighting in the scene is soft, casting appealing shadows and highlights on his outfit and face.",a young man wearing sunglasses and a bandana,0.9309
69,"An enthusiastic Hispanic male is skateboarding with great finesse down a steep hill, his face bearing an expression of intense concentration. He's dressed in casual street wear, highlighting his youthful and rebellious spirit. His skateboard is a multicolored spectacle which shines under the sun, every turn provides an exciting show of color. The wind seems to whip through his hair, portraying his speed. Meanwhile, the hill he's descending, densely populated by evergreen trees, offers a stunning backdrop to this adventurous scene.",a young man skateboarding down a hill,0.7871
70,"A Hispanic man comfortably leaning against a classic, customized car known as a lowrider. The vehicle is stylishly lowered almost touching the pavement, with gleaming chrome rims and vibrant, enamel artwork. The man himself embodies the laid-back culture associated with these cars. He's casually dressed in loose-fitting streetwear, readily identifiable with the various cultural elements of the urban environment around him.",a young man leaning against a lowrider,0.8182
71,"A Hispanic man casually dressed in traditional streetwear, playing an acoustic guitar. Concentration is visible on his face as he strums the strings adeptly. He's sitting on a sidewalk in an urban setting, with graffiti seen in the background. Sundown gives the image a warm, golden tinge.",a young man playing an acoustic guitar,0.4792
72,"An image of a Hispanic man, dressed in casual attire, engrossed in writing in his journal at a bustling cafe. The cafe scene around him is vivid with customers of various descents and genders indulging in their coffees and conversations. The gentle sunlight illumines the cafe, creating a friendly, cozy atmosphere.",a young man writing in a journal at a cafe,0.5686
73,"A Hispanic male skillfully playing a game of billiards at a lively bar. He's dressed in casual attire, slightly leaning over the green-topped billiard's table with intense concentration. The background buzzes with murmur and laughter, framed by dimmed lights casting warm hues around the room. Glasses clink, and in the far corner, an old jukebox plays a catchy tune.",a young man shooting pool at a bar,0.4406
74,"A South Asian man skillfully dribbling a basketball on a local community court. The court is adorned with chalk-drawn boundary lines and a weathered basketball net. The player is showcasing his vitality and skill as he is about to perform a jump shot. The background is filled with high rise buildings and towering trees, symbolizing a typical urban setting. The day is clear with a wide, blue sky overhead.",a young man playing basketball in a local court,0.2632
75,"A Hispanic male walking his pitbull dog through a suburban neighborhood. It's a beautiful day, with clear blue skies overhead and a touch of warmth in the air. The man seems content and at ease as he strolls along, occasionally casting a fond glance down at his pitbull trotting at his side, taking in every smell and sound. The pitbull, muscular and strong, is an impressive sight. The neighborhood has well-maintained houses, with colorful gardens adding to its charm.",a young man walking his pitbull in the neighborhood,0.7253
76,"A South Asian man purchasing street tacos from a colorful food truck during a vibrant city day. The vendor behind the truck's serving window is a Caucasian woman. The air around them is filled with the rich scent of the cooking. The truck is set against the busy backdrop of the city, with people of various descents and vocations hurrying past.",a young man buying street tacos from a food truck,0.47
77,"An East Asian young man skillfully riding a BMX bike in a dynamic action pose at a bustling skate park. He is performing a high jump off one of the ramps, caught mid-air with the city skyline in the backdrop. Around him, other skaters and BMX riders, both male and female of diverse descents such as Hispanic, Black, and Caucasian, are practicing their own tricks",a young man riding a BMX bike in a skate park,0.7708
78,"A South Asian man executing a dynamic breakdance move on a bustling city street. Around him, people of different descents and genders look on with interest, reflecting the diverse urban environment. At the corner, food carts emit savory smells, and behind him, tall skyscrapers compete for the clear blue sky. The backdrop consists of colorful graffiti art on a brick wall, adding a vibrant touch to the urban scene.",a young man breakdancing on a city street,0.6783
79,"A Hispanic man playing the trumpet as a part of a traditional Mexican mariachi band. He is wearing a white charro suit decorated with intricate embroidery on the jacket and trousers. His suit is further adorned with brimming silver ornaments. The trumpet gleams under the spotlights whilst he plays engrossed, showcasing the passionate and liveliness characteristic of mariachi music.",a young man playing the trumpet in a mariachi band,0.3263
80,"An image of an Afro-Caribbean man grilling burgers at a cookout. He's wearing a casual summer outfit and smiling as he flips burgers on the grill. His family sits at a nearby table, chatting and sharing laughter. Behind them is a lush garden bathed in the golden sunset light.",a man grilling burgers at a cookout,0.5888
81,"A person of Hispanic descent, dressed in traditional cowboy attire, is riding a horse at a ranch. The ranch is serene and immaculate, stretching out as far as the eye can see, with a large, well-maintained barn at its end. The rider is expertly maneuvering the lively horse, an impressive creature with a shiny coat and smooth gait. Together, they kick up dust as they gallop, adding to the signature wild-western atmosphere of the scene. Behind them, the sun begins to set, bathing the sprawling ranch in a warm, golden glow.",a man riding a horse at a ranch,0.3305
