Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
113,a mamak reading a newspaper while on the couch,an uncle reading a newspaper while on the couch,0.2636
114,a waiter holding a plate of popiah,a waiter holding a plate of Fujianese fresh spring rolls,0.617
115,a person eating a popiah at a street stall,a person eating a Fujianese fresh spring roll at a street stall,0.4311
116,a person eating roti prata with their hands,a person eating Indian flatbread with their hands,0.1363
117,a person eating bak kwa at a festival,a person eating Chinese pork jerky at a festival,0.3485
118,a person buying bak kwa from a shop,a person buying Chinese pork jerky from a shop,0.4426
119,two people both eating bak kwa,two people both eating Chinese pork jerky,0.3795
120,two kaki chatting casually outside a cafe,two buddies chatting casually outside a cafe,0.2611
121,kaki laughing while walking along the street,buddies laughing while walking along the street,0.5547
122,kaki sharing a meal at the hawker centre,buddies sharing a meal at the hawker centre,0.2256
123,a group of kaki playing basketball outdoors,a group of buddies playing basketball outdoors,0.7209
124,kaki taking selfies at a famous landmark,buddies taking selfies at a famous landmark,0.8205
125,two kaki relaxing together at the beach,two buddies relaxing together at the beach,0.3822
