Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt
oont,camel,a person giving water to an oont,a person giving water to a camel,1,1,0,
oont,camel,an oont eating food near a desert tent,a camel eating food near a desert tent,0,1,0,
oont,camel,two oonts walking down the street,two camels walking down the street,0,1,0,
oont,camel,an oont walking in a grassy field,a camel walking in a grassy field,0,1,0,
agarbatti,incense,agarbatti burning in a house,incense burning in a house,0,1,0,
agarbatti,incense,a bundle of agarbatti on a table,a bundle of incense on a table,0,1,0,
agarbatti,incense,a person holding a bundle of agarbatti,a person holding a bundle of incense,1,1,0,
agarbatti,incense,agarbatti in a stand,incense in a stand,0,1,0,
agarbatti,incense,agarbatti inside a box on a table,incense inside a box on a table,0,1,0,
agarbatti,incense,agarbatti inside a store,incense inside a store,0,1,0,
kulang,crane bird,a kulang flying above a beautiful pond,a crane bird flying above a beautiful pond,0,1,0,
kulang,crane bird,a kulang sitting on a dock,a crane bird sitting on a dock,0,1,0,
kulang,crane bird,a kulang with a caught fish,a crane bird with a caught fish,0,1,0,
kulang,crane bird,two kulangs on a river,two crane birds on a river,0,1,0,
kulang,crane bird,a person looking at a kulang,a person looking at a crane bird,1,1,0,
kulang,crane bird,a kulang sitting on the side of a bridge,a crane bird sitting on the side of a bridge,0,1,0,
godown,warehouse,a large godown with lots of boxes,a large warehouse with lots of boxes,0,1,0,
godown,warehouse,a large godown with lots of produce,a large warehouse with lots of produce,0,1,0,
godown,warehouse,a godown with lots of people inside,a warehouse with lots of people inside,1,1,0,
godown,warehouse,a person walking inside a godown,a person walking inside a warehouse,1,1,0,
godown,warehouse,a person driving a forklift inside a godown,a person driving a forklift inside a warehouse,1,1,0,
godown,warehouse,a dark abandoned godown with broken windows,a dark abandoned warehouse with broken windows,0,1,0,
medical hall,pharmacy,a medical hall in a big city,a pharmacy in a big city,0,1,0,
medical hall,pharmacy,a medical hall with a large parking lot,a pharmacy with a large parking lot,0,1,0,
medical hall,pharmacy,a person walking inside a medical hall,a person walking inside a pharmacy,1,1,0,
medical hall,pharmacy,a person talking to a worker inside a medical hall,a person talking to a worker inside a pharmacy,1,1,0,
medical hall,pharmacy,a medical hall with lots of people outside,a pharmacy with lots of people outside,1,1,0,
medical hall,pharmacy,a small medical hall in a rural area,a small pharmacy in a rural area,0,1,0,
petrol bunk,gas station,a shabby old looking petrol bunk,a shabby old looking gas station,0,1,0,
petrol bunk,gas station,a person getting gas for their car at a petrol bunk,a person getting gas for their car at a gas station,1,1,0,
petrol bunk,gas station,a small shop next to a petrol bunk,a small shop next to a gas station,0,1,0,
petrol bunk,gas station,a small petrol bunk in a dusty desert town,a small gas station in a dusty desert town,0,1,0,
petrol bunk,gas station,a very busy petrol bunk with people refueling,a very busy gas station with people refueling,1,1,0,
petrol bunk,gas station,a petrol bunk surrounded by tall city buildings,a gas station surrounded by tall city buildings,0,1,0,
mo-bike,motorcycle,a man riding a blue mo-bike,a man riding a blue motorcycle,1,1,0,
mo-bike,motorcycle,a woman riding a black mo-bike,a woman riding a black motorcycle,1,1,0,
mo-bike,motorcycle,three mo-bikes riding on a road,three motorcycles riding on a road,1,1,0,
mo-bike,motorcycle,a person riding a mo-bike on a dirt road,a person riding a motorcycle on a dirt road,1,1,0,
mo-bike,motorcycle,a person riding a mo-bike in a big city,a person riding a motorcycle in a big city,1,1,0,
mo-bike,motorcycle,a mo-bike sitting in a garage,a motorcycle sitting in a garage,0,1,0,
bundook,rifle,two bundooks leaning on a wall,two rifles leaning on a wall,0,1,0,
bundook,rifle,a person holding a bundook in the countryside,a person holding a rifle in the countryside,1,1,0,
bundook,rifle,a woman aiming a bundook at a target,a woman aiming a rifle,1,1,0,
bundook,rifle,several soldiers holding bundooks,several soldiers holding rifles,1,1,0,
bundook,rifle,a store selling bundooks,a store selling rifles,0,1,0,
bundook,rifle,a police officer holding a bundook,a police officer holding a rifle,1,1,0,
handicraftsman,craftsman,an handicraftsman weaving a rug,a craftsman weaving a rug,1,1,0,
handicraftsman,craftsman,my local handicraftsman's newest creation,my local craftsman's newest creation,0,1,0,
handicraftsman,craftsman,a skilled handicraftsman at work,a skilled craftsman at work,1,1,0,
handicraftsman,craftsman,an elderly handicraftsman sharing his wisdom,an elderly craftsman sharing his wisdom,1,1,0,
handicraftsman,craftsman,a talented handicraftsman from the village,a talented craftsman from the village,1,1,0,
handicraftsman,craftsman,an innovative handicraftsman designing jewelry,an innovative craftsman designing jewelry,1,1,0,
incharge,supervisor,my incharge talking to me,my supervisor talking to me,1,1,0,
incharge,supervisor,a new incharge at the construction site,a new supervisor at the construction site,1,1,0,
incharge,supervisor,an incharge giving instructions to the team,a supervisor giving instructions to the team,1,1,0,
incharge,supervisor,a friendly incharge helping out,a friendly supervisor helping out,1,1,0,
incharge,supervisor,an incharge in the office breakroom,a supervisor in the office breakroom,1,1,0,
incharge,supervisor,an incharge working at a computer,a supervisor working at a computer,1,1,0,
pani,water,a glass of cold pani on a hot day,a glass of cold water on a hot day,0,1,0,
pani,water,an earthen pot filled with pani,an earthen pot filled with water,0,1,0,
pani,water,a pitcher filled with pani,a pitcher filled with water,0,1,0,
pani,water,a vendor selling pani bottles,a vendor selling water bottles,1,1,0,
pani,water,a jar filled with pani on a wooden table,a jar filled with water on a wooden table,0,1,0,
pani,water,containers of pani at a grocery store,containers of water at a grocery store,0,1,0,
yatra,festival,a colorful yatra in the city,a colorful festival in the city,1,1,0,
yatra,festival,a yatra filled with dance and music,a festival filled with dance and music,1,1,0,
yatra,festival,an autumn yatra in the town center,an autumn festival in the town center,1,1,0,
yatra,festival,food stalls at a yatra,food stalls at a festival,1,1,0,
yatra,festival,a yatra with lots of people,a festival with lots of people,1,1,0,
yatra,festival,a yatra in winter,a festival in winter,1,1,0,
naka,checkpoint,a naka guarded by armed forces,a checkpoint guarded by armed forces,1,1,0,
naka,checkpoint,a naka on the highway,a checkpoint on the highway,1,1,0,
naka,checkpoint,a long queue at the toll naka,a long queue at the toll checkpoint,1,1,0,
naka,checkpoint,a naka at the national border,a checkpoint at the national border,1,1,0,
naka,checkpoint,a naka with police officers,a checkpoint with police officers,1,1,0,
naka,checkpoint,a naka with very few cars,a checkpoint with very few cars,1,1,0,
tiffin,luncheon,an outdoor tiffin with lots of people,an outdoor luncheon with lots of people,1,1,0,
tiffin,luncheon,two people having a tiffin,two people having a luncheon,1,1,0,
tiffin,luncheon,a company having a tiffin,a company having a luncheon,1,1,0,
tiffin,luncheon,a fancy indoor tiffin,a fancy indoor luncheon,1,1,0,
tiffin,luncheon,a plant-based tiffin,a plant-based luncheon,1,1,0,
tiffin,luncheon,a tiffin with lots of salad,a luncheon with lots of salad,1,1,0,
satta,gambling,a satta den hidden away in an alley,a gambling den hidden away in an alley,1,1,0,
satta,gambling,a group of people satta in a room,a group of people gambling in a room,1,1,0,
satta,gambling,a place of satta in a big city,a place of gambling in a big city,1,1,0,
satta,gambling,an illegal satta den,an illegal gambling den,1,1,0,
satta,gambling,a place of satta with lots of people,a place of gambling with lots of people,1,1,0,
satta,gambling,a group of people satta at a table,a group of people gambling at a table,1,1,0,
almirah,wardrobe,a wooden almirah filled with clothes,a wooden wardrobe filled with clothes,0,1,0,
almirah,wardrobe,my grandmother's antique almirah,my grandmother's antique wardrobe,0,1,0,
almirah,wardrobe,a painted almirah with intricate designs,a painted wardrobe with intricate designs,0,1,0,
almirah,wardrobe,an almirah storing precious heirlooms,a wardrobe storing precious heirlooms,0,1,0,
almirah,wardrobe,my personal almirah for all my books,my personal wardrobe for all my books,0,1,0,
almirah,wardrobe,a large almirah in the bedroom corner,a large wardrobe in the bedroom corner,0,1,0,
dicky,car trunk,a man loading groceries into the dicky,a man loading groceries into the car trunk,1,1,1,a man adjusting his tuxedo’s detachable dicky collar
dicky,car trunk,a white car with an empty dicky,a white car with an empty car trunk,1,0,1,a white formal shirt with a starched dicky folded neatly
dicky,car trunk,a woman retrieving bags from the dicky,a woman retrieving bags from the car trunk,1,1,1,a woman ironing a vintage detachable dicky for formalwear
dicky,car trunk,a dirty dicky covered with mud stains,a dirty car trunk covered with mud stains,1,0,1,a stained dicky collar lying in a laundry basket
dicky,car trunk,a mechanic repairing a broken dicky,a mechanic repairing a broken car trunk,1,1,1,a tailor sewing a torn dicky back into shape
dicky,car trunk,children hiding inside an open dicky,children hiding inside an open car trunk,1,1,1,a child wearing a comically oversized tuxedo dicky
stepney,spare tire,a stepney stored neatly inside the garage,a spare tire stored neatly inside the garage,0,0,0,
stepney,spare tire,a mechanic installing a new stepney tire,a mechanic installing a new spare tire,0,1,0,
stepney,spare tire,a dusty stepney on an old car,a dusty spare tire on an old car,0,0,0,
stepney,spare tire,a stepney attached to a blue truck,a spare tire attached to a blue truck,0,0,0,
stepney,spare tire,a stepney with mud on its surface,a spare tire with mud on its surface,0,0,0,
stepney,spare tire,a woman checking air in the stepney,a woman checking air in the spare tire,0,1,0,
batchmate,classmate,a selfie taken with my favorite batchmate outside,a selfie taken with my favorite classmate outside,0,1,0,
batchmate,classmate,a batchmate reading quietly in the library,a classmate reading quietly in the library,0,1,0,
batchmate,classmate,batchmates sitting together during lunch break,classmates sitting together during lunch break,0,1,0,
batchmate,classmate,a batchmate holding books near the entrance,a classmate holding books near the entrance,0,1,0,
batchmate,classmate,batchmates gathered around a classroom table,classmates gathered around a classroom table,0,1,0,
batchmate,classmate,a batchmate standing by a school window,a classmate standing by a school window,0,1,0,
